,model_name,instance_num,likelihood,outcome,viability,use_sparcity,use_similarity,use_dllh,use_ollh,mask_round
33,RandomGeneratorWrapper_top5_0010,0,0.37956774,0,0.0,False,False,True,False,1
34,RandomGeneratorWrapper_top5_0010,0,0.31328756,0,0.0,False,False,True,False,1
35,RandomGeneratorWrapper_top5_0010,1,0.21086653,0,0.0,False,False,True,False,1
36,RandomGeneratorWrapper_top5_0010,1,0.40456104,0,0.0,False,False,True,False,1
37,RandomGeneratorWrapper_top5_0010,1,0.38045076,0,0.0,False,False,True,False,1
38,RandomGeneratorWrapper_top5_0010,1,0.38392705,0,0.0,False,False,True,False,1
39,RandomGeneratorWrapper_top5_0010,1,0.6836948,1,0.0,False,False,True,False,1
40,RandomGeneratorWrapper_top5_0010,2,0.31545457,0,0.0,False,False,True,False,1
41,RandomGeneratorWrapper_top5_0010,2,0.38102043,0,0.0,False,False,True,False,1
42,RandomGeneratorWrapper_top5_0010,2,0.1927403,0,0.0,False,False,True,False,1
43,RandomGeneratorWrapper_top5_0010,2,0.38009116,0,0.0,False,False,True,False,1
44,RandomGeneratorWrapper_top5_0010,2,0.30010355,0,0.0,False,False,True,False,1
45,SimpleVAEGeneratorWrapper_top5_0010,0,0.237056,0,5.5736950526635896e-14,False,False,True,False,1
46,SimpleVAEGeneratorWrapper_top5_0010,0,0.23461126,0,4.1802726102189224e-12,False,False,True,False,1
47,SimpleVAEGeneratorWrapper_top5_0010,0,0.2363194,0,5.575992706482236e-12,False,False,True,False,1
48,SimpleVAEGeneratorWrapper_top5_0010,0,0.24011317,0,3.2685832997041043e-11,False,False,True,False,1
49,SimpleVAEGeneratorWrapper_top5_0010,0,0.2392642,0,5.4109717579792094e-11,False,False,True,False,1
50,SimpleVAEGeneratorWrapper_top5_0010,1,0.2401617,0,2.1173477099247859e-13,False,False,True,False,1
51,SimpleVAEGeneratorWrapper_top5_0010,1,0.23544665,0,2.076426765440383e-12,False,False,True,False,1
52,SimpleVAEGeneratorWrapper_top5_0010,1,0.23997542,0,3.0921850179349845e-12,False,False,True,False,1
53,SimpleVAEGeneratorWrapper_top5_0010,1,0.23458485,0,6.1913378642621505e-12,False,False,True,False,1
54,SimpleVAEGeneratorWrapper_top5_0010,1,0.23662564,0,2.71202536381107e-10,False,False,True,False,1
55,SimpleVAEGeneratorWrapper_top5_0010,2,0.23906669,0,6.542801035706374e-13,False,False,True,False,1
56,SimpleVAEGeneratorWrapper_top5_0010,2,0.23747931,0,1.8880976250277403e-12,False,False,True,False,1
57,SimpleVAEGeneratorWrapper_top5_0010,2,0.24183762,0,1.5674405856553246e-11,False,False,True,False,1
58,SimpleVAEGeneratorWrapper_top5_0010,2,0.2377587,0,2.5020613671304798e-11,False,False,True,False,1
59,SimpleVAEGeneratorWrapper_top5_0010,2,0.23916177,0,4.247096141782025e-10,False,False,True,False,1
0,SimpleEvoGeneratorWrapper_top5_0011,0,0.37523338,0,0.15682756900787354,False,False,True,True,2
1,SimpleEvoGeneratorWrapper_top5_0011,0,0.37523338,0,0.15682756900787354,False,False,True,True,2
2,SimpleEvoGeneratorWrapper_top5_0011,0,0.37523338,0,0.15682756900787354,False,False,True,True,2
3,SimpleEvoGeneratorWrapper_top5_0011,0,0.37523338,0,0.15682756900787354,False,False,True,True,2
4,SimpleEvoGeneratorWrapper_top5_0011,0,0.37523338,0,0.15682756900787354,False,False,True,True,2
5,SimpleEvoGeneratorWrapper_top5_0011,1,0.2522202,0,0.022402942180633545,False,False,True,True,2
6,SimpleEvoGeneratorWrapper_top5_0011,1,0.2522202,0,0.022402942180633545,False,False,True,True,2
7,SimpleEvoGeneratorWrapper_top5_0011,1,0.2522202,0,0.022402942180633545,False,False,True,True,2
8,SimpleEvoGeneratorWrapper_top5_0011,1,0.2522202,0,0.022402942180633545,False,False,True,True,2
9,SimpleEvoGeneratorWrapper_top5_0011,1,0.2522202,0,0.022402942180633545,False,False,True,True,2
10,SimpleEvoGeneratorWrapper_top5_0011,2,0.36075634,0,0.1283833384513855,False,False,True,True,2
11,SimpleEvoGeneratorWrapper_top5_0011,2,0.36075634,0,0.1283833384513855,False,False,True,True,2
12,SimpleEvoGeneratorWrapper_top5_0011,2,0.36075634,0,0.1283833384513855,False,False,True,True,2
13,SimpleEvoGeneratorWrapper_top5_0011,2,0.36075634,0,0.1283833384513855,False,False,True,True,2
14,SimpleEvoGeneratorWrapper_top5_0011,2,0.36075634,0,0.1283833384513855,False,False,True,True,2
15,CaseBasedGeneratorWrapper_top5_0011,0,0.22050458,0,0.002098739147340583,False,False,True,True,2
16,CaseBasedGeneratorWrapper_top5_0011,0,0.2208692,0,0.002463340761093372,False,False,True,True,2
17,CaseBasedGeneratorWrapper_top5_0011,0,0.22241308,0,0.004007220269259974,False,False,True,True,2
18,CaseBasedGeneratorWrapper_top5_0011,0,0.22733375,0,0.008928185832075776,False,False,True,True,2
19,CaseBasedGeneratorWrapper_top5_0011,0,0.2314959,0,0.013090074648431786,False,False,True,True,2
20,CaseBasedGeneratorWrapper_top5_0011,1,0.22050458,0,-0.009312689304197503,False,False,True,True,2
21,CaseBasedGeneratorWrapper_top5_0011,1,0.2208692,0,-0.008948087690444714,False,False,True,True,2
22,CaseBasedGeneratorWrapper_top5_0011,1,0.22241308,0,-0.007404208182278112,False,False,True,True,2
23,CaseBasedGeneratorWrapper_top5_0011,1,0.22733375,0,-0.00248324261946231,False,False,True,True,2
24,CaseBasedGeneratorWrapper_top5_0011,1,0.2314959,0,0.0016786461968937006,False,False,True,True,2
25,CaseBasedGeneratorWrapper_top5_0011,2,0.22050458,0,-0.011868417262876702,False,False,True,True,2
26,CaseBasedGeneratorWrapper_top5_0011,2,0.2208692,0,-0.011503815649123913,False,False,True,True,2
27,CaseBasedGeneratorWrapper_top5_0011,2,0.22241308,0,-0.009959936140957311,False,False,True,True,2
28,CaseBasedGeneratorWrapper_top5_0011,2,0.22733375,0,-0.005038970578141509,False,False,True,True,2
29,CaseBasedGeneratorWrapper_top5_0011,2,0.2314959,0,-0.0008770817617854985,False,False,True,True,2
30,RandomGeneratorWrapper_top5_0011,0,0.5012226,1,0.2803715467453003,False,False,True,True,2
31,RandomGeneratorWrapper_top5_0011,0,0.5008805,1,0.28071367740631104,False,False,True,True,2
32,RandomGeneratorWrapper_top5_0011,0,0.49930978,0,0.2809039354324341,False,False,True,True,2
33,RandomGeneratorWrapper_top5_0011,0,0.4998185,0,0.28141266107559204,False,False,True,True,2
34,RandomGeneratorWrapper_top5_0011,0,0.50003153,1,0.2815626263618469,False,False,True,True,2
35,RandomGeneratorWrapper_top5_0011,1,0.5025705,1,0.2676122188568115,False,False,True,True,2
36,RandomGeneratorWrapper_top5_0011,1,0.50128955,1,0.26889318227767944,False,False,True,True,2
37,RandomGeneratorWrapper_top5_0011,1,0.49877486,0,0.26895761489868164,False,False,True,True,2
38,RandomGeneratorWrapper_top5_0011,1,0.49884325,0,0.269025981426239,False,False,True,True,2
39,RandomGeneratorWrapper_top5_0011,1,0.4995411,0,0.2697238326072693,False,False,True,True,2
40,RandomGeneratorWrapper_top5_0011,2,0.49863374,0,0.2662607431411743,False,False,True,True,2
41,RandomGeneratorWrapper_top5_0011,2,0.5012691,1,0.2663578987121582,False,False,True,True,2
42,RandomGeneratorWrapper_top5_0011,2,0.5008617,1,0.266765296459198,False,False,True,True,2
43,RandomGeneratorWrapper_top5_0011,2,0.4993834,0,0.2670103907585144,False,False,True,True,2
44,RandomGeneratorWrapper_top5_0011,2,0.5002487,1,0.2673783302307129,False,False,True,True,2
45,SimpleVAEGeneratorWrapper_top5_0011,0,0.48338598,0,0.26498013734817505,False,False,True,True,2
46,SimpleVAEGeneratorWrapper_top5_0011,0,0.48569435,0,0.2672885060310364,False,False,True,True,2
47,SimpleVAEGeneratorWrapper_top5_0011,0,0.49242932,0,0.27402347326278687,False,False,True,True,2
48,SimpleVAEGeneratorWrapper_top5_0011,0,0.5066862,1,0.2749079465866089,False,False,True,True,2
49,SimpleVAEGeneratorWrapper_top5_0011,0,0.49335572,0,0.27494990825653076,False,False,True,True,2
50,SimpleVAEGeneratorWrapper_top5_0011,1,0.5076141,1,0.2625686526298523,False,False,True,True,2
51,SimpleVAEGeneratorWrapper_top5_0011,1,0.49471453,0,0.2648972272872925,False,False,True,True,2
52,SimpleVAEGeneratorWrapper_top5_0011,1,0.49768806,0,0.26787078380584717,False,False,True,True,2
53,SimpleVAEGeneratorWrapper_top5_0011,1,0.49775764,0,0.2679404020309448,False,False,True,True,2
54,SimpleVAEGeneratorWrapper_top5_0011,1,0.49907333,0,0.269256055355072,False,False,True,True,2
55,SimpleVAEGeneratorWrapper_top5_0011,2,0.48982215,0,0.2574491500854492,False,False,True,True,2
56,SimpleVAEGeneratorWrapper_top5_0011,2,0.49143887,0,0.2590658664703369,False,False,True,True,2
57,SimpleVAEGeneratorWrapper_top5_0011,2,0.49345803,0,0.26108503341674805,False,False,True,True,2
58,SimpleVAEGeneratorWrapper_top5_0011,2,0.49885416,0,0.2664811611175537,False,False,True,True,2
59,SimpleVAEGeneratorWrapper_top5_0011,2,0.5006479,1,0.2669790983200073,False,False,True,True,2
0,SimpleEvoGeneratorWrapper_top5_0100,0,0.23493153,0,0.3242701067606185,False,True,False,False,3
1,SimpleEvoGeneratorWrapper_top5_0100,0,0.23493153,0,0.3242701067606185,False,True,False,False,3
2,SimpleEvoGeneratorWrapper_top5_0100,0,0.23493153,0,0.3242701067606185,False,True,False,False,3
3,SimpleEvoGeneratorWrapper_top5_0100,0,0.23493153,0,0.3242701067606185,False,True,False,False,3
4,SimpleEvoGeneratorWrapper_top5_0100,0,0.23493153,0,0.3242701067606185,False,True,False,False,3
5,SimpleEvoGeneratorWrapper_top5_0100,1,0.34823385,0,0.5729823442742296,False,True,False,False,3
6,SimpleEvoGeneratorWrapper_top5_0100,1,0.34823385,0,0.5729823442742296,False,True,False,False,3
7,SimpleEvoGeneratorWrapper_top5_0100,1,0.34823385,0,0.5729823442742296,False,True,False,False,3
8,SimpleEvoGeneratorWrapper_top5_0100,1,0.34823385,0,0.5729823442742296,False,True,False,False,3
9,SimpleEvoGeneratorWrapper_top5_0100,1,0.34823385,0,0.5729823442742296,False,True,False,False,3
10,SimpleEvoGeneratorWrapper_top5_0100,2,0.2472137,0,0.48129118080160904,False,True,False,False,3
11,SimpleEvoGeneratorWrapper_top5_0100,2,0.2472137,0,0.48129118080160904,False,True,False,False,3
12,SimpleEvoGeneratorWrapper_top5_0100,2,0.2472137,0,0.48129118080160904,False,True,False,False,3
13,SimpleEvoGeneratorWrapper_top5_0100,2,0.2472137,0,0.48129118080160904,False,True,False,False,3
14,SimpleEvoGeneratorWrapper_top5_0100,2,0.2472137,0,0.48129118080160904,False,True,False,False,3
15,CaseBasedGeneratorWrapper_top5_0100,0,0.22241308,0,0.5930266949674597,False,True,False,False,3
16,CaseBasedGeneratorWrapper_top5_0100,0,0.2314959,0,0.5959800519448956,False,True,False,False,3
17,CaseBasedGeneratorWrapper_top5_0100,0,0.22733375,0,0.6212835576067977,False,True,False,False,3
18,CaseBasedGeneratorWrapper_top5_0100,0,0.22020298,0,0.6917648077826692,False,True,False,False,3
19,CaseBasedGeneratorWrapper_top5_0100,0,0.21720387,0,0.6998839494882616,False,True,False,False,3
20,CaseBasedGeneratorWrapper_top5_0100,1,0.22050458,0,0.5851107123786756,False,True,False,False,3
21,CaseBasedGeneratorWrapper_top5_0100,1,0.22733375,0,0.6423069220445294,False,True,False,False,3
22,CaseBasedGeneratorWrapper_top5_0100,1,0.21720387,0,0.6488311886906946,False,True,False,False,3
23,CaseBasedGeneratorWrapper_top5_0100,1,0.22020298,0,0.6525529590083378,False,True,False,False,3
24,CaseBasedGeneratorWrapper_top5_0100,1,0.2314959,0,0.6597672486616173,False,True,False,False,3
25,CaseBasedGeneratorWrapper_top5_0100,2,0.2208692,0,0.6360913571711623,False,True,False,False,3
26,CaseBasedGeneratorWrapper_top5_0100,2,0.22241308,0,0.6367472337740584,False,True,False,False,3
27,CaseBasedGeneratorWrapper_top5_0100,2,0.21797583,0,0.6449364320031118,False,True,False,False,3
28,CaseBasedGeneratorWrapper_top5_0100,2,0.2314959,0,0.8534113026265986,False,True,False,False,3
29,CaseBasedGeneratorWrapper_top5_0100,2,0.22733375,0,0.8676025110449056,False,True,False,False,3
30,RandomGeneratorWrapper_top5_0100,0,0.40297028,0,0.5418711011078993,False,True,False,False,3
31,RandomGeneratorWrapper_top5_0100,0,0.1762336,0,0.5504627044083474,False,True,False,False,3
32,RandomGeneratorWrapper_top5_0100,0,0.33956245,0,0.5618923913845582,False,True,False,False,3
33,RandomGeneratorWrapper_top5_0100,0,0.45804432,0,0.5623242436200065,False,True,False,False,3
34,RandomGeneratorWrapper_top5_0100,0,0.38828635,0,0.5847167142822838,False,True,False,False,3
35,RandomGeneratorWrapper_top5_0100,1,0.42772755,0,0.5806329855089352,False,True,False,False,3
36,RandomGeneratorWrapper_top5_0100,1,0.53024167,1,0.5893149999157413,False,True,False,False,3
37,RandomGeneratorWrapper_top5_0100,1,0.5459827,1,0.6002756323762424,False,True,False,False,3
38,RandomGeneratorWrapper_top5_0100,1,0.41971287,0,0.6117528969307122,False,True,False,False,3
39,RandomGeneratorWrapper_top5_0100,1,0.18627876,0,0.6122157836799843,False,True,False,False,3
40,RandomGeneratorWrapper_top5_0100,2,0.41298926,0,0.5510906745013437,False,True,False,False,3
41,RandomGeneratorWrapper_top5_0100,2,0.54666835,1,0.5515254232651394,False,True,False,False,3
42,RandomGeneratorWrapper_top5_0100,2,0.27134478,0,0.5665803927053754,False,True,False,False,3
43,RandomGeneratorWrapper_top5_0100,2,0.58965236,1,0.5775209338309055,False,True,False,False,3
44,RandomGeneratorWrapper_top5_0100,2,0.42594758,0,0.58318816917918,False,True,False,False,3
45,SimpleVAEGeneratorWrapper_top5_0100,0,0.24788058,0,0.5466451689943994,False,True,False,False,3
46,SimpleVAEGeneratorWrapper_top5_0100,0,0.24478215,0,0.5470945777721362,False,True,False,False,3
47,SimpleVAEGeneratorWrapper_top5_0100,0,0.24725196,0,0.5483457118385104,False,True,False,False,3
48,SimpleVAEGeneratorWrapper_top5_0100,0,0.24568489,0,0.5497567496744435,False,True,False,False,3
49,SimpleVAEGeneratorWrapper_top5_0100,0,0.24587892,0,0.5508668491204755,False,True,False,False,3
50,SimpleVAEGeneratorWrapper_top5_0100,1,0.24283798,0,0.629312459258582,False,True,False,False,3
51,SimpleVAEGeneratorWrapper_top5_0100,1,0.32900763,0,0.6317313281776545,False,True,False,False,3
52,SimpleVAEGeneratorWrapper_top5_0100,1,0.27300617,0,0.6409335426433362,False,True,False,False,3
53,SimpleVAEGeneratorWrapper_top5_0100,1,0.2749773,0,0.659097410285227,False,True,False,False,3
54,SimpleVAEGeneratorWrapper_top5_0100,1,0.24262226,0,0.664186722963039,False,True,False,False,3
55,SimpleVAEGeneratorWrapper_top5_0100,2,0.2506445,0,0.6368283544247832,False,True,False,False,3
56,SimpleVAEGeneratorWrapper_top5_0100,2,0.24486898,0,0.6453117032242586,False,True,False,False,3
57,SimpleVAEGeneratorWrapper_top5_0100,2,0.24261619,0,0.6502858918844967,False,True,False,False,3
58,SimpleVAEGeneratorWrapper_top5_0100,2,0.24111974,0,0.6949330120384414,False,True,False,False,3
59,SimpleVAEGeneratorWrapper_top5_0100,2,0.241773,0,0.7212266041773192,False,True,False,False,3
0,SimpleEvoGeneratorWrapper_top5_0101,0,0.39564353,0,0.5536946210179577,False,True,False,True,4
1,SimpleEvoGeneratorWrapper_top5_0101,0,0.39564353,0,0.5536946210179577,False,True,False,True,4
2,SimpleEvoGeneratorWrapper_top5_0101,0,0.39564353,0,0.5536946210179577,False,True,False,True,4
3,SimpleEvoGeneratorWrapper_top5_0101,0,0.39564353,0,0.5536946210179577,False,True,False,True,4
4,SimpleEvoGeneratorWrapper_top5_0101,0,0.39564353,0,0.5536946210179577,False,True,False,True,4
5,SimpleEvoGeneratorWrapper_top5_0101,1,0.31810546,0,0.811346931387927,False,True,False,True,4
6,SimpleEvoGeneratorWrapper_top5_0101,1,0.31810546,0,0.811346931387927,False,True,False,True,4
7,SimpleEvoGeneratorWrapper_top5_0101,1,0.31810546,0,0.811346931387927,False,True,False,True,4
8,SimpleEvoGeneratorWrapper_top5_0101,1,0.31810546,0,0.811346931387927,False,True,False,True,4
9,SimpleEvoGeneratorWrapper_top5_0101,1,0.31810546,0,0.811346931387927,False,True,False,True,4
10,SimpleEvoGeneratorWrapper_top5_0101,2,0.359461,0,0.6807832142489565,False,True,False,True,4
11,SimpleEvoGeneratorWrapper_top5_0101,2,0.359461,0,0.6807832142489565,False,True,False,True,4
12,SimpleEvoGeneratorWrapper_top5_0101,2,0.359461,0,0.6807832142489565,False,True,False,True,4
13,SimpleEvoGeneratorWrapper_top5_0101,2,0.359461,0,0.6807832142489565,False,True,False,True,4
14,SimpleEvoGeneratorWrapper_top5_0101,2,0.359461,0,0.6807832142489565,False,True,False,True,4
15,CaseBasedGeneratorWrapper_top5_0101,0,0.22241308,0,0.5970339152357093,False,True,False,True,4
16,CaseBasedGeneratorWrapper_top5_0101,0,0.2314959,0,0.609070126007243,False,True,False,True,4
17,CaseBasedGeneratorWrapper_top5_0101,0,0.22733375,0,0.6302114989291243,False,True,False,True,4
18,CaseBasedGeneratorWrapper_top5_0101,0,0.22020298,0,0.693561947427292,False,True,False,True,4
19,CaseBasedGeneratorWrapper_top5_0101,0,0.21720387,0,0.6986819622217211,False,True,False,True,4
20,CaseBasedGeneratorWrapper_top5_0101,1,0.22050458,0,0.5757980230743238,False,True,False,True,4
21,CaseBasedGeneratorWrapper_top5_0101,1,0.21720387,0,0.636217772972616,False,True,False,True,4
22,CaseBasedGeneratorWrapper_top5_0101,1,0.22733375,0,0.639823434915318,False,True,False,True,4
