model,iteration,iteration.time,NA,num_cycle,n_selection,n_offspring,n_mutated,n_candidates,n_survivors,avg_zeros,avg_survivors_fitness,median_survivors_fitness,max_survivors_fitness,model.hparams.topk,model.hparams.sample_size,model.hparams.mrate.0,model.hparams.mrate.1,model.hparams.mrate.2,model.hparams.mrate.3,model.hparams.mrate.4,mutsum.DELETE,mutsum.INSERT,mutsum.CHANGE,mutsum.SWAP,mutsum.NONE
1,1,0:05:44.586161,62,61,100,100,100,125,25,0.4088888888888888,1.6958651870336936,1.6939194949566696,1.7101017568053813,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,36,24,33,7
1,1,0:05:44.586161,63,62,100,100,100,125,25,0.4088888888888888,1.6958651870336936,1.6939194949566696,1.7101017568053813,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,29,34,28,8
1,1,0:05:44.586161,64,63,100,100,100,125,25,0.4088888888888888,1.6958651870336936,1.6939194949566696,1.7101017568053813,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,34,27,29,8
1,1,0:05:44.586161,65,64,100,100,100,125,25,0.41185185185185175,1.6959343926123374,1.6939194949566696,1.7101017568053813,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,29,32,33,5
1,1,0:05:44.586161,66,65,100,100,100,125,25,0.41185185185185175,1.6959343926123374,1.6939194949566696,1.7101017568053813,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,28,31,31,8
1,1,0:05:44.586161,67,66,100,100,100,125,25,0.41185185185185186,1.695986582493725,1.6939194949566696,1.7101017568053813,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,37,26,26,10
1,1,0:05:44.586161,68,67,100,100,100,125,25,0.41185185185185186,1.695986582493725,1.6939194949566696,1.7101017568053813,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,42,23,26,8
1,1,0:05:44.586161,69,68,100,100,100,125,25,0.41185185185185186,1.6961025925793243,1.6939194949566696,1.7101017568053813,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,33,25,38,4
1,1,0:05:44.586161,70,69,100,100,100,125,25,0.4177777777777777,1.6979302680506194,1.6948485137633889,1.7101017568053813,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,32,37,21,9
1,1,0:05:44.586161,71,70,100,100,100,125,25,0.4177777777777777,1.6979302680506194,1.6948485137633889,1.7101017568053813,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,26,34,27,11
1,1,0:05:44.586161,72,71,100,100,100,125,25,0.4281481481481481,1.7094039545968887,1.7101017568053813,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,31,28,28,12
1,1,0:05:44.586161,73,72,100,100,100,125,25,0.4281481481481481,1.7094039545968887,1.7101017568053813,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,28,30,32,9
1,1,0:05:44.586161,74,73,100,100,100,125,25,0.4281481481481481,1.7094039545968887,1.7101017568053813,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,26,30,30,12
1,1,0:05:44.586161,75,74,100,100,100,125,25,0.4281481481481481,1.7094039545968887,1.7101017568053813,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,30,36,23,9
1,1,0:05:44.586161,76,75,100,100,100,125,25,0.4281481481481481,1.7094039545968887,1.7101017568053813,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,31,26,31,10
1,1,0:05:44.586161,77,76,100,100,100,125,25,0.4281481481481481,1.7094039545968887,1.7101017568053813,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,26,35,24,14
1,1,0:05:44.586161,78,77,100,100,100,125,25,0.43111111111111106,1.7094575692518448,1.7101017568053813,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,34,32,26,7
1,1,0:05:44.586161,79,78,100,100,100,125,25,0.4281481481481481,1.7096503876728442,1.7101017568053813,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,33,31,28,8
1,1,0:05:44.586161,80,79,100,100,100,125,25,0.437037037037037,1.7099724059007202,1.7101017568053813,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,33,29,30,7
1,1,0:05:44.586161,81,80,100,100,100,125,25,0.44,1.7100949216675798,1.7101017568053813,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,24,29,35,11
1,1,0:05:44.586161,82,81,100,100,100,125,25,0.44,1.7100949216675798,1.7101017568053813,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,38,26,28,8
1,1,0:05:44.586161,83,82,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,29,25,34,10
1,1,0:05:44.586161,84,83,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,37,26,31,6
1,1,0:05:44.586161,85,84,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,3,28,25,31,13
1,1,0:05:44.586161,86,85,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,30,28,30,12
1,1,0:05:44.586161,87,86,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,34,34,25,7
1,1,0:05:44.586161,88,87,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,33,35,19,12
1,1,0:05:44.586161,89,88,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,34,29,29,8
1,1,0:05:44.586161,90,89,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,31,23,34,12
1,1,0:05:44.586161,91,90,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,24,32,29,15
1,1,0:05:44.586161,92,91,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,37,23,33,6
1,1,0:05:44.586161,93,92,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,32,34,28,6
1,1,0:05:44.586161,94,93,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,30,31,30,9
1,1,0:05:44.586161,95,94,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,25,35,26,13
1,1,0:05:44.586161,96,95,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,30,32,26,11
1,1,0:05:44.586161,97,96,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,29,28,35,7
1,1,0:05:44.586161,98,97,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,34,26,32,6
1,1,0:05:44.586161,99,98,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,38,25,30,6
1,1,0:05:44.586161,100,99,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,32,29,34,5
1,1,0:05:44.586161,101,100,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,3,22,37,27,11
1,1,0:05:44.586161,102,101,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,27,34,30,8
1,1,0:05:44.586161,103,102,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,35,24,26,13
1,1,0:05:44.586161,104,103,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,3,26,24,37,10
1,1,0:05:44.586161,105,104,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,34,25,31,10
1,1,0:05:44.586161,106,105,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,30,29,36,5
1,1,0:05:44.586161,107,106,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,29,31,27,12
1,1,0:05:44.586161,108,107,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,23,32,30,15
1,1,0:05:44.586161,109,108,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,26,28,32,13
1,1,0:05:44.586161,110,109,100,100,100,125,25,0.4444444444444444,1.7113748868137242,1.7121197856744939,1.7156952725919599,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,30,30,33,6
1,1,0:05:44.586161,111,110,100,100,100,125,25,0.45037037037037037,1.7239836417384504,1.7257366278854347,1.7301483161750162,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,38,28,23,9
1,1,0:05:44.586161,112,111,100,100,100,125,25,0.45037037037037037,1.7239836417384504,1.7257366278854347,1.7301483161750162,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,22,36,28,13
1,1,0:05:44.586161,113,112,100,100,100,125,25,0.45037037037037037,1.7239836417384504,1.7257366278854347,1.7301483161750162,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,27,29,26,16
1,1,0:05:44.586161,114,113,100,100,100,125,25,0.45037037037037037,1.7239836417384504,1.7257366278854347,1.7301483161750162,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,37,28,24,10
1,1,0:05:44.586161,115,114,100,100,100,125,25,0.45037037037037037,1.7239836417384504,1.7257366278854347,1.7301483161750162,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,32,31,23,13
1,1,0:05:44.586161,116,115,100,100,100,125,25,0.45037037037037037,1.7239836417384504,1.7257366278854347,1.7301483161750162,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,30,34,32,4
1,1,0:05:44.586161,117,116,100,100,100,125,25,0.45037037037037037,1.7239836417384504,1.7257366278854347,1.7301483161750162,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,3,28,32,28,9
1,1,0:05:44.586161,118,117,100,100,100,125,25,0.45037037037037037,1.7239836417384504,1.7257366278854347,1.7301483161750162,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,29,22,43,5
1,1,0:05:44.586161,119,118,100,100,100,125,25,0.45037037037037037,1.7239836417384504,1.7257366278854347,1.7301483161750162,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,21,42,27,9
1,1,0:05:44.586161,120,119,100,100,100,125,25,0.45037037037037037,1.7239836417384504,1.7257366278854347,1.7301483161750162,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,29,30,30,10
1,1,0:05:44.586161,121,120,100,100,100,125,25,0.45037037037037037,1.7239836417384504,1.7257366278854347,1.7301483161750162,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,34,31,31,4
1,1,0:05:44.586161,122,121,100,100,100,125,25,0.45037037037037037,1.7239836417384504,1.7257366278854347,1.7301483161750162,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,23,31,34,12
1,1,0:05:44.586161,123,122,100,100,100,125,25,0.45037037037037037,1.7239836417384504,1.7257366278854347,1.7301483161750162,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,27,29,40,4
1,1,0:05:44.586161,124,123,100,100,100,125,25,0.45037037037037037,1.7239836417384504,1.7257366278854347,1.7301483161750162,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,29,27,37,6
1,1,0:05:44.586161,125,124,100,100,100,125,25,0.45037037037037037,1.7239836417384504,1.7257366278854347,1.7301483161750162,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,23,30,38,7
1,1,0:05:44.586161,126,125,100,100,100,125,25,0.45037037037037037,1.7239836417384504,1.7257366278854347,1.7301483161750162,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,29,29,30,12
1,1,0:05:44.586161,127,126,100,100,100,125,25,0.45037037037037037,1.7239836417384504,1.7257366278854347,1.7301483161750162,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,34,33,26,7
1,1,0:05:44.586161,128,127,100,100,100,125,25,0.45037037037037037,1.7239836417384504,1.7257366278854347,1.7301483161750162,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,23,36,26,13
