model,iteration,iteration.time,NA,num_cycle,n_selection,n_offspring,n_mutated,n_candidates,n_survivors,avg_zeros,avg_survivors_fitness,median_survivors_fitness,max_survivors_fitness,model.hparams.topk,model.hparams.sample_size,model.hparams.mrate.0,model.hparams.mrate.1,model.hparams.mrate.2,model.hparams.mrate.3,model.hparams.mrate.4,mutsum.DELETE,mutsum.INSERT,mutsum.CHANGE,mutsum.SWAP,mutsum.NONE
1,1,0:05:42.362615,22,21,25,100,100,125,25,0.2933333333333333,1.4650911379299085,1.4614597614707785,1.4987596632797568,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,22,33,31,12
1,1,0:05:42.362615,23,22,25,100,100,125,25,0.30666666666666664,1.4838112621710586,1.479892967796929,1.527707785321309,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,25,36,27,10
1,1,0:05:42.362615,24,23,25,100,100,125,25,0.3259259259259259,1.5075637136219298,1.504630625993082,1.554495616833194,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,26,34,29,10
1,1,0:05:42.362615,25,24,25,100,100,125,25,0.3229629629629629,1.5108606178021131,1.508954860200016,1.554495616833194,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,29,33,30,8
1,1,0:05:42.362615,26,25,25,100,100,125,25,0.33333333333333326,1.525177069972767,1.5232561139042609,1.554495616833194,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,33,31,27,8
1,1,0:05:42.362615,27,26,25,100,100,125,25,0.33037037037037037,1.5376000713374431,1.535016971532607,1.568308138354562,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,25,30,36,8
1,1,0:05:42.362615,28,27,25,100,100,125,25,0.33037037037037037,1.540243205674314,1.536646418237483,1.568308138354562,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,35,33,21,11
1,1,0:05:42.362615,29,28,25,100,100,125,25,0.33925925925925926,1.5426934339008116,1.5399082361846625,1.568308138354562,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,27,37,31,4
1,1,0:05:42.362615,30,29,25,100,100,125,25,0.35259259259259257,1.5479022677487067,1.5461359221980597,1.568308138354562,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,25,38,27,9
1,1,0:05:42.362615,31,30,25,100,100,125,25,0.3600000000000001,1.5516831171701884,1.549765017589464,1.568308138354562,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,35,20,36,9
1,1,0:05:42.362615,32,31,25,100,100,125,25,0.35851851851851857,1.5583016617302692,1.5560889218601521,1.568308138354562,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,39,27,25,9
1,1,0:05:42.362615,33,32,25,100,100,125,25,0.3718518518518518,1.5646690598614754,1.5638037185423477,1.5792814000682545,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,29,33,30,6
1,1,0:05:42.362615,34,33,25,100,100,125,25,0.37333333333333335,1.574688843321164,1.5724666049173748,1.597757945252917,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,30,29,34,6
1,1,0:05:42.362615,35,34,25,100,100,125,25,0.38518518518518513,1.583994504666674,1.5847385591684122,1.597757945252917,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,25,38,26,9
1,1,0:05:42.362615,36,35,25,100,100,125,25,0.3837037037037037,1.5901736477929875,1.5885413831803004,1.597757945252917,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,30,35,26,8
1,1,0:05:42.362615,37,36,25,100,100,125,25,0.38518518518518513,1.5978302466221166,1.5967589927759618,1.604437736736851,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,27,29,33,11
1,1,0:05:42.362615,38,37,25,100,100,125,25,0.3985185185185185,1.6062710839750918,1.6045224922440715,1.6275140428845432,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,4,31,32,30,3
1,1,0:05:42.362615,39,38,25,100,100,125,25,0.40592592592592586,1.6177969859249348,1.617513757524502,1.6384469017106178,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,26,23,40,11
1,1,0:05:42.362615,40,39,25,100,100,125,25,0.40740740740740733,1.6180993077898684,1.6179012873265635,1.6384469017106178,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,35,29,28,8
1,1,0:05:42.362615,41,40,25,100,100,125,25,0.4103703703703704,1.6186195450094314,1.618011556050896,1.6384469017106178,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,28,36,32,2
1,1,0:05:42.362615,42,41,25,100,100,125,25,0.4237037037037037,1.6200235194969066,1.6189418877613875,1.6384469017106178,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,32,33,24,10
1,1,0:05:42.362615,43,42,25,100,100,125,25,0.43703703703703695,1.6205751891475169,1.619301279192549,1.6384469017106178,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,22,25,40,12
1,1,0:05:42.362615,44,43,25,100,100,125,25,0.4637037037037037,1.6236178471568892,1.6233491711922918,1.6384469017106178,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,27,32,31,8
1,1,0:05:42.362615,45,44,25,100,100,125,25,0.4637037037037037,1.6236178471568892,1.6233491711922918,1.6384469017106178,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,34,21,39,5
1,1,0:05:42.362615,46,45,25,100,100,125,25,0.48740740740740734,1.6278231502800056,1.6275140428845432,1.6384469017106178,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,33,27,30,8
1,1,0:05:42.362615,47,46,25,100,100,125,25,0.48740740740740734,1.6278231502800056,1.6275140428845432,1.6384469017106178,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,31,31,27,10
1,1,0:05:42.362615,48,47,25,100,100,125,25,0.48740740740740734,1.6278231502800056,1.6275140428845432,1.6384469017106178,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,24,28,38,10
1,1,0:05:42.362615,49,48,25,100,100,125,25,0.48740740740740734,1.6278231502800056,1.6275140428845432,1.6384469017106178,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,32,26,37,5
1,1,0:05:42.362615,50,49,25,100,100,125,25,0.5037037037037037,1.638068474739677,1.6394241568244958,1.6439506207870427,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,28,27,33,10
1,1,0:05:42.362615,51,50,25,100,100,125,25,0.5051851851851852,1.638718358243676,1.6394488033451105,1.6469882576954877,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,28,22,43,6
1,1,0:05:42.362615,52,51,25,100,100,125,25,0.5066666666666667,1.6392259949657157,1.6406316403818055,1.6469882576954877,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,28,26,35,11
1,1,0:05:42.362615,53,52,25,100,100,125,25,0.5066666666666667,1.6392259949657157,1.6406316403818055,1.6469882576954877,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,33,27,30,10
1,1,0:05:42.362615,54,53,25,100,100,125,25,0.5111111111111111,1.6415484573782482,1.6424217361134128,1.6589680118638628,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,24,31,35,10
1,1,0:05:42.362615,55,54,25,100,100,125,25,0.5214814814814814,1.644438749611264,1.6430924928530424,1.6615745280853147,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,3,38,26,29,4
1,1,0:05:42.362615,56,55,25,100,100,125,25,0.5303703703703704,1.64840193619057,1.6439506207870427,1.664580628007148,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,26,33,36,5
1,1,0:05:42.362615,57,56,25,100,100,125,25,0.5377777777777778,1.6490603437985991,1.6455679009078474,1.664580628007148,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,3,35,25,30,7
1,1,0:05:42.362615,58,57,25,100,100,125,25,0.5451851851851852,1.665968962162338,1.6660640780152718,1.6682219402692977,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,28,25,34,12
1,1,0:05:42.362615,59,58,25,100,100,125,25,0.5466666666666665,1.6659745008799767,1.6660640780152718,1.6682219402692977,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,33,25,33,8
1,1,0:05:42.362615,60,59,25,100,100,125,25,0.5466666666666665,1.6659745008799767,1.6660640780152718,1.6682219402692977,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,32,35,28,4
1,1,0:05:42.362615,61,60,25,100,100,125,25,0.5466666666666665,1.6659745008799767,1.6660640780152718,1.6682219402692977,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,31,28,31,10
1,1,0:05:42.362615,62,61,25,100,100,125,25,0.5392592592592592,1.6660206648817235,1.6660640780152718,1.6682219402692977,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,29,26,33,11
1,1,0:05:42.362615,63,62,25,100,100,125,25,0.5555555555555555,1.6704816419497774,1.6706376025641956,1.6755620018518431,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,34,22,36,6
1,1,0:05:42.362615,64,63,25,100,100,125,25,0.5555555555555555,1.6704816419497774,1.6706376025641956,1.6755620018518431,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,35,32,20,12
1,1,0:05:42.362615,65,64,25,100,100,125,25,0.5555555555555555,1.6704816419497774,1.6706376025641956,1.6755620018518431,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,4,31,23,37,5
1,1,0:05:42.362615,66,65,25,100,100,125,25,0.5555555555555555,1.6704816419497774,1.6706376025641956,1.6755620018518431,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,29,28,30,12
1,1,0:05:42.362615,67,66,25,100,100,125,25,0.5555555555555555,1.6704816419497774,1.6706376025641956,1.6755620018518431,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,21,32,33,13
1,1,0:05:42.362615,68,67,25,100,100,125,25,0.5614814814814815,1.6737852734831773,1.6736389556680171,1.6815170003828972,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,31,20,36,13
1,1,0:05:42.362615,69,68,25,100,100,125,25,0.5614814814814815,1.6737852734831773,1.6736389556680171,1.6815170003828972,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,34,28,29,9
1,1,0:05:42.362615,70,69,25,100,100,125,25,0.56,1.6740847305009539,1.673892899333817,1.6815170003828972,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,31,25,36,8
1,1,0:05:42.362615,71,70,25,100,100,125,25,0.56,1.6740847305009539,1.673892899333817,1.6815170003828972,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,34,25,33,7
1,1,0:05:42.362615,72,71,25,100,100,125,25,0.56,1.6740847305009539,1.673892899333817,1.6815170003828972,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,33,27,28,11
1,1,0:05:42.362615,73,72,25,100,100,125,25,0.56,1.6740847305009539,1.673892899333817,1.6815170003828972,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,32,27,29,10
1,1,0:05:42.362615,74,73,25,100,100,125,25,0.56,1.6740847305009539,1.673892899333817,1.6815170003828972,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,30,34,29,5
1,1,0:05:42.362615,75,74,25,100,100,125,25,0.56,1.6740847305009539,1.673892899333817,1.6815170003828972,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,30,29,28,12
1,1,0:05:42.362615,76,75,25,100,100,125,25,0.56,1.6740847305009539,1.673892899333817,1.6815170003828972,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,3,32,34,24,7
1,1,0:05:42.362615,77,76,25,100,100,125,25,0.5555555555555556,1.674425024649082,1.6742824376086203,1.6815170003828972,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,32,34,26,8
1,1,0:05:42.362615,78,77,25,100,100,125,25,0.5555555555555556,1.675127627125414,1.6745173714610095,1.6815170003828972,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,30,29,32,9
1,1,0:05:42.362615,79,78,25,100,100,125,25,0.5555555555555556,1.675127627125414,1.6745173714610095,1.6815170003828972,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,3,32,23,34,8
1,1,0:05:42.362615,80,79,25,100,100,125,25,0.5555555555555556,1.675127627125414,1.6745173714610095,1.6815170003828972,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,27,41,21,10
1,1,0:05:42.362615,81,80,25,100,100,125,25,0.5644444444444445,1.6846254121180224,1.6852957065925454,1.6931627600975148,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,3,29,35,24,9
1,1,0:05:42.362615,82,81,25,100,100,125,25,0.5644444444444445,1.6846254121180224,1.6852957065925454,1.6931627600975148,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,32,33,28,5
1,1,0:05:42.362615,83,82,25,100,100,125,25,0.5644444444444445,1.6846254121180224,1.6852957065925454,1.6931627600975148,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,3,38,33,22,4
1,1,0:05:42.362615,84,83,25,100,100,125,25,0.5644444444444445,1.6846254121180224,1.6852957065925454,1.6931627600975148,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,24,31,31,13
1,1,0:05:42.362615,85,84,25,100,100,125,25,0.5644444444444445,1.6846254121180224,1.6852957065925454,1.6931627600975148,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,32,31,25,12
1,1,0:05:42.362615,86,85,25,100,100,125,25,0.5644444444444445,1.6846254121180224,1.6852957065925454,1.6931627600975148,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,30,28,35,6
1,1,0:05:42.362615,87,86,25,100,100,125,25,0.5644444444444445,1.6846254121180224,1.6852957065925454,1.6931627600975148,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,26,32,31,11
1,1,0:05:42.362615,88,87,25,100,100,125,25,0.5659259259259259,1.6852773527569556,1.6852957065925454,1.6931627600975148,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,31,32,29,7
1,1,0:05:42.362615,89,88,25,100,100,125,25,0.5585185185185185,1.687574866569785,1.6867094174379393,1.699476234221172,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,29,31,30,10
1,1,0:05:42.362615,90,89,25,100,100,125,25,0.5585185185185185,1.6883357999552198,1.6873860076501226,1.699476234221172,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,35,25,31,9
1,1,0:05:42.362615,91,90,25,100,100,125,25,0.5585185185185185,1.6883357999552198,1.6873860076501226,1.699476234221172,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,31,27,31,10
1,1,0:05:42.362615,92,91,25,100,100,125,25,0.5525925925925926,1.6887782410217271,1.6878805062443063,1.699476234221172,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,28,40,23,7
1,1,0:05:42.362615,93,92,25,100,100,125,25,0.5555555555555556,1.689080733393973,1.6889679174986512,1.699476234221172,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,33,32,26,9
1,1,0:05:42.362615,94,93,25,100,100,125,25,0.557037037037037,1.690910274098246,1.6902613143471705,1.7012589927474338,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,29,29,34,6
1,1,0:05:42.362615,95,94,25,100,100,125,25,0.5585185185185185,1.6909185470149053,1.6902613143471705,1.7012589927474338,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,3,22,27,33,15
1,1,0:05:42.362615,96,95,25,100,100,125,25,0.56,1.6911183784940322,1.6906645529871183,1.7012589927474338,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,29,29,37,4
1,1,0:05:42.362615,97,96,25,100,100,125,25,0.56,1.6932684411264511,1.6926307742700724,1.703715156981453,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,33,22,38,7
1,1,0:05:42.362615,98,97,25,100,100,125,25,0.5688888888888889,1.6933912170860554,1.6926307742700724,1.703715156981453,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,27,34,31,8
1,1,0:05:42.362615,99,98,25,100,100,125,25,0.5688888888888889,1.6933912170860554,1.6926307742700724,1.703715156981453,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,28,29,37,6
1,1,0:05:42.362615,100,99,25,100,100,125,25,0.5688888888888889,1.694025127872449,1.6935590216920817,1.703715156981453,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,36,31,24,7
1,1,0:05:42.362615,101,100,25,100,100,125,25,0.5733333333333333,1.7222392122756118,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,27,34,23,16
1,1,0:05:42.362615,102,101,25,100,100,125,25,0.5733333333333333,1.7222392122756118,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,30,36,21,12
1,1,0:05:42.362615,103,102,25,100,100,125,25,0.5733333333333333,1.7222392122756118,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,33,24,34,9
1,1,0:05:42.362615,104,103,25,100,100,125,25,0.5733333333333333,1.7222392122756118,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,29,28,38,5
1,1,0:05:42.362615,105,104,25,100,100,125,25,0.5733333333333333,1.7222392122756118,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,3,26,33,28,10
1,1,0:05:42.362615,106,105,25,100,100,125,25,0.5733333333333333,1.7222392122756118,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,23,30,36,11
1,1,0:05:42.362615,107,106,25,100,100,125,25,0.5733333333333333,1.7222392122756118,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,33,34,28,4
1,1,0:05:42.362615,108,107,25,100,100,125,25,0.5733333333333333,1.7222392122756118,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,31,31,28,8
1,1,0:05:42.362615,109,108,25,100,100,125,25,0.5733333333333333,1.7222392122756118,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,28,34,28,9
1,1,0:05:42.362615,110,109,25,100,100,125,25,0.5733333333333333,1.7222392122756118,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,37,28,27,7
1,1,0:05:42.362615,111,110,25,100,100,125,25,0.5733333333333333,1.7222392122756118,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,28,28,39,5
1,1,0:05:42.362615,112,111,25,100,100,125,25,0.5733333333333333,1.7222392122756118,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,37,29,26,7
1,1,0:05:42.362615,113,112,25,100,100,125,25,0.5733333333333333,1.7222392122756118,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,3,33,33,25,6
1,1,0:05:42.362615,114,113,25,100,100,125,25,0.5733333333333333,1.7222392122756118,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,3,27,32,25,13
1,1,0:05:42.362615,115,114,25,100,100,125,25,0.5733333333333333,1.7222392122756118,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,29,28,33,9
1,1,0:05:42.362615,116,115,25,100,100,125,25,0.5733333333333333,1.7222392122756118,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,4,26,38,25,7
1,1,0:05:42.362615,117,116,25,100,100,125,25,0.5733333333333333,1.7223313553574768,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,32,30,34,3
1,1,0:05:42.362615,118,117,25,100,100,125,25,0.5733333333333333,1.7223313553574768,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,19,34,33,13
1,1,0:05:42.362615,119,118,25,100,100,125,25,0.5733333333333333,1.7223313553574768,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,4,32,31,22,11
1,1,0:05:42.362615,120,119,25,100,100,125,25,0.5733333333333333,1.7223313553574768,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,32,34,25,8
1,1,0:05:42.362615,121,120,25,100,100,125,25,0.5733333333333333,1.7223313553574768,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,32,29,30,9
1,1,0:05:42.362615,122,121,25,100,100,125,25,0.5733333333333333,1.7223313553574768,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,32,28,27,12
1,1,0:05:42.362615,123,122,25,100,100,125,25,0.5733333333333333,1.7223313553574768,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,18,41,33,8
1,1,0:05:42.362615,124,123,25,100,100,125,25,0.5733333333333333,1.7223313553574768,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,30,29,25,15
1,1,0:05:42.362615,125,124,25,100,100,125,25,0.5733333333333333,1.7223313553574768,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,26,29,38,6
1,1,0:05:42.362615,126,125,25,100,100,125,25,0.5733333333333333,1.7223313553574768,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,26,33,31,10
1,1,0:05:42.362615,127,126,25,100,100,125,25,0.5733333333333333,1.7223313553574768,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,23,25,38,12
1,1,0:05:42.362615,128,127,25,100,100,125,25,0.5733333333333333,1.7223313553574768,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,38,24,31,6
1,1,0:05:42.362615,129,128,25,100,100,125,25,0.5733333333333333,1.7223313553574768,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,27,25,33,14
1,1,0:05:42.362615,130,129,25,100,100,125,25,0.5733333333333333,1.7223313553574768,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,23,30,33,13
1,1,0:05:42.362615,131,130,25,100,100,125,25,0.5733333333333333,1.7223313553574768,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,2,26,28,31,13
1,1,0:05:42.362615,132,131,25,100,100,125,25,0.5733333333333333,1.7223313553574768,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,0,29,34,27,10
1,1,0:05:42.362615,133,132,25,100,100,125,25,0.5733333333333333,1.7223313553574768,1.7221029870292974,1.729268292542391,10,1000,0.01,0.3,0.3,0.3,0.09000000000000008,1,44,18,31,6
