model,iteration,iteration.time,NA,num_cycle,n_selection,n_offspring,n_mutated,n_candidates,n_survivors,avg_zeros,avg_survivors_fitness,median_survivors_fitness,max_survivors_fitness,model.hparams.topk,model.hparams.sample_size,model.hparams.common.vocab_len,model.hparams.common.num_population,model.hparams.common.num_survivors,model.hparams.crosser.crossover_rate,model.hparams.mutator.0,model.hparams.mutator.1,model.hparams.mutator.2,model.hparams.mutator.3,model.hparams.mutator.4,model.hparams.recombiner.recombination_rate,mutsum.DELETE,mutsum.INSERT,mutsum.CHANGE,mutsum.TRANSP,mutsum.NONE
1,2,0:03:05.971172,13,12,100,100,100,125,25,0.45185185185185184,1.6309288356151044,1.625731529725384,1.6483796412039577,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,21,24,15,19
1,2,0:03:05.971172,14,13,100,100,100,125,25,0.4874074074074074,1.6418438758687592,1.6406846205759464,1.66086797720597,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,23,21,17,22,17
1,2,0:03:05.971172,15,14,100,100,100,125,25,0.5096296296296297,1.6625488187444282,1.6578378932781295,1.7145507912814884,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,20,24,16,17,23
1,2,0:03:05.971172,16,15,100,100,100,125,25,0.5392592592592592,1.694330963989614,1.6879508924057345,1.7192056573478713,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,20,25,18,16,21
1,2,0:03:05.971172,17,16,100,100,100,125,25,0.5733333333333334,1.7244509547517513,1.7220320483515197,1.7552167756880332,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,24,16,23,18
1,2,0:03:05.971172,18,17,100,100,100,125,25,0.6162962962962962,1.7439219797503573,1.7484916924867502,1.7823458209585699,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,23,23,16,18,20
1,2,0:03:05.971172,19,18,100,100,100,125,25,0.6622222222222222,1.7690553609168416,1.765423423121534,1.7847636620408807,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,20,16,24,16,24
1,2,0:03:05.971172,20,19,100,100,100,125,25,0.6948148148148147,1.787891595300058,1.7844819418470477,1.81151381570252,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,20,13,25,21
1,2,0:03:05.971172,21,20,100,100,100,125,25,0.722962962962963,1.803696483068907,1.8026560207863174,1.8203381575513569,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,16,24,19,21,20
1,2,0:03:05.971172,22,21,100,100,100,125,25,0.7259259259259261,1.8093253364340607,1.8092290940608824,1.8203381575513569,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,22,16,21,22,19
1,2,0:03:05.971172,23,22,100,100,100,125,25,0.7437037037037038,1.819846204200231,1.8201091217224095,1.825888936964739,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,22,22,15,19,22
1,2,0:03:05.971172,24,23,100,100,100,125,25,0.7674074074074074,1.8205870837835558,1.8201091217224095,1.825888936964739,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,10,26,18,23,23
1,2,0:03:05.971172,25,24,100,100,100,125,25,0.7674074074074074,1.8205870837835558,1.8201091217224095,1.825888936964739,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,18,18,22,23
1,2,0:03:05.971172,26,25,100,100,100,125,25,0.7777777777777779,1.83465792150943,1.8350419260315989,1.8350680328660105,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,26,19,16,19,20
1,2,0:03:05.971172,27,26,100,100,100,125,25,0.7777777777777779,1.83465792150943,1.8350419260315989,1.8350680328660105,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,17,21,19,22
1,2,0:03:05.971172,28,27,100,100,100,125,25,0.7777777777777779,1.83465792150943,1.8350419260315989,1.8350680328660105,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,25,18,17,15,25
1,2,0:03:05.971172,29,28,100,100,100,125,25,0.7777777777777779,1.83465792150943,1.8350419260315989,1.8350680328660105,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,20,19,23,19
1,2,0:03:05.971172,30,29,100,100,100,125,25,0.7777777777777779,1.83465792150943,1.8350419260315989,1.8350680328660105,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,22,15,17,25,21
1,2,0:03:05.971172,31,30,100,100,100,125,25,0.7777777777777779,1.83465792150943,1.8350419260315989,1.8350680328660105,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,23,22,16,20,19
1,2,0:03:05.971172,32,31,100,100,100,125,25,0.7777777777777779,1.83465792150943,1.8350419260315989,1.8350680328660105,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,15,25,16,22,22
1,2,0:03:05.971172,33,32,100,100,100,125,25,0.7777777777777779,1.83465792150943,1.8350419260315989,1.8350680328660105,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,17,18,27,17,21
1,2,0:03:05.971172,34,33,100,100,100,125,25,0.7777777777777779,1.83465792150943,1.8350419260315989,1.8350680328660105,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,16,19,18,21,26
1,2,0:03:05.971172,35,34,100,100,100,125,25,0.7777777777777779,1.83465792150943,1.8350419260315989,1.8350680328660105,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,23,19,21,20,17
1,2,0:03:05.971172,36,35,100,100,100,125,25,0.7777777777777779,1.83465792150943,1.8350419260315989,1.8350680328660105,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,12,30,21,22,15
1,2,0:03:05.971172,37,36,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,20,23,16,18,23
1,2,0:03:05.971172,38,37,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,18,23,14,18,27
1,2,0:03:05.971172,39,38,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,22,17,13,30,18
1,2,0:03:05.971172,40,39,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,26,13,20,19,22
1,2,0:03:05.971172,41,40,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,24,21,16,18,21
1,2,0:03:05.971172,42,41,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,17,25,17,20
1,2,0:03:05.971172,43,42,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,14,21,24,22
1,2,0:03:05.971172,44,43,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,12,21,22,23,22
1,2,0:03:05.971172,45,44,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,16,28,16,19,21
1,2,0:03:05.971172,46,45,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,22,19,24,19,16
1,2,0:03:05.971172,47,46,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,25,11,26,17
1,2,0:03:05.971172,48,47,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,20,17,15,24,24
1,2,0:03:05.971172,49,48,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,20,28,15,17,20
1,2,0:03:05.971172,50,49,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,25,19,21,16,19
1,2,0:03:05.971172,51,50,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,18,20,19,26,17
1,2,0:03:05.971172,52,51,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,24,18,24,23,11
1,2,0:03:05.971172,53,52,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,13,17,24,20,26
1,2,0:03:05.971172,54,53,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,18,21,19,20,22
1,2,0:03:05.971172,55,54,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,20,25,22,14,19
1,2,0:03:05.971172,56,55,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,24,20,20,15,21
1,2,0:03:05.971172,57,56,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,18,25,15,23
1,2,0:03:05.971172,58,57,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,20,17,24,16,23
1,2,0:03:05.971172,59,58,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,24,16,17,22
1,2,0:03:05.971172,60,59,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,12,29,20,21,18
1,2,0:03:05.971172,61,60,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,22,17,22,13,26
1,2,0:03:05.971172,62,61,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,18,20,15,26,21
1,2,0:03:05.971172,63,62,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,20,24,19,15,22
1,2,0:03:05.971172,64,63,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,27,13,22,25,13
1,2,0:03:05.971172,65,64,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,23,19,20,19
1,2,0:03:05.971172,66,65,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,12,23,29,15
1,2,0:03:05.971172,67,66,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,14,18,28,19,21
1,2,0:03:05.971172,68,67,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,15,18,22,28,17
1,2,0:03:05.971172,69,68,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,17,22,15,25,21
1,2,0:03:05.971172,70,69,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,21,23,20,17
1,2,0:03:05.971172,71,70,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,21,15,24,19
1,2,0:03:05.971172,72,71,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,26,20,17,14,23
1,2,0:03:05.971172,73,72,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,23,24,24,10
1,2,0:03:05.971172,74,73,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,21,18,20,20
1,2,0:03:05.971172,75,74,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,16,25,26,20,13
1,2,0:03:05.971172,76,75,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,32,15,17,16,20
1,2,0:03:05.971172,77,76,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,17,25,22,19,17
1,2,0:03:05.971172,78,77,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,20,17,21,20,22
1,2,0:03:05.971172,79,78,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,15,21,16,24,24
1,2,0:03:05.971172,80,79,100,100,100,125,25,0.7792592592592592,1.8371172500664872,1.837003148322128,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,19,25,22,15
1,2,0:03:05.971172,81,80,100,100,100,125,25,0.791111111111111,1.8374011796135539,1.8370171554136503,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,18,21,22,16,23
1,2,0:03:05.971172,82,81,100,100,100,125,25,0.791111111111111,1.8374011796135539,1.8370171554136503,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,16,23,20,20,21
1,2,0:03:05.971172,83,82,100,100,100,125,25,0.791111111111111,1.8374011796135539,1.8370171554136503,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,14,21,25,24,16
1,2,0:03:05.971172,84,83,100,100,100,125,25,0.791111111111111,1.8374011796135539,1.8370171554136503,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,16,16,28,20,20
1,2,0:03:05.971172,85,84,100,100,100,125,25,0.791111111111111,1.8374011796135539,1.8370171554136503,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,24,13,20,16,27
1,2,0:03:05.971172,86,85,100,100,100,125,25,0.791111111111111,1.8374011796135539,1.8370171554136503,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,24,16,20,20,20
1,2,0:03:05.971172,87,86,100,100,100,125,25,0.791111111111111,1.8374011796135539,1.8370171554136503,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,18,19,13,24,26
1,2,0:03:05.971172,88,87,100,100,100,125,25,0.791111111111111,1.8374011796135539,1.8370171554136503,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,17,19,28,24,12
1,2,0:03:05.971172,89,88,100,100,100,125,25,0.791111111111111,1.8374011796135539,1.8370171554136503,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,30,19,23,13,15
1,2,0:03:05.971172,90,89,100,100,100,125,25,0.791111111111111,1.8374011796135539,1.8370171554136503,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,24,25,17,18,16
1,2,0:03:05.971172,91,90,100,100,100,125,25,0.791111111111111,1.8374011796135539,1.8370171554136503,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,18,22,22,19
1,2,0:03:05.971172,92,91,100,100,100,125,25,0.791111111111111,1.8374011796135539,1.8370171554136503,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,22,23,19,18,18
1,2,0:03:05.971172,93,92,100,100,100,125,25,0.791111111111111,1.8374011796135539,1.8370171554136503,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,27,25,9,21,18
1,2,0:03:05.971172,94,93,100,100,100,125,25,0.791111111111111,1.8374011796135539,1.8370171554136503,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,20,20,22,19
1,2,0:03:05.971172,95,94,100,100,100,125,25,0.791111111111111,1.8374011796135539,1.8370171554136503,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,26,17,17,25,15
1,2,0:03:05.971172,96,95,100,100,100,125,25,0.791111111111111,1.8374011796135539,1.8370171554136503,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,22,24,26,16,12
1,2,0:03:05.971172,97,96,100,100,100,125,25,0.791111111111111,1.8374011796135539,1.8370171554136503,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,19,23,13,24
1,2,0:03:05.971172,98,97,100,100,100,125,25,0.791111111111111,1.8374011796135539,1.8370171554136503,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,13,24,22,22,19
1,2,0:03:05.971172,99,98,100,100,100,125,25,0.791111111111111,1.8374011796135539,1.8370171554136503,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,22,19,21,19
1,2,0:03:05.971172,100,99,100,100,100,125,25,0.791111111111111,1.8374011796135539,1.8370171554136503,1.8389005274985832,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,12,21,24,21,22
1,3,0:03:09.034400,1,0,100,100,100,200,25,0.038518518518518514,1.1509045787148344,1.1457736389651503,1.2511644148219239,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,22,19,17,23
1,3,0:03:09.034400,2,1,100,100,100,125,25,0.059259259259259255,1.1929536987419846,1.1839873108978334,1.265462448072884,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,19,18,20,22
1,3,0:03:09.034400,3,2,100,100,100,125,25,0.08296296296296296,1.2408388050991086,1.2358217238901457,1.2843535864594071,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,18,22,26,18,16
1,3,0:03:09.034400,4,3,100,100,100,125,25,0.11555555555555555,1.2959330527590354,1.290474729034424,1.3282680965158824,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,29,25,23,12,11
1,3,0:03:09.034400,5,4,100,100,100,125,25,0.14666666666666667,1.3349310148187084,1.326206615212456,1.3703097786951024,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,21,21,14,23
1,3,0:03:09.034400,6,5,100,100,100,125,25,0.1985185185185185,1.3752243429895423,1.3703097786951024,1.404862639943273,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,27,18,14,25,16
1,3,0:03:09.034400,7,6,100,100,100,125,25,0.21333333333333335,1.424483613826246,1.4231075023408843,1.458138728065299,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,24,20,23,17,16
1,3,0:03:09.034400,8,7,100,100,100,125,25,0.24888888888888885,1.4426727653030926,1.4393342475648747,1.4750987919218768,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,21,23,22,15
1,3,0:03:09.034400,9,8,100,100,100,125,25,0.2829629629629629,1.476202677913306,1.47726520529522,1.4968503455477993,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,15,15,21,26,23
1,3,0:03:09.034400,10,9,100,100,100,125,25,0.3274074074074073,1.5051280227488706,1.4968503455477993,1.5580538432004065,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,25,13,24,17
1,3,0:03:09.034400,11,10,100,100,100,125,25,0.37925925925925924,1.537498113471831,1.5358035918620492,1.5796067250006534,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,16,34,16,18,16
1,3,0:03:09.034400,12,11,100,100,100,125,25,0.4207407407407407,1.5693167019657428,1.5703450357722806,1.599895268781546,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,7,22,21,29
1,3,0:03:09.034400,13,12,100,100,100,125,25,0.45629629629629626,1.6373777333385775,1.6368801807661844,1.6752498011274455,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,20,30,16,15,19
1,3,0:03:09.034400,14,13,100,100,100,125,25,0.4622222222222222,1.6448680388823453,1.6406011749311946,1.6752498011274455,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,17,21,24,19
1,3,0:03:09.034400,15,14,100,100,100,125,25,0.52,1.6653105205829026,1.66375840278254,1.7038730086371827,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,18,24,18,21
1,3,0:03:09.034400,16,15,100,100,100,125,25,0.5555555555555555,1.6898011596730553,1.6843947711805698,1.7092683216925946,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,14,20,27,26,13
1,3,0:03:09.034400,17,16,100,100,100,125,25,0.562962962962963,1.7065367970744967,1.7028785101439685,1.7283283037421198,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,27,23,18,14,18
1,3,0:03:09.034400,18,17,100,100,100,125,25,0.6044444444444445,1.731324635786913,1.7277941642989085,1.7618229207738443,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,26,17,16,22
1,3,0:03:09.034400,19,18,100,100,100,125,25,0.6222222222222222,1.7579492237249486,1.7565508919043669,1.7840069942678944,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,22,15,23,23,17
1,3,0:03:09.034400,20,19,100,100,100,125,25,0.6622222222222222,1.772258545998375,1.7694896091720496,1.8085350457696394,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,26,21,18,21,14
1,3,0:03:09.034400,21,20,100,100,100,125,25,0.6903703703703704,1.799362645538032,1.7981158984828038,1.8198021820545147,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,17,20,27,17
1,3,0:03:09.034400,22,21,100,100,100,125,25,0.6962962962962962,1.8075441082807964,1.8052806203609015,1.8258749636213683,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,14,20,26,20,20
1,3,0:03:09.034400,23,22,100,100,100,125,25,0.72,1.8352532147204885,1.8349337221069943,1.841984404016161,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,23,24,19,13
1,3,0:03:09.034400,24,23,100,100,100,125,25,0.7496296296296296,1.8396984952689253,1.8389160977341066,1.841984404016161,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,24,23,24,15,14
1,3,0:03:09.034400,25,24,100,100,100,125,25,0.7496296296296296,1.8396984952689253,1.8389160977341066,1.841984404016161,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,24,18,21,19,18
1,3,0:03:09.034400,26,25,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,21,17,19,22
1,3,0:03:09.034400,27,26,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,16,28,20,15,21
1,3,0:03:09.034400,28,27,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,12,24,20,30,14
1,3,0:03:09.034400,29,28,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,14,23,21,25,17
1,3,0:03:09.034400,30,29,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,12,25,21,21
1,3,0:03:09.034400,31,30,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,23,13,19,20,25
1,3,0:03:09.034400,32,31,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,12,27,18,22,21
1,3,0:03:09.034400,33,32,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,25,19,18,19,19
1,3,0:03:09.034400,34,33,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,25,17,17,22
1,3,0:03:09.034400,35,34,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,18,21,24,18
