model,iteration,iteration.time,NA,num_cycle,n_selection,n_offspring,n_mutated,n_candidates,n_survivors,avg_zeros,avg_survivors_fitness,median_survivors_fitness,max_survivors_fitness,model.hparams.topk,model.hparams.sample_size,model.hparams.mrate.0,model.hparams.mrate.1,model.hparams.mrate.2,model.hparams.mrate.3,model.hparams.mrate.4,mutsum.DELETE,mutsum.INSERT,mutsum.CHANGE,mutsum.SWAP,mutsum.NONE
1,1,0:00:12.547373,1,0,25,100,100,200,25,0.034074074074074076,1.0286681926644141,1.0193336521360483,1.1007577807279598,50,250,0.01,0.3,0.3,0.3,0.09000000000000008,1,26,31,29,13
1,1,0:00:12.547373,2,1,25,100,100,125,25,0.038518518518518514,1.0586097137062378,1.0526190418536037,1.1214017506569507,50,250,0.01,0.3,0.3,0.3,0.09000000000000008,2,35,25,34,4
1,1,0:00:12.547373,3,2,25,100,100,125,25,0.02666666666666667,1.0823483776960203,1.077751363828804,1.121730632191749,50,250,0.01,0.3,0.3,0.3,0.09000000000000008,1,31,26,33,9
1,1,0:00:12.547373,4,3,25,100,100,125,25,0.04,1.1071620650066871,1.1050563897794843,1.168920828487708,50,250,0.01,0.3,0.3,0.3,0.09000000000000008,2,29,37,25,7
1,1,0:00:12.547373,5,4,25,100,100,125,25,0.047407407407407405,1.159919349645384,1.152005825928267,1.2060691875484073,50,250,0.01,0.3,0.3,0.3,0.09000000000000008,2,20,34,34,10
1,2,0:00:11.996579,1,0,25,100,100,200,25,0.045925925925925926,1.2288815246612343,1.2244814063087128,1.279871233363938,50,250,0.01,0.3,0.3,0.3,0.09000000000000008,1,37,32,26,4
1,2,0:00:11.996579,2,1,25,100,100,125,25,0.060740740740740734,1.2606656830883778,1.2550191135452737,1.3309939062465257,50,250,0.01,0.3,0.3,0.3,0.09000000000000008,2,28,31,24,15
1,2,0:00:11.996579,3,2,25,100,100,125,25,0.09185185185185185,1.2923922788802014,1.2880473744269882,1.365897219371817,50,250,0.01,0.3,0.3,0.3,0.09000000000000008,2,35,28,29,6
1,2,0:00:11.996579,4,3,25,100,100,125,25,0.13925925925925925,1.3376895090759453,1.331145329546425,1.3775275623555316,50,250,0.01,0.3,0.3,0.3,0.09000000000000008,1,24,37,32,6
1,2,0:00:11.996579,5,4,25,100,100,125,25,0.22666666666666666,1.3977744355866173,1.3898688891328415,1.443960976362617,50,250,0.01,0.3,0.3,0.3,0.09000000000000008,2,29,27,34,8
1,3,0:00:12.235904,1,0,25,100,100,200,25,0.02074074074074074,1.147335997852347,1.1397248097542647,1.2242584178679827,50,250,0.01,0.3,0.3,0.3,0.09000000000000008,1,39,27,23,10
1,3,0:00:12.235904,2,1,25,100,100,125,25,0.031111111111111107,1.1784374997853673,1.176174218993057,1.2242584178679827,50,250,0.01,0.3,0.3,0.3,0.09000000000000008,0,26,27,42,5
1,3,0:00:12.235904,3,2,25,100,100,125,25,0.04296296296296296,1.2096927505514283,1.1977133826825426,1.306971842892865,50,250,0.01,0.3,0.3,0.3,0.09000000000000008,1,24,27,35,13
1,3,0:00:12.235904,4,3,25,100,100,125,25,0.03851851851851852,1.2631182477780656,1.2491437071791693,1.3717396558837818,50,250,0.01,0.3,0.3,0.3,0.09000000000000008,0,35,26,30,9
1,3,0:00:12.235904,5,4,25,100,100,125,25,0.04592592592592592,1.2990508470939148,1.2846665831183777,1.3717396558837818,50,250,0.01,0.3,0.3,0.3,0.09000000000000008,0,28,30,35,7
