,run,instance.duration,instance.duration_s,instance.no,iteration.mean_num_zeros,iteration.mean_num_zeros_not_adjusted,iteration.mean_sparcity,iteration.mean_similarity,iteration.mean_feasibility,iteration.mean_delta,iteration.mean_viability,iteration.min_sparcity,iteration.min_similarity,iteration.min_feasibility,iteration.min_delta,iteration.min_viability,iteration.max_sparcity,iteration.max_similarity,iteration.max_feasibility,iteration.max_delta,iteration.max_viability,iteration.median_sparcity,iteration.median_similarity,iteration.median_feasibility,iteration.median_delta,iteration.median_viability,iteration.no,row.no,row.num_cycle,row.n_population,row.n_selection,row.n_offspring,row.n_mutated,row.n_survivors,row.mutsum.DELETE,row.mutsum.INSERT,row.mutsum.CHANGE,row.mutsum.TRANSP,row.mutsum.NONE,row.operators.vocab_len,row.operators.sample_size,row.operators.evo.num_survivors,row.operators.initiator.type,row.operators.selector.type,row.operators.crosser.type,row.operators.crosser.crossover_rate,row.operators.mutator.type,row.operators.mutator.edit_rate,row.operators.mutator.p_delete,row.operators.mutator.p_insert,row.operators.mutator.p_change,row.operators.mutator.p_transp,row.operators.mutator.p_none,row.operators.recombiner.type,row.operators.recombiner.recombination_rate,filename,wrapper_type,experiment_name
0,1,0:00:35.092971,35.092971324920654,1,0.3345808966861598,0.3345808966861598,0.528611914401388,0.655528333833704,0.0386355687731354,0.977272168774354,2.200047985782581,0.3250915750915749,0.5355598707241817,0.0,0.2905563414096832,1.2016812492790327,0.6043956043956045,0.7212737644587138,0.2688419142469155,0.9988420605659484,2.524599777899918,0.5338827838827838,0.6562718117735534,0.025443745444043,0.9988362193107604,2.202277027585139,1,1,1,250,100,200,200,475,0.0051851851851851,0.0047222222222222,0.0024537037037037,0.0005092592592592,0.9871296296296296,35,100,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.2447402021996513,0.2249933672986848,0.1815684055801127,0.0352789524421631,0.3134190724793879,FittestSurvivorRecombiner,,EGW_ES_EGW_DBI_RWS_TPC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_params
1,1,0:00:35.092971,35.092971324920654,1,0.3545885787265098,0.3545885787265098,0.5372458001768345,0.6633582124249711,0.0445239696923337,0.9861506689431632,2.231278651237303,0.3250915750915749,0.5355598707241817,0.0,0.2905563414096832,1.2016812492790327,0.6043956043956045,0.7212737644587138,0.2688419142469155,0.9988420605659484,2.524599777899918,0.543040293040293,0.6627049803063068,0.0284728678665831,0.9988362193107604,2.22759954533118,2,1,2,475,100,200,200,812,0.0063888888888888,0.0042592592592592,0.002037037037037,0.0013425925925925,0.9859722222222222,35,100,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.2447402021996513,0.2249933672986848,0.1815684055801127,0.0352789524421631,0.3134190724793879,FittestSurvivorRecombiner,,EGW_ES_EGW_DBI_RWS_TPC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_params
2,1,0:00:35.092971,35.092971324920654,1,0.3894814814814815,0.3894814814814815,0.5542298534798534,0.6813317771021623,0.0658919195838823,0.9986951170563698,2.300148667222268,0.4880952380952381,0.6076469684366261,0.0,0.9855642914772034,2.2071923705660854,0.6043956043956045,0.7212737644587138,0.2688419142469155,0.9988420605659484,2.524599777899918,0.554945054945055,0.6823768968474276,0.0463294672191418,0.9988367557525636,2.284195318415409,3,1,3,812,100,200,200,1000,0.0050462962962962,0.0042592592592592,0.0023611111111111,0.0012962962962962,0.987037037037037,35,100,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.2447402021996513,0.2249933672986848,0.1815684055801127,0.0352789524421631,0.3134190724793879,FittestSurvivorRecombiner,,EGW_ES_EGW_DBI_RWS_TPC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_params
3,1,0:00:35.092971,35.092971324920654,1,0.4268518518518518,0.4268518518518518,0.5628113553113553,0.6900228293695803,0.1039252750528579,0.99883336687088,2.355592826604674,0.5045787545787546,0.6332847262119009,0.0,0.9986889958381652,2.284195318415409,0.6043956043956045,0.7212737644587138,0.2688419142469155,0.9988419413566588,2.524599777899918,0.5613553113553114,0.6937470845279456,0.0848383664641841,0.9988369941711426,2.3404066844194387,4,1,4,1000,100,200,200,1000,0.0047685185185185,0.0060185185185185,0.0029166666666666,0.0013888888888888,0.9849074074074076,35,100,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.2447402021996513,0.2249933672986848,0.1815684055801127,0.0352789524421631,0.3134190724793879,FittestSurvivorRecombiner,,EGW_ES_EGW_DBI_RWS_TPC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_params
4,1,0:00:35.092971,35.092971324920654,1,0.4740740740740741,0.4740740740740741,0.572212454212454,0.6989063304397749,0.1346107224224147,0.9988364104032516,2.404565917477896,0.5375457875457875,0.648662400139276,0.0364935784799629,0.9987998008728028,2.3404066844194387,0.6043956043956045,0.7212737644587138,0.2688419142469155,0.9988419413566588,2.524599777899918,0.5695970695970696,0.6982304870701581,0.1199176802409814,0.9988367557525636,2.3875759889058203,5,1,5,1000,100,200,200,1000,0.0049537037037037,0.0038888888888888,0.0020833333333333,0.0012962962962962,0.9877777777777778,35,100,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.2447402021996513,0.2249933672986848,0.1815684055801127,0.0352789524421631,0.3134190724793879,FittestSurvivorRecombiner,,EGW_ES_EGW_DBI_RWS_TPC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_params
5,1,0:00:35.092971,35.092971324920654,1,0.5581481481481482,0.5581481481481482,0.567102564102564,0.6965304555002784,0.1905391318217129,0.9988365409970285,2.453008692421584,0.5540293040293041,0.648662400139276,0.1108169284338359,0.9988282322883606,2.3875759889058203,0.5888278388278388,0.7212737644587138,0.2688419142469155,0.9988417625427246,2.524599777899918,0.5613553113553114,0.6977340959662626,0.2160880253357707,0.9988367557525636,2.4545134608693626,6,1,6,1000,100,200,200,1000,0.004537037037037,0.004537037037037,0.0032407407407407,0.0006018518518518,0.9870833333333332,35,100,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.2447402021996513,0.2249933672986848,0.1815684055801127,0.0352789524421631,0.3134190724793879,FittestSurvivorRecombiner,,EGW_ES_EGW_DBI_RWS_TPC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_params
6,1,0:00:35.092971,35.092971324920654,1,0.6034074074074074,0.6034074074074074,0.5641336996336995,0.698724918234032,0.2262206715662084,0.998835647046566,2.487914936480506,0.5595238095238095,0.6592642959520681,0.1915071453224141,0.9988282322883606,2.4545134608693626,0.5695970695970696,0.7057687986330667,0.2815127831654186,0.9988417625427246,2.524599777899918,0.5613553113553114,0.6977340959662626,0.2161763420481842,0.9988367557525636,2.490370442566681,7,1,7,1000,100,200,200,1000,0.004074074074074,0.0038888888888888,0.0031944444444444,0.0011111111111111,0.9877314814814816,35,100,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.2447402021996513,0.2249933672986848,0.1815684055801127,0.0352789524421631,0.3134190724793879,FittestSurvivorRecombiner,,EGW_ES_EGW_DBI_RWS_TPC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_params
7,1,0:00:35.092971,35.092971324920654,1,0.5965925925925926,0.5965925925925926,0.5645338827838827,0.699458284324085,0.2454117011808984,0.9988334481716156,2.5082373164604816,0.5604395604395604,0.6592642959520681,0.2161763420481842,0.9988282322883606,2.490370442566681,0.5695970695970696,0.7057687986330667,0.2826850218539273,0.9988414645195008,2.524599777899918,0.5604395604395604,0.6964806533912071,0.2688419142469155,0.9988376498222352,2.524599777899918,8,1,8,1000,100,200,200,1000,0.0039351851851851,0.0034259259259259,0.0051851851851851,0.0004629629629629,0.9869907407407408,35,100,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.2447402021996513,0.2249933672986848,0.1815684055801127,0.0352789524421631,0.3134190724793879,FittestSurvivorRecombiner,,EGW_ES_EGW_DBI_RWS_TPC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_params
8,1,0:00:35.092971,35.092971324920654,1,0.6296296296296297,0.6296296296296297,0.5604395604395604,0.6964806533912071,0.2688419142469155,0.9988376498222352,2.524599777899918,0.5604395604395604,0.6964806533912071,0.2688419142469155,0.9988376498222352,2.524599777899918,0.5604395604395604,0.6964806533912071,0.2688419142469155,0.9988376498222352,2.524599777899918,0.5604395604395604,0.6964806533912071,0.2688419142469155,0.9988376498222352,2.524599777899918,9,1,9,1000,100,200,200,1000,0.0035185185185185,0.00375,0.0056481481481481,0.0011574074074074,0.985925925925926,35,100,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.2447402021996513,0.2249933672986848,0.1815684055801127,0.0352789524421631,0.3134190724793879,FittestSurvivorRecombiner,,EGW_ES_EGW_DBI_RWS_TPC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_params
9,1,0:00:35.092971,35.092971324920654,1,0.6296296296296297,0.6296296296296297,0.5604395604395604,0.6964806533912071,0.2688419142469155,0.9988376498222352,2.524599777899918,0.5604395604395604,0.6964806533912071,0.2688419142469155,0.9988376498222352,2.524599777899918,0.5604395604395604,0.6964806533912071,0.2688419142469155,0.9988376498222352,2.524599777899918,0.5604395604395604,0.6964806533912071,0.2688419142469155,0.9988376498222352,2.524599777899918,10,1,10,1000,100,200,200,1000,0.0035185185185185,0.0030092592592592,0.0052777777777777,0.0008796296296296,0.9873148148148148,35,100,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.2447402021996513,0.2249933672986848,0.1815684055801127,0.0352789524421631,0.3134190724793879,FittestSurvivorRecombiner,,EGW_ES_EGW_DBI_RWS_TPC_DDM_FSR_IM_num0.csv,EvoGeneratorWrapper,evolutionary_params
