run,iteration.duration,iteration.duration_s,iteration.no,row.no,row.num_cycle,row.n_population,row.n_selection,row.n_offspring,row.n_mutated,row.n_survivors,row.mutsum.DELETE,row.mutsum.INSERT,row.mutsum.CHANGE,row.mutsum.TRANSP,row.mutsum.NONE,row.avg_zeros,row.avg_survivors_fitness,row.median_survivors_fitness,row.max_survivors_fitness,row.min_survivors_fitness
1,0:03:22.042502,202.04250168800354,1,1,0,100,25,200,200,207,0,67,62,59,12,0.15566290928609772,1.4945125445191678,1.5573662278886884,2.0425826601449777,0.926648439966977
1,0:03:22.042502,202.04250168800354,1,2,1,207,25,200,200,299,2,45,60,75,18,0.1491391056608448,1.4728374675751974,1.534338752777482,2.0425826601449777,0.926648439966977
1,0:03:22.042502,202.04250168800354,1,3,2,299,25,200,200,397,5,55,71,52,17,0.14833473271760425,1.4686782095809188,1.5292431551775036,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,4,3,397,25,200,200,501,0,75,57,50,18,0.1479263694832557,1.4618052932506924,1.5210615869853366,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,5,4,501,25,200,200,603,5,54,60,62,19,0.14845525459124131,1.4536136966768987,1.5127046096548633,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,6,5,603,25,200,200,713,3,61,64,52,20,0.14809620279466001,1.4626084537796735,1.5183697002672407,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,7,6,713,25,200,200,809,0,68,57,64,11,0.15048299226296752,1.4517884617246033,1.5078370349876549,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,8,7,809,25,200,200,924,1,57,55,67,20,0.14999198332531666,1.4449001572965834,1.5062316696194769,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,9,8,924,25,200,200,1016,3,58,60,61,18,0.15164771070282881,1.439799084582038,1.5032467649136636,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,10,9,1016,25,200,200,1126,0,60,58,65,17,0.15462798500098676,1.4325649150723547,1.4974386471510255,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,11,10,1126,25,200,200,1213,4,52,64,54,26,0.1520564257579921,1.4277156462442395,1.4953480446834435,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,12,11,1213,25,200,200,1308,1,65,51,63,20,0.15347151432778344,1.4269398168353782,1.4947000325873414,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,13,12,1308,25,200,200,1401,0,64,58,61,17,0.1544663864435456,1.423175961319039,1.4921116621645623,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,14,13,1401,25,200,200,1495,3,60,58,59,20,0.15099715099715097,1.4184097002632494,1.488054095030632,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,15,14,1495,25,200,200,1588,3,61,66,56,14,0.15115682433062785,1.415015154306067,1.4841722759364346,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,16,15,1588,25,200,200,1691,1,65,59,63,12,0.1528790765928554,1.4193873071469898,1.488054095030632,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,17,16,1691,25,200,200,1790,3,54,71,52,20,0.15452100144837572,1.4185352918931973,1.4851100647450604,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,18,17,1790,25,200,200,1900,0,63,54,66,17,0.15846003898635477,1.4179985606504721,1.4848961527327766,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,19,18,1900,25,200,200,2009,0,59,59,64,18,0.1573659274007706,1.4170929574142892,1.484985117511676,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,20,19,2009,25,200,200,2111,4,52,72,54,18,0.15920136147516534,1.4185778683153631,1.4843308291762298,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,21,20,2111,25,200,200,2211,6,59,60,59,16,0.16032631455517027,1.417289452888728,1.4843299323413728,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,22,21,2211,25,200,200,2303,0,55,66,64,15,0.1605635161866165,1.413757915079017,1.4835813459749967,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,23,22,2303,25,200,200,2402,3,54,69,53,21,0.16364449378604248,1.414980544863731,1.4839095092537213,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,24,23,2402,25,200,200,2506,1,62,68,54,15,0.1648192486181313,1.4158720396079523,1.4848961527327766,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,25,24,2506,25,200,200,2619,2,60,65,53,20,0.16442521177152714,1.4158998542083716,1.4832669049310996,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,26,25,2619,25,200,200,2722,1,52,64,64,19,0.16474814270552696,1.4156543691031456,1.4824579578419452,2.0425826601449777,0.8421050960926509
1,0:03:22.042502,202.04250168800354,1,27,26,2722,25,200,200,2819,1,55,64,63,17,0.16382221171153416,1.4143551275417772,1.4818886154331465,2.0425826601449777,0.8300353982433473
1,0:03:22.042502,202.04250168800354,1,28,27,2819,25,200,200,2926,2,62,64,56,16,0.16564137616769195,1.4169502976775081,1.4834241254530482,2.0425826601449777,0.8300353982433473
