run,iteration.duration,iteration.duration_s,iteration.no,row.no,row.num_cycle,row.n_population,row.n_selection,row.n_offspring,row.n_mutated,row.n_survivors,row.mutsum.DELETE,row.mutsum.INSERT,row.mutsum.CHANGE,row.mutsum.TRANSP,row.mutsum.NONE,row.avg_zeros,row.avg_survivors_fitness,row.median_survivors_fitness,row.max_survivors_fitness,row.min_survivors_fitness
1,0:03:19.447788,199.4477880001068,1,1,0,100,25,200,200,188,1,71,56,56,16,0.20193065405831362,1.5292566603009814,1.6034063494941289,2.161742454631076,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,2,1,188,25,200,200,280,1,62,67,58,12,0.2533068783068783,1.588325127698004,1.6400824666468377,2.161742454631076,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,3,2,280,25,200,200,376,3,62,64,53,18,0.30801812450748617,1.632476156819887,1.679611562434459,2.161742454631076,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,4,3,376,25,200,200,470,2,59,59,61,19,0.3405043341213554,1.6590534521005404,1.7111853964006385,2.161742454631076,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,5,4,470,25,200,200,571,3,65,62,59,11,0.3603165336965687,1.6826089714456924,1.7433911952124028,2.161742454631076,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,6,5,571,25,200,200,674,2,61,53,61,23,0.3722387075502802,1.6970101850179125,1.7600873315949732,2.161742454631076,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,7,6,674,25,200,200,760,0,66,60,55,19,0.3813352826510721,1.7070630818886439,1.772121978016429,2.161742454631076,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,8,7,760,25,200,200,861,1,57,58,66,18,0.38581322321159717,1.723779102322433,1.7777902402184202,9.218497523387846,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,9,8,861,25,200,200,945,1,51,70,63,15,0.39470899470899473,1.7361987527465745,1.780805101698094,9.218497523387846,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,10,9,945,25,200,200,1036,2,55,54,65,24,0.4034749034749035,2.141117642357578,1.7889487968591584,395.6632063752921,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,11,10,1036,25,200,200,1130,4,83,42,58,13,0.4218944608325139,2.2000087732699027,1.7884336152286513,395.6632063752921,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,12,11,1130,25,200,200,1230,4,53,69,56,18,0.450316169828365,5.112445318721588,1.787198578573232,3131.3564258656074,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,13,12,1230,25,200,200,1333,1,66,57,68,8,0.4749242866272123,254.22526596621188,1.7880233101496692,318583.6445507372,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,14,13,1333,25,200,200,1444,0,71,52,57,20,0.4989996922129886,1453.286318229938,1.7899703614266862,1252624.4553186405,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,15,14,1444,25,200,200,1540,4,54,60,62,20,0.5131313131313131,5234.482754574416,1.789668974133782,1437417.750564058,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,16,15,1540,25,200,200,1636,2,60,58,62,18,0.5275966675722177,10534712.965193992,1.790082953842925,17213068958.73905,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,17,16,1636,25,200,200,1737,0,58,52,72,18,0.5394784536983731,19851948.46450899,1.7901154250945377,17213068958.73905,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,18,17,1737,25,200,200,1822,3,61,63,59,14,0.5495588892954425,56737043.58971153,1.790082953842925,17213068958.73905,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,19,18,1822,25,200,200,1914,3,68,54,58,17,0.5595998297147723,144542041.3251472,1.7905458459448393,17213068958.73905,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,20,19,1914,25,200,200,2021,3,61,56,61,19,0.5716275404548536,453984508.2006543,1.794122925569832,17213068958.73905,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,21,20,2021,25,200,200,2114,0,51,63,70,16,0.5815550649987736,896900805.5130818,1.796028498057859,17213068958.73905,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,22,21,2114,25,200,200,2220,1,73,52,52,22,0.5911745078411745,1282150520.5230107,1.7964227981888952,104709218287.40446,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,23,22,2220,25,200,200,2318,2,60,65,59,14,0.5997028089349056,1743732372.8731737,1.7969452700911948,104709218287.40446,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,24,23,2318,25,200,200,2415,3,75,47,48,27,0.6072080361935435,2317187675.63223,1.7979569192907199,104709218287.41103,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,25,24,2415,25,200,200,2517,1,60,64,54,21,0.6155623243426183,44512815529.20107,1.8005917733990173,88442347884742.48,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,26,25,2517,25,200,200,2620,3,64,54,52,27,0.6234238054848742,103185283205.16039,1.8008277094701044,88442347884742.52,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,27,26,2620,25,200,200,2709,1,52,65,60,22,0.6295202548432522,323211385732.12866,1.80213706248081,88442347884742.52,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,28,27,2709,25,200,200,2792,0,63,64,56,17,0.634086808871909,7931141804215.768,1.8020269669577198,1.9854197415256696e+16,0.8934618801043521
1,0:03:19.447788,199.4477880001068,1,29,28,2792,25,200,200,2892,1,68,59,53,19,0.639375544285641,36532463389328.66,1.8047597299369775,1.9854197415256696e+16,0.8934618801043521
