run,iteration.duration,iteration.duration_s,iteration.no,row.no,row.num_cycle,row.n_population,row.n_selection,row.n_offspring,row.n_mutated,row.n_survivors,row.mutsum.DELETE,row.mutsum.INSERT,row.mutsum.CHANGE,row.mutsum.TRANSP,row.mutsum.NONE,row.avg_zeros,row.avg_survivors_fitness,row.median_survivors_fitness,row.max_survivors_fitness,row.min_survivors_fitness
1,0:03:09.650886,189.65088558197021,1,1,0,100,100,200,200,25,4,55,59,63,19,0.40296296296296297,1.8209848576522154,1.7938523647389173,2.202128798317884,1.7285556001570959
1,0:03:09.650886,189.65088558197021,1,2,1,25,100,200,200,25,2,62,60,64,12,0.5762962962962963,1.874084232881198,1.8587186475215174,2.202128798317884,1.8324991384292353
1,0:03:09.650886,189.65088558197021,1,3,2,25,100,200,200,25,2,54,57,65,22,0.5866666666666667,1.8831840686442995,1.8697411275241473,2.202128798317884,1.8449171595652696
1,0:03:09.650886,189.65088558197021,1,4,3,25,100,200,200,25,1,68,67,52,12,0.5940740740740741,1.8945525063996171,1.8850024121823006,2.202128798317884,1.8693069585493067
1,0:03:09.650886,189.65088558197021,1,5,4,25,100,200,200,25,0,66,56,57,21,0.634074074074074,1.9347415601883602,1.8890796301481747,2.202128798317884,1.8850024121823006
1,0:03:09.650886,189.65088558197021,1,6,5,25,100,200,200,25,1,60,55,60,24,0.8,2.093980547348479,2.1689048740946952,2.202128798317884,1.896704927311912
1,0:03:09.650886,189.65088558197021,1,7,6,25,100,200,200,25,6,62,59,56,17,0.8888888888888888,2.1658697350304434,2.1689048740946952,2.202128798317884,2.1571052977269076
1,0:03:09.650886,189.65088558197021,1,8,7,25,100,200,200,25,4,55,59,68,14,0.8888888888888888,2.1658697350304434,2.1689048740946952,2.202128798317884,2.1571052977269076
1,0:03:09.650886,189.65088558197021,1,9,8,25,100,200,200,25,2,66,63,51,18,0.8888888888888888,2.1658697350304434,2.1689048740946952,2.202128798317884,2.1571052977269076
1,0:03:09.650886,189.65088558197021,1,10,9,25,100,200,200,25,0,55,62,64,19,0.8888888888888888,2.1658697350304434,2.1689048740946952,2.202128798317884,2.1571052977269076
1,0:03:09.650886,189.65088558197021,1,11,10,25,100,200,200,25,3,50,67,67,13,0.8888888888888888,2.1658697350304434,2.1689048740946952,2.202128798317884,2.1571052977269076
1,0:03:09.650886,189.65088558197021,1,12,11,25,100,200,200,25,1,60,61,58,20,0.8888888888888888,2.1715223774842385,2.170247109949503,2.202128798317884,2.170247109949503
1,0:03:09.650886,189.65088558197021,1,13,12,25,100,200,200,25,3,54,61,65,17,0.8888888888888888,2.1715223774842385,2.170247109949503,2.202128798317884,2.170247109949503
1,0:03:09.650886,189.65088558197021,1,14,13,25,100,200,200,25,3,55,70,56,16,0.8888888888888888,2.1715223774842385,2.170247109949503,2.202128798317884,2.170247109949503
1,0:03:09.650886,189.65088558197021,1,15,14,25,100,200,200,25,1,62,58,64,15,0.8888888888888888,2.1715223774842385,2.170247109949503,2.202128798317884,2.170247109949503
1,0:03:09.650886,189.65088558197021,1,16,15,25,100,200,200,25,0,57,62,59,22,0.8888888888888888,2.1715223774842385,2.170247109949503,2.202128798317884,2.170247109949503
1,0:03:09.650886,189.65088558197021,1,17,16,25,100,200,200,25,1,68,58,62,11,0.8888888888888888,2.1715223774842385,2.170247109949503,2.202128798317884,2.170247109949503
1,0:03:09.650886,189.65088558197021,1,18,17,25,100,200,200,25,2,53,63,61,21,0.8888888888888888,2.1715223774842385,2.170247109949503,2.202128798317884,2.170247109949503
1,0:03:09.650886,189.65088558197021,1,19,18,25,100,200,200,25,0,54,61,60,25,0.8888888888888888,2.1715223774842385,2.170247109949503,2.202128798317884,2.170247109949503
1,0:03:09.650886,189.65088558197021,1,20,19,25,100,200,200,25,2,61,72,48,17,0.8888888888888888,2.1715223774842385,2.170247109949503,2.202128798317884,2.170247109949503
