run,instance.duration,instance.duration_s,instance.no,iteration.mean_num_zeros,iteration.mean_num_zeros_not_adjusted,iteration.mean_sparcity,iteration.mean_similarity,iteration.mean_feasibility,iteration.mean_delta,iteration.mean_viability,iteration.min_sparcity,iteration.min_similarity,iteration.min_feasibility,iteration.min_delta,iteration.min_viability,iteration.max_sparcity,iteration.max_similarity,iteration.max_feasibility,iteration.max_delta,iteration.max_viability,iteration.median_sparcity,iteration.median_similarity,iteration.median_feasibility,iteration.median_delta,iteration.median_viability,iteration.no,row.no,row.quick_fix
1,0:00:01.962013,1.962012529373169,1,0.027222222222222224,0.02722222222222222,0.13009615384615392,0.3671993435620168,0.0,0.47804043352603914,0.9753359309342098,0.07692307692307687,0.33359506103130454,0.0,0.3333289325237274,0.7673401022199533,0.1923076923076923,0.4288576587557241,0.0,0.9987910389900208,1.5465984336668337,0.1346153846153847,0.36561865404662897,0.0,0.3339017927646637,0.8469231898954581,1,1,True
1,0:00:01.399000,1.3990001678466797,2,0.02851851851851852,0.02851851851851852,0.13567307692307698,0.31185124258509495,0.0,0.8490179170202464,1.2965422365284183,0.07692307692307687,0.27232843241882376,0.0,0.003598451614379883,0.3962981358415597,0.1923076923076923,0.3506695489488748,0.0,0.998842179775238,1.515245448063793,0.1346153846153847,0.31082154002030343,0.0,0.9984687268733978,1.4267702801441957,1,1,True
1,0:00:01.405967,1.4059672355651855,3,0.029074074074074075,0.029074074074074075,0.14663461538461545,0.35416054777543665,0.0,0.8754926461726427,1.3762878093326947,0.09615384615384626,0.313670972082278,0.0,0.0047376155853271484,0.4823433968107328,0.1923076923076923,0.40077907514448663,0.0,0.9988439679145813,1.5771568546443446,0.15384615384615385,0.353718179331111,0.0,0.9980244040489197,1.4800856329084198,1,1,True
1,0:00:01.638653,1.6386528015136719,4,0.02666666666666666,0.02666666666666667,0.1210576923076924,0.3481466279569699,0.0,0.43343315660953524,0.9026374768741974,0.05769230769230771,0.29615309845020754,0.0,0.3333319127559662,0.7190683668530408,0.17307692307692313,0.399304771707756,0.0,0.998774528503418,1.5104108314111764,0.11538461538461553,0.34769743213122367,0.0,0.3337026834487915,0.819166444843918,1,1,True
1,0:00:01.996978,1.9969782829284668,5,0.026111111111111113,0.026111111111111113,0.24682692307692305,0.42930719882484925,0.0,0.44643794745206833,1.1225720693538408,0.1923076923076923,0.38829205409517165,0.0,0.3333246111869812,0.9443540414901168,0.3076923076923077,0.47536472799712703,0.0,0.9987838864326477,1.7242884140515793,0.25,0.42888099117242173,0.0,0.3337372988462448,1.0217177446758328,1,1,True
1,0:00:02.009015,2.0090150833129883,6,0.027407407407407405,0.027407407407407408,0.24461538461538462,0.4937541583211491,0.0,0.45270488619804383,1.1910744291345776,0.1923076923076923,0.46093066642104796,0.0,0.33332863450050354,1.0051231790180881,0.32692307692307687,0.5385773628166337,0.0,0.9988299012184143,1.7595746856706216,0.25,0.49247012690802555,0.0,0.3337012827396393,1.0835628715701207,1,1,True
1,0:00:01.650190,1.6501896381378174,7,0.027962962962962957,0.027962962962962964,0.14903846153846156,0.3365096097421018,0.0,0.8725974563322961,1.3581455276128593,0.09615384615384626,0.28499275965891646,0.0,0.05750055983662605,0.5258742597056577,0.21153846153846156,0.38441293856984826,0.0,0.99884432554245,1.5935256761698557,0.15384615384615385,0.33523561155579845,0.0,0.9984045028686523,1.4648514592996862,1,1,True
1,0:00:01.679623,1.6796231269836426,8,0.02574074074074074,0.02574074074074074,0.20480769230769233,0.42102088713161206,0.0,0.4570877465605736,1.082916325999878,0.15384615384615385,0.37611913906648475,0.0,0.3333304226398468,0.867303076903288,0.2692307692307693,0.47804892667224497,0.0,0.9988115429878235,1.6594267939181278,0.21153846153846156,0.420985853698741,0.0,0.3341200202703476,0.9778514551207148,1,1,True
1,0:00:01.841276,1.8412764072418213,9,0.02851851851851852,0.02851851851851852,0.23211538461538467,0.44501667657650645,0.0,0.4897181849181652,1.1668502461100563,0.1923076923076923,0.4068660347147818,0.0,0.33332955837249756,0.932510229336088,0.28846153846153844,0.4967766244033982,0.0,0.9988465309143066,1.7437901795266542,0.23076923076923084,0.4426151349040864,0.0,0.3341972976922989,1.0292714886539172,1,1,True
1,0:00:01.690544,1.6905443668365479,10,0.024259259259259255,0.024259259259259258,0.20528846153846161,0.4112554823079564,0.0,0.43125332102179526,1.0477972648682132,0.15384615384615385,0.38049518390921144,0.0,0.33332791924476624,0.8802792213280769,0.2692307692307693,0.45114987406998386,0.0,0.9988344311714172,1.6710343667412857,0.21153846153846156,0.40994993392035084,0.0,0.3338576406240463,0.9598015491244156,1,1,True
1,0:00:01.447942,1.447941541671753,11,0.028333333333333332,0.028333333333333332,0.12721153846153851,0.34822284363650474,0.0,0.44271725878119467,0.9181516408792381,0.05769230769230771,0.3045832833784883,0.0,0.3333287239074707,0.7018072213484297,0.21153846153846156,0.39298960634982605,0.0,0.9988248348236084,1.5630856804104574,0.1346153846153847,0.348721129037547,0.0,0.33377064764499664,0.8205809275206796,1,1,True
1,0:00:01.594080,1.5940802097320557,12,0.02851851851851852,0.02851851851851852,0.2777884615384615,0.4785372757291011,0.0,0.44946262404322623,1.205788361310789,0.23076923076923084,0.44419465633064503,0.0,0.3333355188369751,1.0166733232467116,0.34615384615384615,0.5230945895093262,0.0,0.9986860752105713,1.8062797367646386,0.2692307692307693,0.47672870646985954,0.0,0.3338508605957031,1.101661194880954,1,1,True
1,0:00:01.681131,1.6811306476593018,13,0.032407407407407406,0.032407407407407406,0.1210576923076924,0.4224072800662116,0.0,0.4367252911627293,0.9801902635366332,0.07692307692307687,0.39047714608978024,0.0,0.3333318829536438,0.807632969259251,0.17307692307692313,0.46939295332007847,0.0,0.9988353848457336,1.602724215468422,0.11538461538461553,0.4213870609648991,0.0,0.3337226063013077,0.8921775858614523,1,1,True
1,0:00:02.111526,2.111525774002075,14,0.026296296296296297,0.026296296296296297,0.2784615384615384,0.4852680296675328,0.0,0.46052720174193384,1.224256769871005,0.23076923076923084,0.4471059622050464,0.0,0.3333268463611603,1.0113798697931249,0.34615384615384615,0.5294490394573586,0.0,0.998781681060791,1.8502459072754038,0.2692307692307693,0.48426044783175864,0.0,0.33392010629177094,1.113338917103745,1,1,True
1,0:00:01.970929,1.9709289073944092,15,0.026666666666666665,0.02666666666666667,0.20596153846153847,0.43364278459813904,0.0,0.47273374259471895,1.1123380656543964,0.15384615384615385,0.40460462087398075,0.0,0.3333348035812378,0.8976128423298857,0.2692307692307693,0.4909748176584926,0.0,0.9988293647766113,1.690499492676473,0.21153846153846156,0.43259860211782974,0.0,0.3342505246400833,0.9911203731108874,1,1,True
