experiment,wrapper,model_name,rank,likelihood,outcome,viability,sparcity,similarity,dllh,ollh,source_outcome,target_outcome,cf,fa,run.mask,run.duration,run.duration_sec,run.no,gen.vocab_len,gen.max_len,gen.feature_len,gen.ft_mode,gen.model,viab.num_training_data,viab.vocab_len,viab.max_len,viab.measure_mask,viab.type,instance.no,iteration.no,row.no,gen.max_iter,gen.num_survivors,gen.sample_size,gen.evo.num_survivors,gen.initiator.type,gen.selector.type,gen.crosser.type,gen.crosser.crossover_rate,gen.mutator.type,gen.mutator.p_delete,gen.mutator.p_insert,gen.mutator.p_change,gen.mutator.p_transp,gen.mutator.p_none,gen.recombiner.type,gen.recombiner.recombination_rate
1,EvoGeneratorWrapper,EvolutionaryStrategy,5,0.0212326068431139,0,1.7951270257504433,0.5576923076923077,0.7428135008073116,0.0,0.494621217250824,1,0,05 > 04 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 27 > 12 > 17,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 14 > 14 > 24 > 25,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,2,10,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,6,0.0212326068431139,0,1.7951270257504433,0.5576923076923077,0.7428135008073116,0.0,0.494621217250824,1,0,05 > 04 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 27 > 12 > 17,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 14 > 14 > 24 > 25,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,2,11,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,7,0.0212326068431139,0,1.7951270257504433,0.5576923076923077,0.7428135008073116,0.0,0.494621217250824,1,0,05 > 04 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 27 > 12 > 17,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 14 > 14 > 24 > 25,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,2,12,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,8,0.0212326068431139,0,1.7951270257504433,0.5576923076923077,0.7428135008073116,0.0,0.494621217250824,1,0,05 > 04 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 27 > 12 > 17,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 14 > 14 > 24 > 25,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,2,13,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,9,0.0212326068431139,0,1.7951270257504433,0.5576923076923077,0.7428135008073116,0.0,0.494621217250824,1,0,05 > 04 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 27 > 12 > 17,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 14 > 14 > 24 > 25,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,2,14,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,13,0.0212326068431139,0,1.7951270257504433,0.5576923076923077,0.7428135008073116,0.0,0.494621217250824,1,0,05 > 04 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 27 > 12 > 17,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 14 > 14 > 24 > 25,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,2,15,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,11,0.0212326068431139,0,1.7951270257504433,0.5576923076923077,0.7428135008073116,0.0,0.494621217250824,1,0,05 > 04 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 27 > 12 > 17,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 14 > 14 > 24 > 25,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,2,16,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,12,0.0212326068431139,0,1.7951270257504433,0.5576923076923077,0.7428135008073116,0.0,0.494621217250824,1,0,05 > 04 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 27 > 12 > 17,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 14 > 14 > 24 > 25,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,2,17,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,14,0.0212326068431139,0,1.7951270257504433,0.5576923076923077,0.7428135008073116,0.0,0.494621217250824,1,0,05 > 04 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 27 > 12 > 17,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 14 > 14 > 24 > 25,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,2,18,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,15,0.0212326068431139,0,1.7951270257504433,0.5576923076923077,0.7428135008073116,0.0,0.494621217250824,1,0,05 > 04 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 27 > 12 > 17,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 14 > 14 > 24 > 25,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,2,19,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,16,0.0212326068431139,0,1.7951270257504433,0.5576923076923077,0.7428135008073116,0.0,0.494621217250824,1,0,05 > 04 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 27 > 12 > 17,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 14 > 14 > 24 > 25,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,2,20,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,17,0.021591372787952423,0,1.7957359003495952,0.5576923076923077,0.743601755584915,0.0,0.49444183707237244,1,0,05 > 04 > 09 > 07 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29 > 12 > 17,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 14 > 14 > 24 > 25,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,2,21,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,18,0.021591372787952423,0,1.7957359003495952,0.5576923076923077,0.743601755584915,0.0,0.49444183707237244,1,0,05 > 04 > 09 > 07 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29 > 12 > 17,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 14 > 14 > 24 > 25,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,2,22,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,19,0.021591372787952423,0,1.7957359003495952,0.5576923076923077,0.743601755584915,0.0,0.49444183707237244,1,0,05 > 04 > 09 > 07 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29 > 12 > 17,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 14 > 14 > 24 > 25,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,2,23,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,20,0.021734459325671196,0,1.7957614368277182,0.5576923076923077,0.7436988474390909,0.0,0.4943702816963196,1,0,05 > 04 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29 > 12 > 17,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 14 > 14 > 24 > 25,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,2,24,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,1,0.020296279340982437,0,1.7984614188882952,0.5576923076923077,0.7456797292627753,0.0,0.4950893819332123,1,0,05 > 04 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 28 > 12 > 17,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 14 > 14 > 24 > 25,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,2,25,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,25,0.026036376133561134,0,1.7643342051426116,0.5961538461538461,0.6762829547948872,0.0,0.4918974041938782,1,0,23 > 04 > 00 > 00 > 05 > 06 > 00 > 00 > 00 > 10 > 09 > 00 > 06 > 12 > 24 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29 > 29,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 24 > 25 > 14,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,3,1,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,23,0.026036376133561134,0,1.7643342051426116,0.5961538461538461,0.6762829547948872,0.0,0.4918974041938782,1,0,23 > 04 > 00 > 00 > 05 > 06 > 00 > 00 > 00 > 10 > 09 > 00 > 06 > 12 > 24 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29 > 29,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 24 > 25 > 14,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,3,2,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,24,0.026036376133561134,0,1.7643342051426116,0.5961538461538461,0.6762829547948872,0.0,0.4918974041938782,1,0,23 > 04 > 00 > 00 > 05 > 06 > 00 > 00 > 00 > 10 > 09 > 00 > 06 > 12 > 24 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29 > 29,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 24 > 25 > 14,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,3,3,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,11,0.026036376133561134,0,1.7643342051426116,0.5961538461538461,0.6762829547948872,0.0,0.4918974041938782,1,0,23 > 04 > 00 > 00 > 05 > 06 > 00 > 00 > 00 > 10 > 09 > 00 > 06 > 12 > 24 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29 > 29,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 24 > 25 > 14,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,3,4,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,2,0.026036376133561134,0,1.7643342051426116,0.5961538461538461,0.6762829547948872,0.0,0.4918974041938782,1,0,23 > 04 > 00 > 00 > 05 > 06 > 00 > 00 > 00 > 10 > 09 > 00 > 06 > 12 > 24 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29 > 29,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 24 > 25 > 14,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,3,5,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,3,0.026036376133561134,0,1.7643342051426116,0.5961538461538461,0.6762829547948872,0.0,0.4918974041938782,1,0,23 > 04 > 00 > 00 > 05 > 06 > 00 > 00 > 00 > 10 > 09 > 00 > 06 > 12 > 24 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29 > 29,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 24 > 25 > 14,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,3,6,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,4,0.026036376133561134,0,1.7643342051426116,0.5961538461538461,0.6762829547948872,0.0,0.4918974041938782,1,0,23 > 04 > 00 > 00 > 05 > 06 > 00 > 00 > 00 > 10 > 09 > 00 > 06 > 12 > 24 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29 > 29,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 24 > 25 > 14,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,3,7,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,5,0.026036376133561134,0,1.7643342051426116,0.5961538461538461,0.6762829547948872,0.0,0.4918974041938782,1,0,23 > 04 > 00 > 00 > 05 > 06 > 00 > 00 > 00 > 10 > 09 > 00 > 06 > 12 > 24 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29 > 29,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 24 > 25 > 14,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,3,8,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,6,0.026036376133561134,0,1.7643342051426116,0.5961538461538461,0.6762829547948872,0.0,0.4918974041938782,1,0,23 > 04 > 00 > 00 > 05 > 06 > 00 > 00 > 00 > 10 > 09 > 00 > 06 > 12 > 24 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29 > 29,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 24 > 25 > 14,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,3,9,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,7,0.026036376133561134,0,1.7643342051426116,0.5961538461538461,0.6762829547948872,0.0,0.4918974041938782,1,0,23 > 04 > 00 > 00 > 05 > 06 > 00 > 00 > 00 > 10 > 09 > 00 > 06 > 12 > 24 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29 > 29,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 24 > 25 > 14,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,3,10,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,8,0.026036376133561134,0,1.7643342051426116,0.5961538461538461,0.6762829547948872,0.0,0.4918974041938782,1,0,23 > 04 > 00 > 00 > 05 > 06 > 00 > 00 > 00 > 10 > 09 > 00 > 06 > 12 > 24 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29 > 29,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 24 > 25 > 14,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,3,11,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,9,0.026036376133561134,0,1.7643342051426116,0.5961538461538461,0.6762829547948872,0.0,0.4918974041938782,1,0,23 > 04 > 00 > 00 > 05 > 06 > 00 > 00 > 00 > 10 > 09 > 00 > 06 > 12 > 24 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29 > 29,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 24 > 25 > 14,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,3,12,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,10,0.026036376133561134,0,1.7643342051426116,0.5961538461538461,0.6762829547948872,0.0,0.4918974041938782,1,0,23 > 04 > 00 > 00 > 05 > 06 > 00 > 00 > 00 > 10 > 09 > 00 > 06 > 12 > 24 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29 > 29,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 24 > 25 > 14,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,3,13,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,13,0.026036376133561134,0,1.7643342051426116,0.5961538461538461,0.6762829547948872,0.0,0.4918974041938782,1,0,23 > 04 > 00 > 00 > 05 > 06 > 00 > 00 > 00 > 10 > 09 > 00 > 06 > 12 > 24 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29 > 29,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 24 > 25 > 14,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,3,14,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,12,0.026036376133561134,0,1.7643342051426116,0.5961538461538461,0.6762829547948872,0.0,0.4918974041938782,1,0,23 > 04 > 00 > 00 > 05 > 06 > 00 > 00 > 00 > 10 > 09 > 00 > 06 > 12 > 24 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29 > 29,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 24 > 25 > 14,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,3,15,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
1,EvoGeneratorWrapper,EvolutionaryStrategy,14,0.026036376133561134,0,1.7643342051426116,0.5961538461538461,0.6762829547948872,0.0,0.4918974041938782,1,0,23 > 04 > 00 > 00 > 05 > 06 > 00 > 00 > 00 > 10 > 09 > 00 > 06 > 12 > 24 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 29 > 29,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 24 > 25 > 14,1111,0:12:45.089137,765.0891373157501,4,34,27,16,1,EvolutionaryStrategy,399,34,27,1111,ImprovementMeasure,1,3,16,100.0,25.0,100.0,25.0,DefaultInitiator,RouletteWheelSelector,TwoPointCrosser,,MultiDeleteMutator,0.01,0.3,0.3,0.3,0.09000000000000008,FittestIndividualRecombiner,
