model_name,instance_num,rank,likelihood,outcome,viability,sparcity,similarity,dllh,ollh,source_outcome,target_outcome,mask,cf_ev_str,fa_ev_str
DefaultInitialisation_ElitismSelection_KPointCrossover_MultiDeleteMutation_DefaultRecombiner_EvolutionaryStrategy_Model,0,10,0.02986539714038372,0,1.6505560057577435,0.5384615384615384,0.6221700662513596,0.0,0.4899244010448456,1,0,1111,33 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 12 > 11 > 00 > 00 > 00 > 00 > 00 > 14 > 12 > 00 > 13 > 00 > 00 > 00 > 00 > 00 > 28,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 08 > 24 > 10 > 11 > 12 > 14 > 13 > 14 > 13 > 24 > 25 > 14
DefaultInitialisation_ElitismSelection_KPointCrossover_MultiDeleteMutation_DefaultRecombiner_EvolutionaryStrategy_Model,0,9,0.02986539714038372,0,1.6505560057577435,0.5384615384615384,0.6221700662513596,0.0,0.4899244010448456,1,0,1111,33 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 12 > 11 > 00 > 00 > 00 > 00 > 00 > 14 > 12 > 00 > 13 > 00 > 00 > 00 > 00 > 00 > 28,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 08 > 24 > 10 > 11 > 12 > 14 > 13 > 14 > 13 > 24 > 25 > 14
DefaultInitialisation_ElitismSelection_KPointCrossover_MultiDeleteMutation_DefaultRecombiner_EvolutionaryStrategy_Model,0,8,0.0292179137468338,0,1.6517040336460134,0.5384615384615384,0.6229943515115318,0.0,0.4902481436729431,1,0,1111,33 > 00 > 00 > 00 > 00 > 09 > 00 > 00 > 00 > 00 > 12 > 11 > 00 > 00 > 00 > 00 > 00 > 14 > 12 > 00 > 00 > 00 > 00 > 13 > 00 > 00 > 28,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 08 > 24 > 10 > 11 > 12 > 14 > 13 > 14 > 13 > 24 > 25 > 14
DefaultInitialisation_ElitismSelection_KPointCrossover_MultiDeleteMutation_DefaultRecombiner_EvolutionaryStrategy_Model,0,7,0.029260151088237762,0,1.6518910739385788,0.5384615384615384,0.6232025216506702,0.0,0.49022701382637024,1,0,1111,33 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 12 > 11 > 00 > 00 > 00 > 00 > 00 > 14 > 12 > 00 > 00 > 00 > 00 > 13 > 00 > 00 > 28,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 08 > 24 > 10 > 11 > 12 > 14 > 13 > 14 > 13 > 24 > 25 > 14
DefaultInitialisation_ElitismSelection_KPointCrossover_MultiDeleteMutation_DefaultRecombiner_EvolutionaryStrategy_Model,0,6,0.029260151088237762,0,1.6518910739385788,0.5384615384615384,0.6232025216506702,0.0,0.49022701382637024,1,0,1111,33 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 12 > 11 > 00 > 00 > 00 > 00 > 00 > 14 > 12 > 00 > 00 > 00 > 00 > 13 > 00 > 00 > 28,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 08 > 24 > 10 > 11 > 12 > 14 > 13 > 14 > 13 > 24 > 25 > 14
DefaultInitialisation_ElitismSelection_KPointCrossover_MultiDeleteMutation_DefaultRecombiner_EvolutionaryStrategy_Model,0,5,0.029260151088237762,0,1.6518910739385788,0.5384615384615384,0.6232025216506702,0.0,0.49022701382637024,1,0,1111,33 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 12 > 11 > 00 > 00 > 00 > 00 > 00 > 14 > 12 > 00 > 00 > 00 > 00 > 13 > 00 > 00 > 28,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 08 > 24 > 10 > 11 > 12 > 14 > 13 > 14 > 13 > 24 > 25 > 14
DefaultInitialisation_ElitismSelection_KPointCrossover_MultiDeleteMutation_DefaultRecombiner_EvolutionaryStrategy_Model,0,4,0.029260151088237762,0,1.6518910739385788,0.5384615384615384,0.6232025216506702,0.0,0.49022701382637024,1,0,1111,33 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 12 > 11 > 00 > 00 > 00 > 00 > 00 > 14 > 12 > 00 > 00 > 00 > 00 > 13 > 00 > 00 > 28,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 08 > 24 > 10 > 11 > 12 > 14 > 13 > 14 > 13 > 24 > 25 > 14
DefaultInitialisation_ElitismSelection_KPointCrossover_MultiDeleteMutation_DefaultRecombiner_EvolutionaryStrategy_Model,0,3,0.029260151088237762,0,1.6518910739385788,0.5384615384615384,0.6232025216506702,0.0,0.49022701382637024,1,0,1111,33 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 12 > 11 > 00 > 00 > 00 > 00 > 00 > 14 > 12 > 00 > 00 > 00 > 00 > 13 > 00 > 00 > 28,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 08 > 24 > 10 > 11 > 12 > 14 > 13 > 14 > 13 > 24 > 25 > 14
DefaultInitialisation_ElitismSelection_KPointCrossover_MultiDeleteMutation_DefaultRecombiner_EvolutionaryStrategy_Model,0,2,0.029260151088237762,0,1.6518910739385788,0.5384615384615384,0.6232025216506702,0.0,0.49022701382637024,1,0,1111,33 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 12 > 11 > 00 > 00 > 00 > 00 > 00 > 14 > 12 > 00 > 00 > 00 > 00 > 13 > 00 > 00 > 28,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 08 > 24 > 10 > 11 > 12 > 14 > 13 > 14 > 13 > 24 > 25 > 14
DefaultInitialisation_ElitismSelection_KPointCrossover_MultiDeleteMutation_DefaultRecombiner_EvolutionaryStrategy_Model,0,1,0.029260151088237762,0,1.6518910739385788,0.5384615384615384,0.6232025216506702,0.0,0.49022701382637024,1,0,1111,33 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 00 > 12 > 11 > 00 > 00 > 00 > 00 > 00 > 14 > 12 > 00 > 00 > 00 > 00 > 13 > 00 > 00 > 28,33 > 01 > 02 > 03 > 04 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 08 > 24 > 10 > 11 > 12 > 14 > 13 > 14 > 13 > 24 > 25 > 14
