experiment,model_name,rank,likelihood,viability,sparcity,similarity,feasibility,delta,cf_num_zeros,result_outcome,source_outcome,target_outcome,cf,fa,run.duration_sec,run.mask,run.short_name,run.full_name,run.no,wrapper.type,wrapper.max_len,gen.vocab_len,gen.max_len,gen.feature_len,gen.ft_mode,gen.model,viab.data_distribution,viab.vocab_len,viab.max_len,viab.measure_mask,viab.type,instance.no,iteration.no,row.no,gen.max_iter,gen.num_survivors,gen.sample_size,gen.evo.num_survivors,gen.initiator.type,gen.selector.type,gen.crosser.type,gen.crosser.crossover_rate,gen.mutator.type,gen.mutator.edit_rate,gen.mutator.p_delete,gen.mutator.p_insert,gen.mutator.p_change,gen.recombiner.type,gen.recombiner.recombination_rate
1,RandomGenerator,44,0.0005088722100481391,1.5596152865054647,0.1923076923076923,0.3684784082350955,0.0,0.998829185962677,2,0,1,0,22 > 03 > 32 > 16 > 15 > 00 > 16 > 04 > 23 > 16 > 12 > 23 > 12 > 05 > 22 > 11 > 03 > 01 > 28 > 20 > 03 > 33 > 19 > 18 > 19 > 00 > 04,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,7,,,,,,,,,,,,,,,
1,RandomGenerator,43,0.001073088962584734,1.5601556133894903,0.1923076923076923,0.3693947808230088,0.0,0.9984531402587891,0,0,1,0,10 > 09 > 02 > 32 > 11 > 07 > 27 > 28 > 29 > 34 > 18 > 32 > 25 > 06 > 13 > 32 > 33 > 01 > 32 > 12 > 20 > 18 > 34 > 33 > 07 > 31 > 08,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,8,,,,,,,,,,,,,,,
1,RandomGenerator,42,0.0005188558134250343,1.5606589709242762,0.1923076923076923,0.36952876837412185,0.0,0.9988225102424622,0,0,1,0,34 > 08 > 03 > 16 > 16 > 15 > 11 > 30 > 01 > 32 > 06 > 07 > 18 > 22 > 01 > 23 > 27 > 10 > 10 > 11 > 12 > 10 > 12 > 17 > 18 > 02 > 10,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,9,,,,,,,,,,,,,,,
1,RandomGenerator,41,0.0004980896483175457,1.5610547400556458,0.1923076923076923,0.3699107092279035,0.0,0.99883633852005,0,0,1,0,20 > 32 > 31 > 31 > 18 > 17 > 12 > 10 > 23 > 20 > 10 > 13 > 14 > 17 > 28 > 07 > 15 > 01 > 24 > 29 > 03 > 30 > 11 > 33 > 06 > 30 > 21,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,10,,,,,,,,,,,,,,,
1,RandomGenerator,40,0.0006156681338325143,1.5612428606693598,0.1923076923076923,0.37017715034485243,0.0,0.9987580180168152,1,0,1,0,07 > 12 > 13 > 31 > 01 > 22 > 22 > 32 > 16 > 05 > 30 > 14 > 18 > 00 > 34 > 13 > 08 > 03 > 12 > 18 > 25 > 12 > 19 > 28 > 25 > 20 > 17,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,11,,,,,,,,,,,,,,,
1,RandomGenerator,39,0.0016258553368970752,1.5617551646656604,0.1923076923076923,0.3713629272224701,0.0,0.998084545135498,1,0,1,0,10 > 09 > 12 > 34 > 08 > 33 > 19 > 01 > 21 > 27 > 02 > 30 > 00 > 31 > 12 > 23 > 14 > 09 > 26 > 03 > 10 > 23 > 09 > 21 > 29 > 22 > 14,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,12,,,,,,,,,,,,,,,
1,RandomGenerator,38,0.0009432457736693323,1.5634538647949219,0.1923076923076923,0.3726065458888713,0.0,0.9985396265983582,0,0,1,0,33 > 24 > 19 > 27 > 33 > 14 > 02 > 12 > 10 > 02 > 33 > 16 > 03 > 26 > 26 > 09 > 11 > 13 > 25 > 18 > 23 > 11 > 08 > 27 > 07 > 30 > 12,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,13,,,,,,,,,,,,,,,
1,RandomGenerator,37,0.0009947109501808882,1.563486776537036,0.1923076923076923,0.37267373030173134,0.0,0.9985053539276123,0,0,1,0,08 > 07 > 13 > 14 > 02 > 33 > 17 > 18 > 08 > 11 > 14 > 05 > 05 > 08 > 18 > 26 > 05 > 23 > 08 > 28 > 26 > 27 > 09 > 13 > 18 > 09 > 24,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,14,,,,,,,,,,,,,,,
1,RandomGenerator,36,0.000777195964474231,1.5640260880945176,0.1923076923076923,0.37306802375847437,0.0,0.9986503720283508,0,0,1,0,07 > 19 > 20 > 01 > 26 > 24 > 07 > 08 > 29 > 34 > 33 > 28 > 28 > 04 > 06 > 06 > 07 > 11 > 17 > 16 > 21 > 29 > 06 > 19 > 14 > 09 > 12,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,15,,,,,,,,,,,,,,,
1,RandomGenerator,35,0.0006955578573979437,1.564518739299241,0.1923076923076923,0.37350631552716274,0.0,0.998704731464386,1,0,1,0,13 > 22 > 22 > 20 > 14 > 24 > 06 > 23 > 28 > 14 > 01 > 26 > 06 > 18 > 03 > 07 > 12 > 08 > 15 > 23 > 29 > 06 > 11 > 19 > 28 > 13,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,16,,,,,,,,,,,,,,,
1,RandomGenerator,34,0.0009262233506888151,1.5655093934312379,0.1923076923076923,0.3746506304333904,0.0,0.998551070690155,1,0,1,0,25 > 08 > 27 > 13 > 08 > 14 > 27 > 16 > 07 > 22 > 02 > 25 > 12 > 04 > 04 > 30 > 09 > 16 > 22 > 13 > 32 > 26 > 29 > 27 > 00 > 19 > 31,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,17,,,,,,,,,,,,,,,
1,RandomGenerator,33,0.0006511909887194633,1.5656102994557668,0.21153846153846156,0.35533754254911076,0.0,0.9987342953681946,1,0,1,0,29 > 33 > 23 > 04 > 23 > 32 > 05 > 26 > 30 > 08 > 04 > 08 > 13 > 00 > 27 > 33 > 15 > 26 > 06 > 20 > 04 > 20 > 27 > 01 > 31 > 09 > 18,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,18,,,,,,,,,,,,,,,
1,RandomGenerator,32,0.0005429723532870412,1.5666449753266105,0.21153846153846156,0.35630003719513137,0.0,0.9988064765930176,0,0,1,0,27 > 33 > 23 > 02 > 32 > 07 > 29 > 32 > 10 > 29 > 33 > 11 > 03 > 24 > 24 > 15 > 09 > 23 > 15 > 14 > 03 > 23 > 26 > 09 > 14 > 18 > 33,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,19,,,,,,,,,,,,,,,
1,RandomGenerator,31,0.000517343170940876,1.5675799247225688,0.21153846153846156,0.3572178800580391,0.0,0.9988235831260681,0,0,1,0,32 > 11 > 03 > 03 > 01 > 07 > 21 > 17 > 18 > 28 > 29 > 08 > 09 > 11 > 03 > 27 > 10 > 05 > 19 > 18 > 16 > 20 > 16 > 04 > 30 > 20 > 20,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,20,,,,,,,,,,,,,,,
1,RandomGenerator,30,0.0005722149508073926,1.5688935485467397,0.21153846153846156,0.3585681011341021,0.0,0.998786985874176,0,0,1,0,20 > 20 > 16 > 29 > 30 > 13 > 03 > 12 > 06 > 17 > 27 > 06 > 13 > 28 > 11 > 14 > 25 > 28 > 32 > 19 > 07 > 14 > 29 > 17 > 09 > 03 > 04,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,21,,,,,,,,,,,,,,,
1,RandomGenerator,29,0.001886627171188593,1.5719374690179735,0.21153846153846156,0.362488269488179,0.0,0.997910737991333,0,0,1,0,02 > 05 > 32 > 17 > 26 > 13 > 19 > 19 > 20 > 15 > 14 > 15 > 07 > 25 > 26 > 33 > 09 > 27 > 06 > 08 > 24 > 33 > 19 > 05 > 10 > 20 > 12,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,22,,,,,,,,,,,,,,,
1,RandomGenerator,28,0.0008267435478046536,1.572143014636049,0.1923076923076923,0.38121797127321155,0.0,0.9986173510551453,1,0,1,0,14 > 10 > 16 > 15 > 11 > 25 > 31 > 06 > 20 > 23 > 02 > 34 > 11 > 32 > 16 > 29 > 16 > 15 > 31 > 19 > 15 > 26 > 34 > 13 > 18 > 00 > 24,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,23,,,,,,,,,,,,,,,
1,RandomGenerator,27,0.004458995070308447,1.5723092262785656,0.1923076923076923,0.38380574081901786,0.0,0.9961957931518555,0,0,1,0,23 > 04 > 09 > 04 > 10 > 30 > 27 > 05 > 22 > 30 > 26 > 17 > 30 > 23 > 20 > 32 > 29 > 14 > 34 > 06 > 24 > 01 > 26 > 01 > 14 > 23 > 21,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,24,,,,,,,,,,,,,,,
1,RandomGenerator,26,0.007214612327516079,1.572326924048896,0.21153846153846156,0.36642974411520135,0.0,0.9943587183952332,0,0,1,0,30 > 02 > 30 > 23 > 30 > 08 > 27 > 30 > 14 > 15 > 07 > 04 > 12 > 16 > 19 > 02 > 16 > 28 > 12 > 14 > 09 > 34 > 26 > 27 > 27 > 34 > 18,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,25,,,,,,,,,,,,,,,
1,RandomGenerator,25,0.0005972041399218142,1.5730728010279758,0.1923076923076923,0.3819946929373549,0.0,0.9987704157829285,1,0,1,0,03 > 00 > 30 > 08 > 09 > 09 > 13 > 02 > 07 > 20 > 08 > 20 > 05 > 15 > 03 > 15 > 19 > 24 > 05 > 28 > 03 > 29 > 32 > 14 > 08 > 24 > 32,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,26,,,,,,,,,,,,,,,
1,RandomGenerator,24,0.0019198888912796974,1.5734916420158949,0.21153846153846156,0.36406461541395685,0.0,0.9978885650634766,1,0,1,0,12 > 07 > 16 > 15 > 28 > 27 > 29 > 05 > 15 > 28 > 21 > 04 > 23 > 30 > 04 > 00 > 20 > 34 > 13 > 26 > 23 > 11 > 14 > 19 > 22 > 20 > 19,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,27,,,,,,,,,,,,,,,
1,RandomGenerator,23,0.001589470193721354,1.5739429296990841,0.1923076923076923,0.3835263735608254,0.0,0.9981088638305664,0,0,1,0,12 > 20 > 23 > 34 > 05 > 02 > 34 > 11 > 28 > 05 > 29 > 32 > 08 > 07 > 13 > 21 > 29 > 17 > 06 > 25 > 09 > 16 > 08 > 08 > 09 > 15 > 23,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,28,,,,,,,,,,,,,,,
1,RandomGenerator,22,0.0017931669717654586,1.5754800940500553,0.21153846153846156,0.36596860766647044,0.0,0.9979730248451233,2,0,1,0,14 > 09 > 23 > 14 > 01 > 09 > 34 > 19 > 05 > 00 > 12 > 34 > 17 > 27 > 29 > 15 > 20 > 16 > 22 > 27 > 34 > 34 > 15 > 06 > 00 > 01 > 13,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,29,,,,,,,,,,,,,,,
1,RandomGenerator,21,0.0009264249820262194,1.5756510931081713,0.21153846153846156,0.36556173969348904,0.0,0.9985508918762207,1,0,1,0,25 > 15 > 13 > 01 > 06 > 21 > 09 > 02 > 34 > 00 > 04 > 01 > 02 > 19 > 21 > 08 > 17 > 27 > 29 > 29 > 15 > 06 > 34 > 10 > 07 > 33 > 19,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,30,,,,,,,,,,,,,,,
1,RandomGenerator,20,0.000742684060242027,1.577251823550981,0.21153846153846156,0.36703998259128523,0.0,0.9986733794212341,1,0,1,0,23 > 12 > 01 > 07 > 29 > 13 > 15 > 02 > 28 > 25 > 00 > 04 > 30 > 32 > 30 > 13 > 34 > 01 > 16 > 14 > 04 > 34 > 28 > 04 > 21 > 04 > 32,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,31,,,,,,,,,,,,,,,
1,RandomGenerator,19,0.0006098923622630537,1.5787731674485261,0.1923076923076923,0.38770358282210815,0.0,0.9987618923187256,1,0,1,0,09 > 15 > 17 > 10 > 18 > 08 > 10 > 29 > 20 > 06 > 13 > 28 > 24 > 19 > 16 > 02 > 33 > 06 > 34 > 34 > 32 > 01 > 19 > 28 > 18 > 33,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,32,,,,,,,,,,,,,,,
1,RandomGenerator,18,0.0005032458575442433,1.57895684068886,0.21153846153846156,0.3685853784904559,0.0,0.9988330006599426,0,0,1,0,34 > 34 > 04 > 02 > 19 > 03 > 11 > 13 > 14 > 09 > 27 > 11 > 17 > 20 > 34 > 30 > 01 > 23 > 33 > 08 > 16 > 26 > 14 > 14 > 33 > 19 > 20,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,33,,,,,,,,,,,,,,,
1,RandomGenerator,17,0.0005467807059176266,1.579021663805018,0.1923076923076923,0.38791005790403343,0.0,0.9988039135932922,0,0,1,0,05 > 21 > 23 > 12 > 05 > 14 > 13 > 09 > 05 > 04 > 04 > 26 > 04 > 31 > 10 > 10 > 13 > 22 > 27 > 09 > 17 > 01 > 06 > 28 > 34 > 23 > 06,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,34,,,,,,,,,,,,,,,
1,RandomGenerator,16,0.001102097099646926,1.5815259573606977,0.1923076923076923,0.3907844963037683,0.0,0.9984337687492371,3,0,1,0,27 > 27 > 04 > 19 > 32 > 30 > 01 > 08 > 00 > 28 > 32 > 07 > 33 > 23 > 24 > 18 > 00 > 22 > 33 > 08 > 13 > 27 > 12 > 19 > 20 > 20,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,35,,,,,,,,,,,,,,,
1,RandomGenerator,15,0.0016297976253554225,1.5821248632420064,0.1923076923076923,0.3917351887985414,0.0,0.9980819821357727,2,0,1,0,15 > 03 > 02 > 01 > 17 > 33 > 26 > 30 > 26 > 19 > 21 > 18 > 26 > 10 > 30 > 33 > 13 > 10 > 11 > 05 > 12 > 00 > 21 > 22 > 01 > 06,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,36,,,,,,,,,,,,,,,
1,RandomGenerator,14,0.0012714759213849902,1.5842952331356521,0.23076923076923084,0.3552051844190336,0.0,0.9983208179473877,0,0,1,0,31 > 08 > 34 > 23 > 13 > 25 > 02 > 22 > 02 > 09 > 29 > 10 > 01 > 13 > 16 > 26 > 29 > 32 > 05 > 20 > 20 > 25 > 12 > 13 > 18 > 26 > 09,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,37,,,,,,,,,,,,,,,
1,RandomGenerator,13,0.0008984720916487277,1.5847382962445145,0.1923076923076923,0.39386111541143143,0.0,0.9985694885253906,0,0,1,0,10 > 12 > 29 > 05 > 04 > 14 > 32 > 28 > 26 > 30 > 33 > 03 > 18 > 23 > 32 > 03 > 02 > 06 > 12 > 12 > 29 > 15 > 20 > 15 > 32 > 04 > 07,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,38,,,,,,,,,,,,,,,
1,RandomGenerator,12,0.0004921666695736349,1.586615367440937,0.21153846153846156,0.37623657387122533,0.0,0.99884033203125,1,0,1,0,21 > 34 > 05 > 23 > 11 > 18 > 31 > 12 > 30 > 13 > 04 > 11 > 33 > 04 > 02 > 16 > 10 > 33 > 00 > 02 > 14 > 15 > 26 > 12 > 07 > 09 > 30,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,39,,,,,,,,,,,,,,,
1,RandomGenerator,11,0.0004945363034494221,1.5876383404204253,0.21153846153846156,0.37726115617612255,0.0,0.9988387227058411,1,0,1,0,08 > 01 > 00 > 32 > 04 > 08 > 11 > 07 > 03 > 04 > 30 > 32 > 08 > 05 > 19 > 11 > 02 > 11 > 33 > 01 > 26 > 09 > 11 > 07 > 17 > 22 > 04,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,10.047764539718628,1111,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,3,40,,,,,,,,,,,,,,,
