experiment,model_name,rank,likelihood,viability,sparcity,similarity,feasibility,delta,cf_num_zeros,result_outcome,source_outcome,target_outcome,cf,fa,run.mask,run.duration,run.duration_sec,run.short_name,run.full_name,run.no,wrapper.type,gen.vocab_len,gen.max_len,gen.feature_len,gen.ft_mode,gen.model,viab.data_distribution,viab.vocab_len,viab.max_len,viab.measure_mask,viab.type,instance.no,iteration.no,row.no,gen.max_iter,gen.num_survivors,gen.sample_size,gen.evo.num_survivors,gen.initiator.type,gen.selector.type,gen.crosser.type,gen.crosser.crossover_rate,gen.mutator.type,gen.mutator.edit_rate,gen.mutator.p_delete,gen.mutator.p_insert,gen.mutator.p_change,gen.mutator.p_transp,gen.mutator.p_none
1,CaseBasedGenerator,3,0.9987496137619019,2.41368510416528,0.5778388278388278,0.7982643475879629,0.038743980893030036,0.998837947845459,1,1,0,1,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 28 > 29 > 27 > 20 > 34,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.171998,0.1719977855682373,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,35,27,21,1,CaseBasedGenerator,486,35,27,1111,ImprovementMeasure,1,15,48,,,,,,,,,,,,,,,
1,CaseBasedGenerator,2,0.9987534284591675,2.4188118047752765,0.5604395604395604,0.8017920259160518,0.05773970757447961,0.9988405108451843,3,1,0,1,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 29 > 27 > 28 > 20 > 34,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.171998,0.1719977855682373,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,35,27,21,1,CaseBasedGenerator,486,35,27,1111,ImprovementMeasure,1,15,49,,,,,,,,,,,,,,,
1,CaseBasedGenerator,1,0.9987515211105347,2.437509996111782,0.5778388278388278,0.8153178646740595,0.045514104055895475,0.9988391995429993,3,1,0,1,33 > 01 > 02 > 03 > 04 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 26 > 27 > 28 > 29 > 20 > 34,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 06 > 05 > 07 > 08 > 09 > 10 > 11 > 12 > 06 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.171998,0.1719977855682373,CBGW_CBG_CBGW_IM,CaseBasedGeneratorWrapper_CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,35,27,21,1,CaseBasedGenerator,486,35,27,1111,ImprovementMeasure,1,15,50,,,,,,,,,,,,,,,
1,RandomGenerator,50,0.9985777139663696,1.5364954811874574,0.1346153846153847,0.40315682806316167,0.0,0.9987232685089111,1,1,0,1,33 > 24 > 06 > 31 > 31 > 33 > 32 > 24 > 04 > 21 > 08 > 30 > 11 > 09 > 32 > 01 > 02 > 24 > 26 > 25 > 28 > 23 > 16 > 34 > 00 > 28 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,1,,,,,,,,,,,,,,,
1,RandomGenerator,49,0.997126042842865,1.5366575457041467,0.1346153846153847,0.4042866335924241,0.0,0.9977555274963379,1,1,0,1,20 > 18 > 01 > 11 > 29 > 16 > 01 > 00 > 27 > 28 > 17 > 18 > 29 > 26 > 02 > 07 > 20 > 13 > 10 > 18 > 30 > 07 > 15 > 04 > 14 > 07 > 26,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,2,,,,,,,,,,,,,,,
1,RandomGenerator,48,0.9725484848022461,1.537573517979191,0.15384615384615385,0.402356915066875,0.0,0.9813704490661621,0,1,0,1,28 > 05 > 04 > 07 > 30 > 02 > 29 > 09 > 26 > 28 > 07 > 24 > 34 > 14 > 23 > 15 > 04 > 12 > 31 > 15 > 33 > 11 > 28 > 27 > 18 > 22 > 29,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,3,,,,,,,,,,,,,,,
1,RandomGenerator,47,0.9944674968719482,1.5379662274675816,0.1346153846153847,0.4073677190728999,0.0,0.9959831237792969,0,1,0,1,33 > 15 > 18 > 21 > 28 > 24 > 03 > 02 > 11 > 24 > 09 > 06 > 18 > 27 > 31 > 12 > 26 > 19 > 24 > 15 > 17 > 01 > 30 > 11 > 01 > 16 > 31,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,4,,,,,,,,,,,,,,,
1,RandomGenerator,46,0.9822019934654236,1.5384411977723143,0.1346153846153847,0.4160196717804341,0.0,0.9878061413764954,1,1,0,1,02 > 27 > 25 > 24 > 04 > 13 > 20 > 08 > 26 > 14 > 06 > 12 > 00 > 07 > 34 > 12 > 17 > 23 > 14 > 03 > 27 > 30 > 32 > 27 > 08 > 05 > 01,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,5,,,,,,,,,,,,,,,
1,RandomGenerator,45,0.9837821125984192,1.5390513646822104,0.15384615384615385,0.39634573617709046,0.0,0.9888594746589661,0,1,0,1,18 > 34 > 03 > 05 > 16 > 16 > 04 > 29 > 05 > 25 > 29 > 23 > 18 > 32 > 03 > 07 > 24 > 02 > 21 > 05 > 07 > 01 > 03 > 13 > 28 > 02 > 27,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,6,,,,,,,,,,,,,,,
1,RandomGenerator,44,0.9961651563644409,1.5393812852987245,0.1346153846153847,0.40765100390904785,0.0,0.997114896774292,2,1,0,1,32 > 08 > 29 > 23 > 05 > 17 > 22 > 07 > 20 > 34 > 27 > 29 > 34 > 08 > 07 > 11 > 34 > 34 > 20 > 30 > 08 > 26 > 00 > 00 > 25 > 13 > 27,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,7,,,,,,,,,,,,,,,
1,RandomGenerator,43,0.9927957653999329,1.540681140971836,0.1346153846153847,0.4111971798298094,0.0,0.9948685765266418,0,1,0,1,18 > 34 > 10 > 05 > 34 > 17 > 06 > 24 > 23 > 25 > 22 > 14 > 26 > 27 > 32 > 22 > 07 > 02 > 15 > 34 > 34 > 13 > 11 > 09 > 11 > 28 > 34,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,8,,,,,,,,,,,,,,,
1,RandomGenerator,42,0.9961434602737427,1.5424848054477343,0.1346153846153847,0.4107690079867379,0.0,0.9971004128456116,1,1,0,1,07 > 33 > 00 > 09 > 13 > 28 > 28 > 01 > 32 > 29 > 34 > 26 > 29 > 15 > 09 > 08 > 13 > 22 > 02 > 03 > 10 > 28 > 03 > 26 > 34 > 29 > 15,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,9,,,,,,,,,,,,,,,
1,RandomGenerator,41,0.9975912570953369,1.5427384810072247,0.1346153846153847,0.4100574459287357,0.0,0.9980656504631042,1,1,0,1,03 > 03 > 33 > 12 > 31 > 11 > 34 > 34 > 16 > 28 > 24 > 24 > 18 > 34 > 04 > 14 > 27 > 09 > 05 > 22 > 34 > 02 > 13 > 24 > 00 > 26 > 29,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,10,,,,,,,,,,,,,,,
1,RandomGenerator,40,0.9977560639381409,1.5430304894912539,0.1346153846153847,0.41023966265708867,0.0,0.9981754422187805,1,1,0,1,30 > 23 > 26 > 30 > 11 > 08 > 21 > 11 > 16 > 10 > 15 > 24 > 00 > 26 > 05 > 23 > 25 > 14 > 29 > 34 > 33 > 03 > 15 > 29 > 10 > 28 > 10,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,11,,,,,,,,,,,,,,,
1,RandomGenerator,39,0.9643125534057617,1.5442318089728533,0.15384615384615385,0.414505807123312,0.0,0.9758798480033875,2,1,0,1,27 > 28 > 34 > 20 > 29 > 01 > 07 > 00 > 02 > 01 > 11 > 03 > 33 > 20 > 10 > 33 > 07 > 29 > 33 > 14 > 03 > 00 > 17 > 06 > 18 > 14 > 29,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,12,,,,,,,,,,,,,,,
1,RandomGenerator,38,0.9882547855377197,1.5448894403022528,0.1346153846153847,0.4184327394637235,0.0,0.9918413162231445,0,1,0,1,05 > 01 > 20 > 18 > 15 > 06 > 25 > 33 > 11 > 04 > 19 > 08 > 12 > 21 > 08 > 31 > 04 > 01 > 07 > 03 > 04 > 04 > 10 > 22 > 06 > 06 > 26,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,13,,,,,,,,,,,,,,,
1,RandomGenerator,37,0.9876660108566284,1.5465846689193805,0.1346153846153847,0.42052046466669724,0.0,0.9914488196372986,0,1,0,1,02 > 29 > 03 > 04 > 03 > 30 > 30 > 24 > 22 > 31 > 32 > 23 > 05 > 10 > 04 > 33 > 16 > 15 > 05 > 33 > 25 > 27 > 25 > 22 > 05 > 18 > 28,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,14,,,,,,,,,,,,,,,
1,RandomGenerator,36,0.998439371585846,1.5475817781036092,0.1346153846153847,0.4143353929694257,0.0,0.9986310005187988,0,1,0,1,11 > 33 > 28 > 06 > 31 > 23 > 32 > 14 > 06 > 23 > 19 > 27 > 10 > 33 > 19 > 05 > 11 > 10 > 26 > 31 > 24 > 27 > 24 > 31 > 08 > 27 > 15,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,15,,,,,,,,,,,,,,,
1,RandomGenerator,35,0.9904554486274719,1.5493275175899268,0.15384615384615385,0.40217299839877174,0.0,0.9933083653450012,0,1,0,1,08 > 12 > 33 > 28 > 32 > 03 > 03 > 11 > 03 > 19 > 25 > 30 > 26 > 14 > 06 > 01 > 01 > 13 > 25 > 24 > 01 > 23 > 28 > 16 > 11 > 21 > 27,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,16,,,,,,,,,,,,,,,
1,RandomGenerator,34,0.9971131086349487,1.550057725373044,0.15384615384615385,0.3984646867040449,0.0,0.9977468848228455,1,1,0,1,07 > 01 > 11 > 12 > 01 > 06 > 06 > 04 > 25 > 24 > 04 > 13 > 07 > 30 > 22 > 28 > 21 > 32 > 02 > 07 > 01 > 03 > 28 > 05 > 13 > 00 > 26,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,17,,,,,,,,,,,,,,,
1,RandomGenerator,33,0.9930481314659119,1.5507464869636123,0.15384615384615385,0.4018634330739709,0.0,0.9950369000434875,1,1,0,1,14 > 04 > 24 > 05 > 00 > 29 > 31 > 19 > 30 > 03 > 08 > 33 > 28 > 12 > 30 > 08 > 11 > 20 > 21 > 02 > 22 > 29 > 14 > 01 > 25 > 22 > 27,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,18,,,,,,,,,,,,,,,
1,RandomGenerator,32,0.9987126588821411,1.5530128858793304,0.15384615384615385,0.40035352011529934,0.0,0.9988132119178772,1,1,0,1,16 > 00 > 12 > 05 > 02 > 18 > 08 > 29 > 01 > 32 > 18 > 16 > 11 > 19 > 06 > 31 > 27 > 14 > 31 > 25 > 15 > 22 > 20 > 34 > 16 > 15 > 01,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,19,,,,,,,,,,,,,,,
1,RandomGenerator,31,0.9718471169471741,1.5530635139071627,0.15384615384615385,0.41831450943310966,0.0,0.9809028506278992,0,1,0,1,23 > 33 > 04 > 21 > 11 > 11 > 04 > 05 > 30 > 07 > 16 > 10 > 22 > 25 > 24 > 30 > 09 > 18 > 30 > 33 > 17 > 31 > 10 > 29 > 32 > 02 > 29,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,20,,,,,,,,,,,,,,,
1,RandomGenerator,30,0.9821527600288391,1.5531060544905682,0.15384615384615385,0.41148666103183495,0.0,0.9877732396125793,2,1,0,1,19 > 09 > 08 > 03 > 10 > 28 > 06 > 22 > 32 > 14 > 34 > 00 > 22 > 27 > 07 > 33 > 23 > 07 > 14 > 00 > 12 > 09 > 26 > 23 > 26 > 05 > 10,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,21,,,,,,,,,,,,,,,
1,RandomGenerator,29,0.9964963793754578,1.5534240495170644,0.15384615384615385,0.4022421636877257,0.0,0.9973357319831848,2,1,0,1,05 > 18 > 23 > 02 > 23 > 10 > 00 > 06 > 10 > 20 > 30 > 27 > 07 > 00 > 05 > 09 > 10 > 03 > 20 > 04 > 31 > 18 > 26 > 01 > 11 > 09 > 28,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,22,,,,,,,,,,,,,,,
1,RandomGenerator,28,0.9931722283363342,1.553519185938801,0.15384615384615385,0.404553460406856,0.0,0.995119571685791,0,1,0,1,13 > 02 > 33 > 34 > 18 > 32 > 28 > 02 > 03 > 23 > 03 > 14 > 28 > 15 > 06 > 04 > 18 > 33 > 02 > 06 > 30 > 08 > 32 > 28 > 13 > 30 > 26,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,23,,,,,,,,,,,,,,,
1,RandomGenerator,27,0.9912325739860535,1.553543968046594,0.15384615384615385,0.40587124607376157,0.0,0.9938265681266785,0,1,0,1,03 > 21 > 01 > 02 > 05 > 21 > 31 > 31 > 23 > 08 > 25 > 08 > 10 > 04 > 07 > 26 > 21 > 17 > 15 > 05 > 30 > 28 > 08 > 19 > 11 > 29 > 18,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,24,,,,,,,,,,,,,,,
1,RandomGenerator,26,0.9893829226493835,1.5536933434973421,0.15384615384615385,0.40725372241562297,0.0,0.9925934672355652,0,1,0,1,25 > 24 > 05 > 11 > 05 > 20 > 20 > 08 > 27 > 12 > 09 > 06 > 30 > 06 > 21 > 11 > 20 > 21 > 16 > 28 > 25 > 13 > 33 > 32 > 18 > 11 > 28,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,25,,,,,,,,,,,,,,,
1,RandomGenerator,25,0.9985660910606384,1.5542966199239487,0.15384615384615385,0.4017348865680598,0.0,0.9987155795097351,1,1,0,1,17 > 01 > 07 > 04 > 12 > 00 > 03 > 03 > 07 > 08 > 01 > 12 > 01 > 22 > 32 > 29 > 08 > 15 > 25 > 01 > 18 > 02 > 11 > 20 > 05 > 16 > 20,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,26,,,,,,,,,,,,,,,
1,RandomGenerator,24,0.998052716255188,1.5549157484027494,0.1346153846153847,0.42192709375257464,0.0,0.99837327003479,0,1,0,1,20 > 28 > 18 > 28 > 18 > 09 > 23 > 20 > 06 > 16 > 10 > 02 > 09 > 13 > 13 > 11 > 19 > 23 > 17 > 15 > 24 > 27 > 30 > 09 > 10 > 10 > 27,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,27,,,,,,,,,,,,,,,
1,RandomGenerator,23,0.9934559464454651,1.5570125892595033,0.15384615384615385,0.40785773818968596,0.0,0.9953086972236633,1,1,0,1,28 > 00 > 04 > 07 > 06 > 26 > 30 > 08 > 23 > 22 > 01 > 01 > 09 > 23 > 02 > 01 > 07 > 30 > 21 > 27 > 22 > 09 > 12 > 28 > 18 > 25 > 28,33 > 01 > 02 > 03 > 04 > 05 > 06 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 24 > 25 > 14 > 34,1111,0:00:00.167157,0.16715669631958008,RGW_RG_RGW_IM,RandomGeneratorWrapper_RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,RandomGeneratorWrapper,35,27,21,1,RandomGenerator,486,35,27,1111,ImprovementMeasure,1,1,28,,,,,,,,,,,,,,,
