run,iteration.duration,iteration.duration_s,iteration.no,row.no,row.num_cycle,row.n_population,row.n_selection,row.n_offspring,row.n_mutated,row.n_survivors,row.mutsum.DELETE,row.mutsum.INSERT,row.mutsum.CHANGE,row.mutsum.TRANSP,row.mutsum.NONE,row.avg_zeros,row.avg_survivors_fitness,row.median_survivors_fitness,row.max_survivors_fitness
1,0:04:08.857908,248.8579080104828,2,1,0,100,25,200,200,25,1,60,62,59,18,0.019259259259259257,1.0182958832127529,1.0148718531550909,1.0831252407273224
1,0:04:08.857908,248.8579080104828,2,2,1,25,25,200,200,25,1,54,67,64,14,0.007407407407407407,1.0410080069720522,1.035821611988587,1.0831252407273224
1,0:04:08.857908,248.8579080104828,2,3,2,25,25,200,200,25,2,55,65,60,18,0.007407407407407407,1.0672108662037019,1.0653793308965183,1.1062378008064395
1,0:04:08.857908,248.8579080104828,2,4,3,25,25,200,200,25,3,57,59,67,14,0.025185185185185182,1.11503755211677,1.1062378008064395,1.1677378326321657
1,0:04:08.857908,248.8579080104828,2,5,4,25,25,200,200,25,2,60,62,59,17,0.06962962962962964,1.178081621860065,1.1721316552036956,1.2344349786637259
1,0:04:08.857908,248.8579080104828,2,6,5,25,25,200,200,25,2,64,65,53,16,0.1037037037037037,1.2130680772895646,1.2120995882508638,1.2472722361698203
1,0:04:08.857908,248.8579080104828,2,7,6,25,25,200,200,25,2,64,65,58,11,0.12,1.233148013925705,1.2297003331975715,1.2585040131081098
1,0:04:08.857908,248.8579080104828,2,8,7,25,25,200,200,25,3,76,51,52,18,0.16296296296296295,1.2992609203711476,1.293768974912193,1.3277967477717008
1,0:04:08.857908,248.8579080104828,2,9,8,25,25,200,200,25,3,56,63,63,15,0.19407407407407404,1.3289975793893987,1.3240643344415823,1.3662782636506852
1,0:04:08.857908,248.8579080104828,2,10,9,25,25,200,200,25,0,60,57,65,18,0.2074074074074074,1.3474011932872936,1.3430128050243764,1.3888087976908872
1,0:04:08.857908,248.8579080104828,2,11,10,25,25,200,200,25,5,52,70,55,18,0.2459259259259259,1.3720975446849104,1.3658905380394484,1.434399950545894
1,0:04:08.857908,248.8579080104828,2,12,11,25,25,200,200,25,0,56,77,52,15,0.2577777777777778,1.4128253213919266,1.4088854445842074,1.451404706463773
1,0:04:08.857908,248.8579080104828,2,13,12,25,25,200,200,25,1,61,61,63,14,0.30370370370370364,1.4595146825383294,1.452021943448448,1.5186301583260788
1,0:04:08.857908,248.8579080104828,2,14,13,25,25,200,200,25,2,64,66,48,20,0.3348148148148148,1.5112573322999128,1.5062650505929978,1.5441388234161613
1,0:04:08.857908,248.8579080104828,2,15,14,25,25,200,200,25,1,50,73,54,22,0.32888888888888884,1.5129666113785152,1.508704021571217,1.5441388234161613
1,0:04:08.857908,248.8579080104828,2,16,15,25,25,200,200,25,2,55,65,57,21,0.3896296296296296,1.5303950058177767,1.5266366433612508,1.57835410619351
1,0:04:08.857908,248.8579080104828,2,17,16,25,25,200,200,25,4,60,60,64,12,0.5022222222222221,1.5557041938350196,1.547959630376785,1.5876646331619988
1,0:04:08.857908,248.8579080104828,2,18,17,25,25,200,200,25,1,59,53,68,19,0.5688888888888889,1.5734397962685833,1.5730756467145832,1.5876646331619988
1,0:04:08.857908,248.8579080104828,2,19,18,25,25,200,200,25,2,48,65,64,21,0.5940740740740741,1.5826828650756233,1.580489660517283,1.5951644414280353
1,0:04:08.857908,248.8579080104828,2,20,19,25,25,200,200,25,1,60,64,58,17,0.602962962962963,1.617005508692555,1.6154594460503187,1.643556630630932
1,0:04:08.857908,248.8579080104828,2,21,20,25,25,200,200,25,1,58,57,63,21,0.5970370370370371,1.621892937991037,1.6203945247616751,1.643556630630932
