run,instance.duration_sec,instance.short_name,instance.full_name,instance.no,iteration.mean_num_zeros,iteration.mean_num_zeros_not_adjusted,iteration.mean_sparcity,iteration.mean_similarity,iteration.mean_feasibility,iteration.mean_delta,iteration.mean_viability,iteration.min_sparcity,iteration.min_similarity,iteration.min_feasibility,iteration.min_delta,iteration.min_viability,iteration.max_sparcity,iteration.max_similarity,iteration.max_feasibility,iteration.max_delta,iteration.max_viability,iteration.median_sparcity,iteration.median_similarity,iteration.median_feasibility,iteration.median_delta,iteration.median_viability,iteration.no,row.no,row.quick_fix
1,1.4798557758331299,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,1,0.029074074074074075,0.029074074074074075,0.1325961538461539,0.3201218160333656,0.0,0.8874822871387005,1.3402002570182199,0.09615384615384626,0.28557880765690546,0.0,0.1403241902589798,0.6104325543277528,0.1923076923076923,0.3691871839151417,0.0,0.9988439083099365,1.549974772254373,0.1346153846153847,0.3184705906185835,0.0,0.9982246160507202,1.431425506284032,1,1,True
1,1.438922643661499,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,2,0.02851851851851852,0.02851851851851852,0.14528846153846156,0.3754730421929582,0.0,0.8672330764867365,1.3879945802181561,0.09615384615384626,0.32240246776329384,0.0,0.0577726773917675,0.5774656247932337,0.23076923076923084,0.4367600820724632,0.0,0.9988438487052917,1.6272036391148053,0.15384615384615385,0.3752989006802072,0.0,0.9983792304992676,1.5042204354859448,1,1,True
1,1.557898998260498,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,3,0.026296296296296297,0.026296296296296297,0.14817307692307696,0.37355861962516534,0.0,0.8503543541813269,1.3720860507295691,0.09615384615384626,0.33688388933749036,0.0,0.0052701630629599094,0.5128536027008374,0.23076923076923084,0.44298448369600285,0.0,0.9988436698913574,1.6530781882497538,0.15384615384615385,0.37217403539336047,0.0,0.9983981549739838,1.5016794128265247,1,1,True
1,1.4768774509429932,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,4,0.029074074074074075,0.029074074074074075,0.1793269230769231,0.37694883944141344,0.0,0.856084052156657,1.4123598146749936,0.1346153846153847,0.337925377600905,0.0,0.057109516113996506,0.5950807100173962,0.23076923076923084,0.41762911683811077,0.0,0.9988411068916321,1.643406059672512,0.17307692307692313,0.37529715123231033,0.0,0.9984080195426941,1.53541950094036,1,1,True
1,1.3468396663665771,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,5,0.029814814814814815,0.029814814814814815,0.13528846153846158,0.34759000837976756,0.0,0.8646454572118819,1.3475239271301112,0.09615384615384626,0.31493312176503596,0.0,0.04783483222126961,0.5250356567735909,0.21153846153846156,0.3874651855265323,0.0,0.998842179775238,1.5717995672765825,0.1346153846153847,0.3463295584166876,0.0,0.998352587223053,1.4650378634711159,1,1,True
1,1.4750003814697266,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,6,0.027407407407407408,0.027407407407407408,0.1320192307692308,0.36568165808144476,0.0,0.47979305356740953,0.9774939424180852,0.07692307692307687,0.32557408349088746,0.0,0.33332911133766174,0.7363702833444911,0.21153846153846156,0.4180441103744891,0.0,0.9988300204277039,1.5890529906962851,0.1346153846153847,0.3637166102477603,0.0,0.33391156792640686,0.8448770836858328,1,1,True
1,1.4205520153045654,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,7,0.028333333333333332,0.028333333333333332,0.12326923076923084,0.35411058332523354,0.0,0.46575440764427184,0.9431342217387362,0.07692307692307687,0.31816729594516535,0.0,0.33333277702331543,0.7306292668063068,0.1923076923076923,0.41405249941291244,0.0,0.9988155364990234,1.537730498764168,0.11538461538461553,0.35270980772251515,0.0,0.33418332040309906,0.8240111659723137,1,1,True
1,1.5288784503936768,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,8,0.02925925925925926,0.02925925925925926,0.24067307692307696,0.43708326181444307,0.0,0.46043310210108757,1.1381894408386075,0.1923076923076923,0.4026276684345975,0.0,0.3333229124546051,0.9309122628765465,0.3076923076923077,0.47460552667038247,0.0,0.9988335967063904,1.736662973328969,0.23076923076923084,0.4363361578056116,0.0,0.333700031042099,1.0243548772601767,1,1,True
1,1.6106021404266357,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,9,0.03,0.03,0.24596153846153845,0.49836317308645833,0.0,0.4431114600598812,1.187436171607878,0.1923076923076923,0.46114951543392313,0.0,0.3333263695240021,0.986847801270363,0.32692307692307687,0.5398047655015719,0.0,0.9988114237785339,1.817520778603003,0.25,0.4978978879789381,0.0,0.3336205929517746,1.0908881155842074,1,1,True
1,1.539778709411621,RG_RGW_IM,RandomGenerator_RandomGeneratorWrapper_ImprovementMeasure,10,0.028703703703703703,0.028703703703703703,0.20653846153846162,0.42825017441808344,0.0,0.45345560878515245,1.0882442447416973,0.15384615384615385,0.37597848824874114,0.0,0.3333287537097931,0.8803193466820036,0.2692307692307693,0.4793083345074196,0.0,0.9988424181938171,1.6901094319618037,0.21153846153846156,0.4268401023504381,0.0,0.3339177370071411,0.9866119180652086,1,1,True
