run,instance.duration,instance.duration_s,instance.no,iteration.mean_num_zeros,iteration.mean_num_zeros_not_adjusted,iteration.mean_sparcity,iteration.mean_similarity,iteration.mean_feasibility,iteration.mean_delta,iteration.mean_viability,iteration.min_sparcity,iteration.min_similarity,iteration.min_feasibility,iteration.min_delta,iteration.min_viability,iteration.max_sparcity,iteration.max_similarity,iteration.max_feasibility,iteration.max_delta,iteration.max_viability,iteration.median_sparcity,iteration.median_similarity,iteration.median_feasibility,iteration.median_delta,iteration.median_viability,iteration.no,row.no,row.quick_fix
1,0:00:02.180517,2.1805174350738525,1,0.030185185185185183,0.030185185185185186,0.13096153846153852,0.3664342995214696,0.0,0.4431284475326538,0.9405242855156619,0.07692307692307687,0.3330708470724737,0.0,0.33333101868629456,0.7434145880675873,0.1923076923076923,0.41623053766090345,0.0,0.9988024830818176,1.5879533028131745,0.1346153846153847,0.3647830310119673,0.0,0.3339744210243225,0.844981300525105,1,1,True
1,0:00:01.920000,1.9200003147125244,2,0.026296296296296297,0.026296296296296297,0.1327884615384616,0.3097963698568381,0.0,0.8724136610329151,1.3149984924282148,0.07692307692307687,0.27366327315380257,0.0,0.16644184291362762,0.5571530637035045,0.21153846153846156,0.35861101516704375,0.0,0.9988446831703186,1.5568702840378785,0.1346153846153847,0.30998095663899744,0.0,0.9984346330165863,1.4246482833744496,1,1,True
1,0:00:01.742998,1.7429983615875244,3,0.029629629629629627,0.02962962962962963,0.14682692307692313,0.3506981548070204,0.0,0.8399431755580008,1.3374682534419444,0.09615384615384626,0.3056731037825303,0.0,0.022474845871329308,0.5185682201506762,0.21153846153846156,0.3919976748458923,0.0,0.9988433718681335,1.5784363801612415,0.15384615384615385,0.349624731061823,0.0,0.9981901049613953,1.4714331858467,1,1,True
1,0:00:01.462315,1.462315320968628,4,0.02851851851851852,0.02851851851851852,0.12076923076923084,0.35122109161502363,0.0,0.4732298995554447,0.9452202219396993,0.07692307692307687,0.31634901383834646,0.0,0.33333221077919006,0.7323914381956774,0.1923076923076923,0.38871988887817965,0.0,0.9988365173339844,1.509696519815408,0.11538461538461553,0.3504853170488913,0.0,0.334089994430542,0.8266388656002481,1,1,True
1,0:00:01.818677,1.8186771869659424,5,0.032962962962962965,0.032962962962962965,0.2443269230769231,0.43418149841063763,0.0,0.47499782279133795,1.1535062442788986,0.1923076923076923,0.3965067508544937,0.0,0.333322674036026,0.9414597967912249,0.32692307692307687,0.4787288461790782,0.0,0.9988215565681458,1.7304832133792574,0.25,0.4331933088094005,0.0,0.3337629735469818,1.02820645097357,1,1,True
1,0:00:01.883000,1.883000135421753,6,0.029999999999999995,0.03,0.24403846153846157,0.502135426056256,0.0,0.44045150861144067,1.1866253962061584,0.1923076923076923,0.4605094875866056,0.0,0.3333265781402588,0.9961953105522499,0.32692307692307687,0.5678903565969162,0.0,0.998837947845459,1.8055515882007116,0.25,0.5004536534702455,0.0,0.3337385207414627,1.0892985198140728,1,1,True
1,0:00:01.627674,1.627673625946045,7,0.026851851851851852,0.026851851851851852,0.1459615384615385,0.34867513474671713,0.0,0.9158625380694866,1.4104992112777424,0.09615384615384626,0.3107058100595703,0.0,0.12168669700622559,0.6337487633031927,0.21153846153846156,0.3965695868395094,0.0,0.9988455772399902,1.6067681359634203,0.14423076923076927,0.3487427336164241,0.0,0.9985844194889069,1.4794003528871742,1,1,True
1,0:00:01.690004,1.6900038719177246,8,0.03,0.03,0.2095192307692308,0.42535152531780385,0.0,0.45838826298713686,1.0932590190741716,0.17307692307692313,0.38625916767852886,0.0,0.33332979679107666,0.8928993928603204,0.28846153846153844,0.48005762178823574,0.0,0.9987733960151672,1.7098943265865687,0.21153846153846156,0.4250798164905658,0.0,0.33388620615005493,0.982789593761201,1,1,True
1,0:00:01.661034,1.661034107208252,9,0.029074074074074075,0.029074074074074075,0.2311538461538462,0.44525182402159785,0.0,0.45055928468704226,1.1269649548624863,0.17307692307692313,0.4141438876185566,0.0,0.3333290219306946,0.9352577090743739,0.28846153846153844,0.493232478071032,0.0,0.9988167881965637,1.7471180821597159,0.23076923076923084,0.44367094675310625,0.0,0.33383212983608246,1.0166787304084806,1,1,True
1,0:00:01.692767,1.6927669048309326,10,0.028703703703703703,0.028703703703703703,0.20538461538461544,0.4290608317839102,0.0,0.42519046425819396,1.0596359114267195,0.15384615384615385,0.38792676684936345,0.0,0.33332881331443787,0.8753349669849613,0.2692307692307693,0.48465735608327776,0.0,0.9987955093383789,1.7173782389329082,0.21153846153846156,0.4283478025035202,0.0,0.33369842171669006,0.9803815680051918,1,1,True
1,0:00:01.841170,1.841170072555542,11,0.029444444444444443,0.029444444444444443,0.12730769230769237,0.3495469841067407,0.0,0.4279970107972622,0.9048516872116953,0.07692307692307687,0.307942825989992,0.0,0.33333149552345276,0.7207422485475293,0.21153846153846156,0.39812269371035325,0.0,0.9988474249839783,1.5951433115255176,0.1346153846153847,0.3492194156563484,0.0,0.3337690085172653,0.8284403662407578,1,1,True
1,0:00:01.943965,1.9439654350280762,12,0.028333333333333335,0.028333333333333332,0.27721153846153845,0.4854079613044176,0.0,0.4392090858519077,1.2018285856178637,0.21153846153846156,0.4489066406650779,0.0,0.3333336114883423,1.0184835177847376,0.32692307692307687,0.5240962131782585,0.0,0.9988428950309753,1.8314592719151759,0.2692307692307693,0.4858183634389037,0.0,0.3337768316268921,1.1119700667680232,1,1,True
1,0:00:01.693871,1.6938714981079102,13,0.028888888888888884,0.028888888888888888,0.12173076923076931,0.40828405497635417,0.0,0.45718693509697916,0.9872017593041026,0.07692307692307687,0.3731282599891913,0.0,0.33332890272140503,0.7841710144559083,0.1923076923076923,0.444693529931783,0.0,0.9987711310386658,1.5864568274412765,0.11538461538461553,0.4082402613890833,0.0,0.3337912857532501,0.8791651527864308,1,1,True
1,0:00:01.752173,1.7521727085113525,14,0.030185185185185186,0.030185185185185186,0.27721153846153845,0.46994118086246445,0.0,0.4590077255666256,1.2061604448906287,0.23076923076923084,0.42766062410306194,0.0,0.33332574367523193,0.9948328671479886,0.32692307692307687,0.5101382618628213,0.0,0.9988181591033936,1.8039370130316903,0.2692307692307693,0.4689564998999406,0.0,0.33383290469646454,1.0915498821655816,1,1,True
1,0:00:01.684129,1.684128761291504,15,0.03185185185185185,0.03185185185185185,0.20605769230769236,0.43516823465269083,0.0,0.4519240069389343,1.0931499338993176,0.15384615384615385,0.39526016583546375,0.0,0.3333294093608856,0.8830130596317977,0.2692307692307693,0.4852064318599687,0.0,0.9988362193107605,1.699381931399525,0.21153846153846156,0.43317825896058926,0.0,0.33374661207199097,0.9817693137178918,1,1,True
