run,instance.duration,instance.duration_s,instance.no,iteration.n_results,iteration.avg_viability,iteration.median_viability,iteration.max_viability,iteration.min_viability,iteration.no,row.no,row.factual_outcome,row.target_outcome,row.predicted_outcome,row.prediction_score,row.similarity,row.sparcity,row.dllh,row.delta,row.viability,row.events
1,0:01:54.260118,114.26011776924133,1,5076,1.7600678588346663,1.6284519448636852,2.3422965670768745,1.1933965608360837,1,1,False,True,True,0.9807336330413818,0.6743022591599931,0.47619047619047616,0.0,0.9869649410247803,2.1374576763752495,[ 0.  0.  0.  0.  0.  0.  0. 22.  0.  1. 33.  0.  1.  5.  8.  7.  0. 24. 10. 11. 13. 14.  5.  6. 28. 33. 29.]
1,0:01:54.260118,114.26011776924133,1,5076,1.7600678588346663,1.6284519448636852,2.3422965670768745,1.1933965608360837,1,2,False,True,False,0.1552426666021347,0.67695960461472,0.49633699633699635,0.0,0.43663763999938965,1.6099342409511062,[ 0. 33.  1.  0.  0.  4.  0.  2.  8.  0. 33.  0. 11.  2.  4.  5.  7.  9.  8. 13. 10. 11.  5.  0. 13. 25.  0.]
1,0:01:54.260118,114.26011776924133,1,5076,1.7600678588346663,1.6284519448636852,2.3422965670768745,1.1933965608360837,1,3,False,True,True,0.9945849776268005,0.6614327857788957,0.44688644688644685,0.0,0.9961991310119629,2.1045183636773057,[ 0.  0.  0.  0.  0. 10.  0.  0.  0.  3.  0. 33.  3. 10.  8. 33.  1. 11. 21. 17.  5. 12. 28. 14. 23. 14. 28.]
1,0:01:54.260118,114.26011776924133,1,5076,1.7600678588346663,1.6284519448636852,2.3422965670768745,1.1933965608360837,1,4,False,True,True,0.9946362376213074,0.6577048936421136,0.41941391941391937,0.0,0.9962332844734192,2.073352097529452,[ 0.  0.  0. 19.  0.  0.  0.  0.  0. 14.  5. 10.  4.  9.  3. 11.  9.  6. 11. 12. 33. 14. 24. 17. 13. 14. 29.]
1,0:01:54.260118,114.26011776924133,1,5076,1.7600678588346663,1.6284519448636852,2.3422965670768745,1.1933965608360837,1,5,False,True,False,0.0002874492492992431,0.6494221417427026,0.43864468864468864,0.0,0.33333417773246765,1.421401008119859,[ 0.  0.  0.  0.  0.  0. 14.  0.  0.  2. 33.  5. 13. 11.  8.  8. 13.  9.  3.  6. 13. 14.  5. 25. 13. 20. 34.]
1,0:01:54.260118,114.26011776924133,1,5076,1.7600678588346663,1.6284519448636852,2.3422965670768745,1.1933965608360837,1,6,False,True,True,0.9964597821235657,0.6781241689980569,0.48901098901098905,0.0,0.9974491000175476,2.1645842580265935,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  9.  3.  0.  7.  1.  8.  8.  9.  7. 25. 14. 13. 33. 28. 29.]
1,0:01:54.260118,114.26011776924133,1,5076,1.7600678588346663,1.6284519448636852,2.3422965670768745,1.1933965608360837,1,7,False,True,True,0.9968904852867126,0.6707647609310018,0.4578754578754579,0.0,0.9977361559867859,2.126376374793246,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 22.  3.  0. 33.  7.  1.  1.  2. 31.  5. 14. 18.  6. 13. 25. 27. 26.]
1,0:01:54.260118,114.26011776924133,1,5076,1.7600678588346663,1.6284519448636852,2.3422965670768745,1.1933965608360837,1,8,False,True,True,0.9947092533111572,0.6940915264767072,0.4945054945054945,0.0,0.9962820410728455,2.1848790620550473,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  6. 22.  0.  1.  2. 10.  9. 12.  6. 13.  6. 32. 32. 16. 14. 25. 24. 26.]
1,0:01:54.260118,114.26011776924133,1,5076,1.7600678588346663,1.6284519448636852,2.3422965670768745,1.1933965608360837,1,9,False,True,False,0.06984294205904007,0.7225507901332674,0.5457875457875458,0.0,0.37970447540283203,1.6480428113236454,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  7. 11. 13.  9.  5. 14. 14. 20. 33. 14. 14.]
1,0:01:54.260118,114.26011776924133,1,5076,1.7600678588346663,1.6284519448636852,2.3422965670768745,1.1933965608360837,1,10,False,True,False,0.0002862997353076935,0.7139348321402179,0.5402930402930404,0.0,0.33333340287208557,1.5875612753053439,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 33.  1. 17.  6.  4.  5.  7.  9. 10. 26. 12. 13. 28. 14. 34.]
