run,instance.duration,instance.duration_s,instance.no,iteration.n_results,iteration.avg_viability,iteration.median_viability,iteration.max_viability,iteration.min_viability,iteration.no,row.no,row.factual_outcome,row.target_outcome,row.predicted_outcome,row.prediction_score,row.similarity,row.sparcity,row.dllh,row.delta,row.viability,row.events
1,0:01:54.511718,114.51171803474426,1,500,2.3666930415527614,2.3647262802705438,2.402390636064367,2.327957003166543,1,1,False,True,True,0.9946373105049133,0.7223953924895983,0.6428571428571428,0.0,0.996234118938446,2.361486654285187,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 33.  1.  2.  3.  4.  5.  7.  9. 10. 11. 12. 13. 14. 24. 29.]
1,0:01:54.511718,114.51171803474426,1,500,2.3666930415527614,2.3647262802705438,2.402390636064367,2.327957003166543,1,2,False,True,True,0.9946373105049133,0.7223953924895983,0.6428571428571428,0.0,0.996234118938446,2.361486654285187,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 33.  1.  2.  3.  4.  5.  7.  9. 10. 11. 12. 13. 14. 24. 29.]
1,0:01:54.511718,114.51171803474426,1,500,2.3666930415527614,2.3647262802705438,2.402390636064367,2.327957003166543,1,3,False,True,True,0.9946373105049133,0.7223953924895983,0.6428571428571428,0.0,0.996234118938446,2.361486654285187,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 33.  1.  2.  3.  4.  5.  7.  9. 10. 11. 12. 13. 14. 24. 29.]
1,0:01:54.511718,114.51171803474426,1,500,2.3666930415527614,2.3647262802705438,2.402390636064367,2.327957003166543,1,4,False,True,True,0.994640588760376,0.7139574427337276,0.641025641025641,0.0,0.996236264705658,2.3512193484650266,[ 0.  0.  0.  0.  0.  0.  0.  0.  0. 33.  1.  2.  3.  4.  5.  7.  8. 10. 11. 12.  6. 13. 14. 13. 14. 15. 29.]
1,0:01:54.511718,114.51171803474426,1,500,2.3666930415527614,2.3647262802705438,2.402390636064367,2.327957003166543,1,5,False,True,True,0.9946432113647461,0.7060244788574812,0.6593406593406594,0.0,0.9962379932403564,2.361603131438497,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  2.  3.  4.  5.  7.  9. 10. 11. 12.  6. 13. 14. 13. 13. 14. 29.]
1,0:01:54.511718,114.51171803474426,1,500,2.3666930415527614,2.3647262802705438,2.402390636064367,2.327957003166543,1,6,False,True,True,0.9946404099464417,0.7192184961362078,0.6401098901098902,0.0,0.9962361454963684,2.3555645317424663,[ 0.  0.  0.  0.  0.  0.  0.  0.  0. 33.  1.  2.  3.  4.  5.  7. 21. 10. 11. 12.  6. 13. 14. 14. 13. 14. 29.]
1,0:01:54.511718,114.51171803474426,1,500,2.3666930415527614,2.3647262802705438,2.402390636064367,2.327957003166543,1,7,False,True,True,0.9946436882019043,0.7125302382719698,0.6529304029304029,0.0,0.9962382912635803,2.361698932465953,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 33.  1.  2.  3.  4.  5.  7. 10. 11. 12.  6. 14. 13. 14. 29.]
1,0:01:54.511718,114.51171803474426,1,500,2.3666930415527614,2.3647262802705438,2.402390636064367,2.327957003166543,1,8,False,True,True,0.9946436882019043,0.7125302382719698,0.6529304029304029,0.0,0.9962382912635803,2.361698932465953,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 33.  1.  2.  3.  4.  5.  7. 10. 11. 12.  6. 14. 13. 14. 29.]
1,0:01:54.511718,114.51171803474426,1,500,2.3666930415527614,2.3647262802705438,2.402390636064367,2.327957003166543,1,9,False,True,True,0.9946436882019043,0.7125302382719698,0.6529304029304029,0.0,0.9962382912635803,2.361698932465953,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 33.  1.  2.  3.  4.  5.  7. 10. 11. 12.  6. 14. 13. 14. 29.]
1,0:01:54.511718,114.51171803474426,1,500,2.3666930415527614,2.3647262802705438,2.402390636064367,2.327957003166543,1,10,False,True,True,0.9946395754814148,0.717198208849986,0.6483516483516483,0.0,0.9962355494499207,2.361785406651555,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. 33.  2.  3.  4.  5. 11. 12.  6. 13. 14. 14. 13. 14. 29.]
1,0:01:54.511718,114.51171803474426,1,500,2.3666930415527614,2.3647262802705438,2.402390636064367,2.327957003166543,1,11,False,True,True,0.9946395754814148,0.717198208849986,0.6483516483516483,0.0,0.9962355494499207,2.361785406651555,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 33.  1.  2.  3.  4.  5. 11. 12.  6. 13. 14. 14. 13. 14. 29.]
1,0:01:54.511718,114.51171803474426,1,500,2.3666930415527614,2.3647262802705438,2.402390636064367,2.327957003166543,1,12,False,True,True,0.9946432113647461,0.717198208849986,0.6483516483516483,0.0,0.9962379932403564,2.3617878504419907,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 33.  1.  2.  3.  4.  5. 11. 12.  6. 13. 14. 14. 13. 14. 29.]
1,0:01:54.511718,114.51171803474426,1,500,2.3666930415527614,2.3647262802705438,2.402390636064367,2.327957003166543,1,13,False,True,True,0.9946432113647461,0.717198208849986,0.6483516483516483,0.0,0.9962379932403564,2.3617878504419907,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. 33.  2.  3.  4.  5. 11. 12.  6. 13. 14. 14. 13. 14. 29.]
1,0:01:54.511718,114.51171803474426,1,500,2.3666930415527614,2.3647262802705438,2.402390636064367,2.327957003166543,1,14,False,True,True,0.9946432113647461,0.717198208849986,0.6483516483516483,0.0,0.9962379932403564,2.3617878504419907,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 33.  1.  2.  3.  4.  5. 11. 12.  6. 13. 14. 14. 13. 14. 29.]
1,0:01:54.511718,114.51171803474426,1,500,2.3666930415527614,2.3647262802705438,2.402390636064367,2.327957003166543,1,15,False,True,True,0.9946432113647461,0.717198208849986,0.6483516483516483,0.0,0.9962379932403564,2.3617878504419907,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 33.  1.  2.  3.  4.  5. 11. 12.  6. 13. 14. 14. 13. 14. 29.]
1,0:01:54.511718,114.51171803474426,1,500,2.3666930415527614,2.3647262802705438,2.402390636064367,2.327957003166543,1,16,False,True,True,0.9946432113647461,0.717198208849986,0.6483516483516483,0.0,0.9962379932403564,2.3617878504419907,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 33.  1.  2.  3.  4.  5. 11. 12.  6. 13. 14. 14. 13. 14. 29.]
