run,instance.duration,instance.duration_s,instance.no,iteration.n_results,iteration.avg_viability,iteration.median_viability,iteration.max_viability,iteration.min_viability,iteration.no,row.no,row.factual_outcome,row.target_outcome,row.predicted_outcome,row.prediction_score,row.similarity,row.sparcity,row.dllh,row.delta,row.viability,row.events
1,0:02:03.422802,123.4228024482727,1,5047,1.896928682934175,1.9603325849845876,2.382560145746366,1.182470253554197,1,1,False,True,True,0.9973199963569641,0.710130679247517,0.5732600732600732,0.0,0.9980225563049316,2.281413308812522,[ 0.  0.  0.  0.  0.  0.  0. 33. 33.  1.  2.  3.  4.  5.  7.  9. 10. 11. 12.  6. 13. 14. 28. 28. 29.  3. 20.]
1,0:02:03.422802,123.4228024482727,1,5047,1.896928682934175,1.9603325849845876,2.382560145746366,1.182470253554197,1,2,False,True,True,0.9971128702163696,0.667826614621079,0.49542124542124544,0.0,0.9978844523429871,2.1611323123853117,[ 0.  0.  0.  2.  3.  0.  0.  1. 33.  0.  0. 33.  1.  2. 21. 22.  9.  8. 10. 11. 12.  6. 13. 14. 28. 27. 26.]
1,0:02:03.422802,123.4228024482727,1,5047,1.896928682934175,1.9603325849845876,2.382560145746366,1.182470253554197,1,3,False,True,False,0.0002862445544451475,0.6899988909841457,0.5393772893772893,0.0,0.3333333730697632,1.562709553431198,[ 5.  0.  0.  3.  2.  0.  0. 33.  1.  0.  0. 33.  0.  0.  0. 33.  4.  5.  6. 13. 14. 13.  5.  6. 13. 14. 34.]
1,0:02:03.422802,123.4228024482727,1,5047,1.896928682934175,1.9603325849845876,2.382560145746366,1.182470253554197,1,4,False,True,True,0.9901615381240845,0.6668097984579766,0.5009157509157509,0.0,0.9932501912117004,2.160975740585428,[ 0.  0.  0.  0.  0.  0.  0. 33.  0.  2.  1.  5.  7.  9. 13.  5.  8. 10. 11. 14. 13. 17. 18. 14. 26. 17. 20.]
1,0:02:03.422802,123.4228024482727,1,5047,1.896928682934175,1.9603325849845876,2.382560145746366,1.182470253554197,1,5,False,True,True,0.9977788329124451,0.6292485732007802,0.45238095238095233,0.0,0.9983283877372742,2.0799579133190065,[26. 34.  0.  0.  0.  0.  0.  0.  0.  0. 33.  1.  2.  3.  4.  5.  7. 12.  5.  6.  6. 28. 29. 28. 29.  3. 20.]
1,0:02:03.422802,123.4228024482727,1,5047,1.896928682934175,1.9603325849845876,2.382560145746366,1.182470253554197,1,6,False,True,True,0.9776061773300171,0.6609622097255258,0.4560439560439561,0.0,0.9848799705505371,2.1018861363200187,[20.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  7.  9.  8.  9.  8.  9. 12.  6. 11. 13. 14. 17. 26.  4. 20.]
1,0:02:03.422802,123.4228024482727,1,5047,1.896928682934175,1.9603325849845876,2.382560145746366,1.182470253554197,1,7,False,True,False,0.337060809135437,0.6067012028035903,0.38003663003663,0.0,0.5578497052192688,1.5445875380594891,[ 0.  0.  0.  0.  0. 33.  0.  1.  2. 28.  0.  0.  0. 26.  0. 33. 29. 28. 29. 26.  5. 28. 27. 28. 29. 22. 13.]
1,0:02:03.422802,123.4228024482727,1,5047,1.896928682934175,1.9603325849845876,2.382560145746366,1.182470253554197,1,8,False,True,False,0.013227296061813831,0.6552207923392086,0.44688644688644685,0.0,0.34196069836616516,1.4440679375918206,[ 0.  0.  0.  0.  3.  0.  0.  0.  0.  0.  0.  0.  0.  1. 19. 28.  8. 10. 14. 31. 14. 34. 14. 13. 17.  3. 20.]
1,0:02:03.422802,123.4228024482727,1,5047,1.896928682934175,1.9603325849845876,2.382560145746366,1.182470253554197,1,9,False,True,True,0.9909311532974243,0.6020727681531014,0.40384615384615385,0.0,0.993763267993927,1.9996821899931823,[ 0. 33.  0.  0.  0.  0.  0.  0. 33. 28.  1. 11.  3. 23.  5. 24. 11.  7. 31. 12.  6. 14. 27. 17. 26. 20.  0.]
1,0:02:03.422802,123.4228024482727,1,5047,1.896928682934175,1.9603325849845876,2.382560145746366,1.182470253554197,1,10,False,True,True,0.9978787899017334,0.6912020962630354,0.5302197802197802,0.0,0.9983950257301331,2.2198169022129486,[34. 19.  0.  0.  0.  0.  0. 33.  0.  1.  2.  3.  4. 12.  5.  9. 10. 11. 12.  6. 13. 14. 29. 28. 26. 29. 20.]
