,num_instance,num_cycle,num_offspring,avg_offspring_fitness,num_survivors,avg_survivors_fitness,median_survivors_fitness,max_survivors_fitness,mut_num_o.1,mut_num_o.3,mut_num_o.2,mut_num_o.4,mut_num_o.0,mut_num_s.1,mut_num_s.0,mut_num_s.4,mut_num_s.2,mut_num_s.3
52,0,52,100,1.6247742468526798,5,1.6878644164560064,1.6878644164560064,1.6878644164560064,17,24,18,22,19,1.0,,,2.0,2.0
53,0,53,100,1.6270015410630065,5,1.6939599668796113,1.6939599668796115,1.6939599668796115,22,17,29,17,15,3.0,,,2.0,
54,0,54,100,1.6364256276819467,5,1.7061169661477167,1.7061169661477167,1.7061169661477167,16,19,19,22,24,,3.0,1.0,1.0,
55,0,55,100,1.634786488857294,5,1.6927110104777043,1.6927110104777041,1.6927110104777041,18,22,24,17,19,1.0,1.0,1.0,1.0,1.0
56,0,56,100,1.6467558417146109,5,1.6942216511254204,1.6942216511254207,1.6942216511254207,25,16,19,19,21,,2.0,,1.0,2.0
57,0,57,100,1.6245862528304806,5,1.6934592975844047,1.693459297584405,1.693459297584405,17,31,14,17,21,1.0,1.0,2.0,,1.0
58,0,58,100,1.633720064910747,5,1.6878644164560064,1.6878644164560064,1.6878644164560064,20,22,20,18,20,,3.0,,,2.0
59,0,59,100,1.6167498037230723,5,1.6927179977582256,1.6927179977582256,1.6927179977582256,13,24,24,23,16,1.0,1.0,,2.0,1.0
60,0,60,100,1.6260369125181553,5,1.6935900008918474,1.6935900008918474,1.6935900008918474,24,13,23,16,24,2.0,3.0,,,
61,0,61,100,1.6477839074320635,5,1.6991580977940148,1.6991580977940148,1.6991580977940148,24,17,20,21,18,1.0,3.0,,,1.0
62,0,62,100,1.631622552002304,5,1.6971438791016946,1.6971438791016946,1.6971438791016946,20,23,19,22,16,,2.0,1.0,,2.0
63,0,63,100,1.6347853953618192,5,1.694793902216261,1.6947939022162612,1.6947939022162612,20,17,18,26,19,1.0,2.0,,,2.0
64,0,64,100,1.6312161367216675,5,1.6935171640740407,1.6935171640740405,1.6935171640740405,25,16,22,22,15,1.0,1.0,2.0,,1.0
65,0,65,100,1.6309108351278345,5,1.6878644164560064,1.6878644164560064,1.6878644164560064,22,22,15,20,21,2.0,2.0,,1.0,
66,0,66,100,1.6397833993316615,5,1.7015680111806932,1.7015680111806935,1.7015680111806935,19,17,22,27,15,1.0,1.0,,,3.0
67,0,67,100,1.6456793206928364,5,1.7076402686514427,1.707640268651443,1.707640268651443,19,11,25,24,21,1.0,2.0,1.0,,1.0
68,0,68,100,1.644445615374351,5,1.7074760170837067,1.7074760170837067,1.7074760170837067,9,29,23,22,17,,1.0,2.0,2.0,
69,0,69,100,1.646319517004651,5,1.6993495836483912,1.6993495836483912,1.6993495836483912,19,18,20,17,26,,2.0,1.0,2.0,
70,0,70,100,1.639321187106808,5,1.6943400906533501,1.6943400906533501,1.6943400906533501,15,18,22,20,25,1.0,,3.0,,1.0
71,0,71,100,1.6511093414786067,5,1.693848590781005,1.6938485907810052,1.6938485907810052,16,26,14,23,21,,1.0,1.0,1.0,2.0
72,0,72,100,1.6361195985774777,5,1.7086325219263288,1.7086325219263285,1.7086325219263285,18,20,24,22,16,,4.0,1.0,,
73,0,73,100,1.6610888443730543,5,1.7086128846669375,1.7086128846669375,1.7086128846669375,18,25,22,19,16,2.0,2.0,,,1.0
74,0,74,100,1.6403840834457863,5,1.698269886128859,1.698269886128859,1.698269886128859,22,17,25,20,16,2.0,1.0,,1.0,1.0
75,0,75,100,1.6381832745384708,5,1.6982418277307114,1.6982418277307114,1.6982418277307114,22,15,19,20,24,1.0,3.0,,1.0,
76,0,76,100,1.6348790202062062,5,1.694083957420586,1.6940839574205862,1.6940839574205862,19,29,18,19,15,1.0,1.0,,1.0,2.0
77,0,77,100,1.6346072606182287,5,1.6945457344370358,1.6945457344370356,1.6945457344370356,20,26,16,14,24,1.0,2.0,,,2.0
78,0,78,100,1.6358229933892352,5,1.6907184765679524,1.6907184765679526,1.6907184765679526,23,22,15,23,17,,3.0,2.0,,
79,0,79,100,1.6282570899742723,5,1.6946189797467883,1.6946189797467883,1.6946189797467883,23,22,27,16,12,2.0,,2.0,,1.0
80,0,80,100,1.651153648543574,5,1.702947298038157,1.7029472980381568,1.7029472980381568,19,21,16,17,27,3.0,1.0,1.0,,
81,0,81,100,1.6603413305876367,5,1.703089442145378,1.703089442145378,1.703089442145378,23,20,21,14,22,1.0,2.0,,,2.0
82,0,82,100,1.6254418715643413,5,1.7006127300176241,1.7006127300176241,1.7006127300176241,13,13,22,31,21,,1.0,1.0,2.0,1.0
83,0,83,100,1.6312317109039214,5,1.696941564372,1.696941564372,1.696941564372,14,20,20,23,23,,2.0,1.0,,2.0
84,0,84,100,1.6492316008775836,5,1.6983391517002766,1.6983391517002766,1.6983391517002766,21,19,19,20,21,1.0,1.0,1.0,1.0,1.0
85,0,85,100,1.646789279155272,5,1.6978334822073062,1.6978334822073062,1.6978334822073062,17,21,18,22,22,1.0,1.0,1.0,,2.0
86,0,86,100,1.6299099483953794,5,1.6878644164560064,1.6878644164560064,1.6878644164560064,21,19,23,24,13,1.0,,3.0,1.0,
87,0,87,100,1.6529416468958464,5,1.700027057620226,1.7000270576202263,1.7000270576202263,23,27,16,16,18,1.0,,,1.0,3.0
88,0,88,100,1.6616607630942337,5,1.7029379000559566,1.7029379000559564,1.7029379000559564,19,16,19,19,27,1.0,3.0,,1.0,
89,0,89,100,1.6482145081701236,5,1.7035284577543308,1.7035284577543308,1.7035284577543308,17,29,18,19,17,,4.0,1.0,,
90,0,90,100,1.6503561454641416,5,1.708430570902801,1.708430570902801,1.708430570902801,16,24,23,20,17,1.0,1.0,1.0,,2.0
91,0,91,100,1.6498007966629595,5,1.6990937217414348,1.699093721741435,1.699093721741435,26,16,21,17,20,1.0,1.0,1.0,1.0,1.0
92,0,92,100,1.633191845797796,5,1.6981722932155905,1.6981722932155905,1.6981722932155905,27,14,21,17,21,3.0,1.0,,,1.0
93,0,93,100,1.6357438682871097,5,1.6989649351482008,1.698804634416542,1.6996061380748366,16,28,20,18,18,,2.0,1.0,,2.0
94,0,94,100,1.6464621876032302,5,1.7027633367903896,1.7027633367903894,1.7027633367903894,17,27,21,19,16,1.0,2.0,,1.0,1.0
95,0,95,100,1.6429937658428657,5,1.7006218874274885,1.7006218874274885,1.7006218874274885,25,23,14,18,20,1.0,3.0,1.0,,
96,0,96,100,1.635554939219707,5,1.6953536349670055,1.6953536349670055,1.6953536349670055,24,21,16,18,21,3.0,1.0,,,1.0
97,0,97,100,1.6518611905942218,5,1.6967866872165733,1.6967866872165733,1.6967866872165733,20,17,20,23,20,,2.0,,1.0,2.0
98,0,98,100,1.650097700088686,5,1.693090035515191,1.6930900355151908,1.6930900355151908,24,19,15,17,25,2.0,2.0,,1.0,
99,0,99,100,1.642527135182556,5,1.701498522354358,1.701498522354358,1.701498522354358,17,23,21,14,25,,3.0,1.0,1.0,
100,0,100,100,1.645625167902731,5,1.6989533066118352,1.6989533066118352,1.6989533066118352,22,19,19,19,21,1.0,1.0,2.0,1.0,
101,0,101,100,1.6394196192859167,5,1.693090035515191,1.6930900355151908,1.6930900355151908,21,23,16,23,17,,3.0,1.0,,1.0
102,0,102,100,1.6439664793957802,5,1.693090035515191,1.6930900355151908,1.6930900355151908,28,22,19,14,17,1.0,1.0,,,3.0
103,0,103,100,1.6592375734706917,5,1.697458529040103,1.697458529040103,1.697458529040103,19,23,12,22,24,,2.0,,3.0,
104,0,104,100,1.6606897455365948,5,1.7175088292703529,1.7175088292703529,1.7175088292703529,18,21,22,20,19,,2.0,,1.0,2.0
105,0,105,100,1.6489913126684161,5,1.693090035515191,1.6930900355151908,1.6930900355151908,29,14,19,21,17,2.0,2.0,,1.0,
106,0,106,100,1.6410228533978861,5,1.7037253751544683,1.703725375154468,1.703725375154468,18,18,23,25,16,1.0,1.0,1.0,1.0,1.0
107,0,107,100,1.6359432098570474,5,1.7106042236757966,1.7106042236757966,1.7106042236757966,12,23,29,19,17,,2.0,,3.0,
108,0,108,100,1.656076044685432,5,1.7072525231387607,1.7072525231387607,1.7072525231387607,26,23,17,17,17,2.0,,1.0,1.0,1.0
109,0,109,100,1.6371193731586977,5,1.697705495764079,1.6977054957640787,1.6977054957640787,22,17,24,18,19,1.0,1.0,1.0,,2.0
110,0,110,100,1.6502520830132053,5,1.6965520900536852,1.696552090053685,1.696552090053685,18,25,20,19,18,,2.0,,,3.0
111,0,111,100,1.6439270997363942,5,1.7054381004457355,1.7054381004457353,1.7054381004457353,22,17,21,17,23,,3.0,,1.0,1.0
112,0,112,100,1.619575654409515,5,1.6963380317099617,1.6963380317099617,1.6963380317099617,24,27,26,15,8,1.0,1.0,,1.0,2.0
113,0,113,100,1.6278266367317422,5,1.693090035515191,1.6930900355151908,1.6930900355151908,19,17,20,20,24,,4.0,1.0,,
114,0,114,100,1.6229114233052093,5,1.693090035515191,1.6930900355151908,1.6930900355151908,15,22,25,25,13,1.0,2.0,,1.0,1.0
115,0,115,100,1.6502079083177,5,1.693090035515191,1.6930900355151908,1.6930900355151908,17,17,17,24,25,1.0,4.0,,,
116,0,116,100,1.6344163162842593,5,1.701764147606888,1.701764147606888,1.701764147606888,17,20,19,25,19,1.0,3.0,,1.0,
117,0,117,100,1.64874406334271,5,1.7039709672863625,1.7039709672863625,1.7039709672863625,25,16,20,17,22,2.0,1.0,,2.0,
118,0,118,100,1.644860805310071,5,1.7032871658962194,1.7032871658962194,1.7032871658962194,21,13,24,23,19,1.0,3.0,,1.0,
119,0,119,100,1.6431237550442024,5,1.6982077513664087,1.6982077513664087,1.6982077513664087,10,24,24,22,20,1.0,,3.0,,1.0
120,0,120,100,1.6621369251030835,5,1.6990207470028742,1.6990207470028744,1.6990207470028744,21,26,15,16,22,,4.0,,1.0,
121,0,121,100,1.6357405625889316,5,1.693090035515191,1.6930900355151908,1.6930900355151908,17,17,25,20,21,1.0,2.0,,,2.0
122,0,122,100,1.6530043744364524,5,1.693090035515191,1.6930900355151908,1.6930900355151908,26,19,17,23,15,1.0,1.0,,2.0,1.0
123,0,123,100,1.6283639505598322,5,1.7033868622637995,1.7033868622637995,1.7033868622637995,19,21,15,26,19,2.0,,1.0,1.0,1.0
124,0,124,100,1.6273526073352056,5,1.693090035515191,1.6930900355151908,1.6930900355151908,24,14,17,24,21,1.0,2.0,1.0,1.0,
125,0,125,100,1.653845036375681,5,1.693090035515191,1.6930900355151908,1.6930900355151908,21,18,21,14,26,1.0,3.0,,,1.0
126,0,126,100,1.6329191485041403,5,1.693090035515191,1.6930900355151908,1.6930900355151908,17,13,24,27,19,1.0,1.0,,2.0,1.0
127,0,127,100,1.6373181611652594,5,1.6948460085019967,1.6948460085019965,1.6948460085019965,22,16,17,18,27,,2.0,,3.0,
128,0,128,100,1.6440208394479012,5,1.703730941114103,1.7037309411141033,1.7037309411141033,21,16,20,17,26,2.0,3.0,,,
129,0,129,100,1.6411900051438855,5,1.6956389984994775,1.6956389984994775,1.6956389984994775,21,12,25,20,22,,2.0,,2.0,1.0
130,0,130,100,1.6472349838455216,5,1.7020070015777407,1.7020070015777407,1.7020070015777407,20,19,22,18,21,,5.0,,,
131,0,131,100,1.6392968006231596,5,1.6979405602086668,1.6979405602086668,1.6979405602086668,21,26,17,21,15,3.0,1.0,1.0,,
132,0,132,100,1.64900274660997,5,1.7071055234449202,1.7071055234449202,1.7071055234449202,24,25,17,21,13,1.0,3.0,1.0,,
133,0,133,100,1.6494512158832302,5,1.693090035515191,1.6930900355151908,1.6930900355151908,22,28,16,14,20,,2.0,,1.0,2.0
134,0,134,100,1.6516317444293096,5,1.7082022718005014,1.7082022718005012,1.7082022718005012,22,24,22,15,17,1.0,1.0,,2.0,1.0
135,0,135,100,1.6591228010026784,5,1.6974717107563309,1.6974717107563306,1.6974717107563306,20,23,12,23,22,1.0,3.0,1.0,,
136,0,136,100,1.6299514871657874,5,1.693090035515191,1.6930900355151908,1.6930900355151908,20,14,18,24,24,,1.0,2.0,1.0,1.0
137,0,137,100,1.6534574089671121,5,1.6967233423230528,1.6967233423230528,1.6967233423230528,24,23,20,17,16,,3.0,,1.0,1.0
138,0,138,100,1.6565112161112348,5,1.6984336618496616,1.6984336618496616,1.6984336618496616,25,15,24,16,20,2.0,1.0,,1.0,1.0
139,0,139,100,1.6721173908275304,5,1.71562359136569,1.71562359136569,1.71562359136569,16,24,21,23,16,1.0,2.0,1.0,,1.0
140,0,140,100,1.647482729442226,5,1.693090035515191,1.6930900355151908,1.6930900355151908,17,18,19,22,24,1.0,1.0,,1.0,2.0
141,0,141,100,1.66744111447062,5,1.702401616374754,1.702401616374754,1.702401616374754,22,20,14,15,29,1.0,3.0,,,1.0
142,0,142,100,1.6520120433987893,5,1.7077185177898777,1.7077185177898775,1.7077185177898775,13,16,21,24,26,,2.0,,1.0,2.0
143,0,143,100,1.6608376800899283,5,1.6999005786248387,1.6999005786248387,1.6999005786248387,21,21,15,18,25,1.0,2.0,1.0,,1.0
144,0,144,100,1.6429957290846744,5,1.7079972847590756,1.7079972847590756,1.7079972847590756,20,18,26,21,15,3.0,,1.0,1.0,
145,0,145,100,1.6481142134457085,5,1.7063030867874631,1.7063030867874631,1.7063030867874631,20,19,16,26,19,1.0,,2.0,,2.0
146,0,146,100,1.6395549730104273,5,1.709449012684526,1.709449012684526,1.709449012684526,17,18,20,24,21,3.0,1.0,,1.0,
147,0,147,100,1.6272418697050732,5,1.7105438265049808,1.7105438265049808,1.7105438265049808,23,19,24,18,16,,2.0,1.0,1.0,1.0
148,0,148,100,1.6499436752008543,5,1.7002805042480496,1.7002805042480496,1.7002805042480496,16,23,17,19,25,,4.0,,1.0,
149,0,149,100,1.6344278543802295,5,1.6947470872510535,1.6947470872510535,1.6947470872510535,25,21,20,22,12,,1.0,1.0,,3.0
150,0,150,100,1.6331435002248094,5,1.693090035515191,1.6930900355151908,1.6930900355151908,19,18,22,16,25,1.0,2.0,1.0,1.0,
151,0,151,100,1.6580549916899,5,1.7124768803917774,1.7124768803917774,1.7124768803917774,27,18,17,16,22,1.0,3.0,,,1.0
152,0,152,100,1.632054621834944,5,1.6961626353641333,1.6961626353641333,1.6961626353641333,16,19,26,22,17,,3.0,,2.0,
153,0,153,100,1.64891427692138,5,1.6977037671279844,1.6977037671279847,1.6977037671279847,20,19,17,19,25,,3.0,1.0,,1.0
154,0,154,100,1.6208892583682848,5,1.6990579687637695,1.6990579687637695,1.6990579687637695,19,23,20,23,15,3.0,,1.0,,1.0
155,0,155,100,1.653215489917695,5,1.7127832858262362,1.7127832858262362,1.7127832858262362,12,21,28,17,22,1.0,4.0,,,
156,0,156,100,1.6515445694627728,5,1.706447729232374,1.706447729232374,1.706447729232374,23,14,22,23,18,2.0,1.0,1.0,,1.0
157,0,157,100,1.633088591745558,5,1.7095621350247938,1.709562135024794,1.709562135024794,20,20,24,25,11,2.0,,1.0,1.0,1.0
158,0,158,100,1.6159145128534989,5,1.693090035515191,1.6930900355151908,1.6930900355151908,21,20,23,21,15,1.0,1.0,1.0,1.0,1.0
159,0,159,100,1.6222416278779361,5,1.693090035515191,1.6930900355151908,1.6930900355151908,16,17,23,20,24,,4.0,1.0,,
160,0,160,100,1.6419273990402425,5,1.695805946074847,1.695805946074847,1.695805946074847,18,16,29,14,23,3.0,1.0,1.0,,
161,0,161,100,1.6413755616694932,5,1.700307523548556,1.700307523548556,1.700307523548556,19,25,17,24,15,,1.0,2.0,1.0,1.0
162,0,162,100,1.6465371947526373,5,1.7060533023861582,1.706053302386158,1.706053302386158,20,20,23,21,16,,,1.0,1.0,3.0
163,0,163,100,1.656912986445309,5,1.7041042535786066,1.7041042535786066,1.7041042535786066,23,17,19,19,22,2.0,2.0,,,1.0
164,0,164,100,1.659445861037539,5,1.7026811236107071,1.7026811236107071,1.7026811236107071,24,21,14,21,20,2.0,2.0,1.0,,
165,0,165,100,1.639133037341856,5,1.7038594585136226,1.7038594585136229,1.7038594585136229,22,17,21,17,23,,3.0,1.0,,1.0
166,0,166,100,1.6536189288533831,5,1.700851964121022,1.7008519641210222,1.7008519641210222,28,17,22,17,16,2.0,2.0,1.0,,
167,0,167,100,1.6404409602282077,5,1.6995429571499323,1.6995429571499323,1.6995429571499323,23,17,17,21,22,1.0,3.0,1.0,,
168,0,168,100,1.6515894755275025,5,1.7033856681191186,1.7033856681191186,1.7033856681191186,19,13,24,25,19,1.0,2.0,,1.0,1.0
169,0,169,100,1.6271953172545526,5,1.6964835477907605,1.6964835477907605,1.6964835477907605,24,21,19,22,14,2.0,1.0,,2.0,
170,0,170,100,1.6466256572535891,5,1.6942687443135451,1.6942687443135451,1.6942687443135451,21,23,20,17,19,,3.0,1.0,1.0,
171,0,171,100,1.638383281300942,5,1.6983277663270395,1.6983277663270395,1.6983277663270395,22,20,18,26,14,,2.0,1.0,1.0,1.0
172,0,172,100,1.6620739296427964,5,1.6961843301277022,1.6961843301277022,1.6961843301277022,25,23,12,20,20,1.0,1.0,1.0,,2.0
173,0,173,100,1.6255928667098742,5,1.693090035515191,1.6930900355151908,1.6930900355151908,21,14,25,21,19,2.0,1.0,1.0,,1.0
174,0,174,100,1.6242071603191202,5,1.693090035515191,1.6930900355151908,1.6930900355151908,14,17,21,29,19,2.0,,2.0,1.0,
175,0,175,100,1.647044666387528,5,1.698298004868739,1.698298004868739,1.698298004868739,21,23,17,19,20,,2.0,2.0,1.0,
176,0,176,100,1.6545818481874983,5,1.6980340919437809,1.6980340919437809,1.6980340919437809,28,20,20,19,13,2.0,1.0,,1.0,1.0
177,0,177,100,1.6584966604351035,5,1.7033882073359876,1.7033882073359878,1.7033882073359878,24,21,17,14,24,,2.0,1.0,1.0,1.0
178,0,178,100,1.6171348297791974,5,1.693090035515191,1.6930900355151908,1.6930900355151908,24,18,24,17,17,3.0,2.0,,,
179,0,179,100,1.6357422202122707,5,1.693090035515191,1.6930900355151908,1.6930900355151908,23,27,16,17,17,1.0,,3.0,,1.0
180,0,180,100,1.6423253442449657,5,1.6998686274202992,1.6998686274202992,1.6998686274202992,23,15,22,18,22,1.0,3.0,1.0,,
181,0,181,100,1.6559444742810103,5,1.6984941640830917,1.6984941640830917,1.6984941640830917,27,17,20,11,25,3.0,1.0,,,1.0
182,0,182,100,1.6566189424763673,5,1.7058833048772861,1.7058833048772861,1.7058833048772861,22,26,19,19,14,2.0,1.0,1.0,1.0,
183,0,183,100,1.6617452564988457,5,1.7012192344889132,1.7012192344889132,1.7012192344889132,26,17,21,15,21,,2.0,,,3.0
184,0,184,100,1.651356610504022,5,1.6959743802872453,1.6959743802872453,1.6959743802872453,20,15,21,16,28,2.0,3.0,,,
185,0,185,100,1.62719685049891,5,1.693090035515191,1.6930900355151908,1.6930900355151908,20,18,19,22,21,,5.0,,,
186,0,186,100,1.6546327737034177,5,1.699577537018324,1.6995775370183237,1.6995775370183237,22,14,19,15,30,1.0,3.0,,1.0,
187,0,187,100,1.6517665118394584,5,1.700419166022861,1.700419166022861,1.700419166022861,19,23,19,20,19,2.0,2.0,,,1.0
188,0,188,100,1.642990739561435,5,1.6952102840224033,1.6952102840224033,1.6952102840224033,18,26,18,15,23,,,1.0,2.0,2.0
189,0,189,100,1.6297226924156223,5,1.693090035515191,1.6930900355151908,1.6930900355151908,23,20,12,24,21,,2.0,1.0,,2.0
190,0,190,100,1.6312430386639656,5,1.695605363083517,1.6956053630835173,1.6956053630835173,16,28,23,16,17,,2.0,,,3.0
191,0,191,100,1.6235114790471235,5,1.693090035515191,1.6930900355151908,1.6930900355151908,20,16,27,17,20,2.0,1.0,,1.0,1.0
192,0,192,100,1.6333774531440317,5,1.693090035515191,1.6930900355151908,1.6930900355151908,20,19,22,20,19,2.0,,1.0,1.0,1.0
193,0,193,100,1.635986236444754,5,1.6999027009131549,1.6999027009131549,1.6999027009131549,16,18,29,16,21,1.0,2.0,1.0,1.0,
