experiment,model_name,rank,likelihood,viability,sparcity,similarity,feasibility,delta,cf_num_zeros,result_outcome,source_outcome,target_outcome,cf,fa,run.mask,run.duration,run.duration_sec,run.short_name,run.full_name,run.no,wrapper.type,gen.vocab_len,gen.max_len,gen.feature_len,gen.ft_mode,gen.model,gen.max_iter,gen.num_survivors,gen.sample_size,gen.evo.num_survivors,gen.initiator.type,gen.selector.type,gen.crosser.type,gen.crosser.crossover_rate,gen.mutator.type,gen.mutator.edit_rate,gen.mutator.p_delete,gen.mutator.p_insert,gen.mutator.p_change,gen.recombiner.type,gen.recombiner.recombination_rate,viab.data_distribution,viab.vocab_len,viab.max_len,viab.measure_mask,viab.type,instance.no,iteration.no,row.no
1,EvolutionaryStrategy,50,0.004417342133820057,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930969,10,0,1,0,33 > 01 > 02 > 00 > 22 > 03 > 04 > 00 > 05 > 07 > 00 > 00 > 10 > 11 > 12 > 06 > 13 > 00 > 00 > 00 > 17 > 00 > 26 > 00 > 00 > 20 > 34,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 29 > 26 > 28 > 27 > 20 > 34,1111,0:00:00.067126,0.06712555885314941,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_FactualInitiator_RouletteWheelSelector_UniformCrosser_DataDistributionMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,25,1000,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,486,35,27,1111,ImprovementMeasure,1,1,1
1,EvolutionaryStrategy,13,0.004417342133820057,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930969,10,0,1,0,33 > 01 > 02 > 00 > 22 > 03 > 04 > 00 > 05 > 07 > 00 > 00 > 10 > 11 > 12 > 06 > 13 > 00 > 00 > 00 > 17 > 00 > 26 > 00 > 00 > 20 > 34,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 29 > 26 > 28 > 27 > 20 > 34,1111,0:00:00.067126,0.06712555885314941,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_FactualInitiator_RouletteWheelSelector_UniformCrosser_DataDistributionMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,25,1000,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,486,35,27,1111,ImprovementMeasure,1,1,2
1,EvolutionaryStrategy,23,0.004417342133820057,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930969,10,0,1,0,33 > 01 > 02 > 00 > 22 > 03 > 04 > 00 > 05 > 07 > 00 > 00 > 10 > 11 > 12 > 06 > 13 > 00 > 00 > 00 > 17 > 00 > 26 > 00 > 00 > 20 > 34,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 29 > 26 > 28 > 27 > 20 > 34,1111,0:00:00.067126,0.06712555885314941,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_FactualInitiator_RouletteWheelSelector_UniformCrosser_DataDistributionMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,25,1000,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,486,35,27,1111,ImprovementMeasure,1,1,3
1,EvolutionaryStrategy,22,0.004417342133820057,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930969,10,0,1,0,33 > 01 > 02 > 00 > 22 > 03 > 04 > 00 > 05 > 07 > 00 > 00 > 10 > 11 > 12 > 06 > 13 > 00 > 00 > 00 > 17 > 00 > 26 > 00 > 00 > 20 > 34,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 29 > 26 > 28 > 27 > 20 > 34,1111,0:00:00.067126,0.06712555885314941,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_FactualInitiator_RouletteWheelSelector_UniformCrosser_DataDistributionMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,25,1000,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,486,35,27,1111,ImprovementMeasure,1,1,4
1,EvolutionaryStrategy,21,0.004417342133820057,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930969,10,0,1,0,33 > 01 > 02 > 00 > 22 > 03 > 04 > 00 > 05 > 07 > 00 > 00 > 10 > 11 > 12 > 06 > 13 > 00 > 00 > 00 > 17 > 00 > 26 > 00 > 00 > 20 > 34,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 29 > 26 > 28 > 27 > 20 > 34,1111,0:00:00.067126,0.06712555885314941,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_FactualInitiator_RouletteWheelSelector_UniformCrosser_DataDistributionMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,25,1000,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,486,35,27,1111,ImprovementMeasure,1,1,5
1,EvolutionaryStrategy,20,0.004417342133820057,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930969,10,0,1,0,33 > 01 > 02 > 00 > 22 > 03 > 04 > 00 > 05 > 07 > 00 > 00 > 10 > 11 > 12 > 06 > 13 > 00 > 00 > 00 > 17 > 00 > 26 > 00 > 00 > 20 > 34,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 29 > 26 > 28 > 27 > 20 > 34,1111,0:00:00.067126,0.06712555885314941,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_FactualInitiator_RouletteWheelSelector_UniformCrosser_DataDistributionMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,25,1000,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,486,35,27,1111,ImprovementMeasure,1,1,6
1,EvolutionaryStrategy,19,0.004417342133820057,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930969,10,0,1,0,33 > 01 > 02 > 00 > 22 > 03 > 04 > 00 > 05 > 07 > 00 > 00 > 10 > 11 > 12 > 06 > 13 > 00 > 00 > 00 > 17 > 00 > 26 > 00 > 00 > 20 > 34,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 29 > 26 > 28 > 27 > 20 > 34,1111,0:00:00.067126,0.06712555885314941,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_FactualInitiator_RouletteWheelSelector_UniformCrosser_DataDistributionMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,25,1000,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,486,35,27,1111,ImprovementMeasure,1,1,7
1,EvolutionaryStrategy,18,0.004417342133820057,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930969,10,0,1,0,33 > 01 > 02 > 00 > 22 > 03 > 04 > 00 > 05 > 07 > 00 > 00 > 10 > 11 > 12 > 06 > 13 > 00 > 00 > 00 > 17 > 00 > 26 > 00 > 00 > 20 > 34,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 29 > 26 > 28 > 27 > 20 > 34,1111,0:00:00.067126,0.06712555885314941,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_FactualInitiator_RouletteWheelSelector_UniformCrosser_DataDistributionMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,25,1000,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,486,35,27,1111,ImprovementMeasure,1,1,8
1,EvolutionaryStrategy,17,0.004417342133820057,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930969,10,0,1,0,33 > 01 > 02 > 00 > 22 > 03 > 04 > 00 > 05 > 07 > 00 > 00 > 10 > 11 > 12 > 06 > 13 > 00 > 00 > 00 > 17 > 00 > 26 > 00 > 00 > 20 > 34,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 29 > 26 > 28 > 27 > 20 > 34,1111,0:00:00.067126,0.06712555885314941,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_FactualInitiator_RouletteWheelSelector_UniformCrosser_DataDistributionMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,25,1000,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,486,35,27,1111,ImprovementMeasure,1,1,9
1,EvolutionaryStrategy,16,0.004417342133820057,2.663007609796297,0.8076923076923077,0.8590920312108924,0.0,0.9962232708930969,10,0,1,0,33 > 01 > 02 > 00 > 22 > 03 > 04 > 00 > 05 > 07 > 00 > 00 > 10 > 11 > 12 > 06 > 13 > 00 > 00 > 00 > 17 > 00 > 26 > 00 > 00 > 20 > 34,33 > 01 > 02 > 21 > 22 > 03 > 04 > 23 > 05 > 07 > 09 > 08 > 10 > 11 > 12 > 06 > 13 > 15 > 16 > 14 > 17 > 29 > 26 > 28 > 27 > 20 > 34,1111,0:00:00.067126,0.06712555885314941,EGW_ES_EGW_FI_RWS_UC_DDM_FSR_IM_num0,EvoGeneratorWrapper_EvolutionaryStrategy_EvoGeneratorWrapper_FactualInitiator_RouletteWheelSelector_UniformCrosser_DataDistributionMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,EvoGeneratorWrapper,35,27,21,1,EvolutionaryStrategy,25,1000,100,1000,FactualInitiator,RouletteWheelSelector,UniformCrosser,0.5,DataDistributionMutator,,0.4594075200626728,0.7660878631502495,0.3035457564266859,FittestSurvivorRecombiner,,486,35,27,1111,ImprovementMeasure,1,1,10
