run,instance.duration_sec,instance.short_name,instance.full_name,instance.no,iteration.mean_num_zeros,iteration.mean_num_zeros_not_adjusted,iteration.mean_sparcity,iteration.mean_similarity,iteration.mean_feasibility,iteration.mean_delta,iteration.mean_viability,iteration.min_sparcity,iteration.min_similarity,iteration.min_feasibility,iteration.min_delta,iteration.min_viability,iteration.max_sparcity,iteration.max_similarity,iteration.max_feasibility,iteration.max_delta,iteration.max_viability,iteration.median_sparcity,iteration.median_similarity,iteration.median_feasibility,iteration.median_delta,iteration.median_viability,iteration.mean_pred_outcome,iteration.target_outcome,iteration.no,row.no,row.num_cycle,row.n_population,row.n_selection,row.n_offspring,row.n_mutated,row.n_survivors,row.mutsum.DELETE,row.mutsum.INSERT,row.mutsum.CHANGE,row.mutsum.TRANSP,row.operators.vocab_len,row.operators.sample_size,row.operators.evo.num_survivors,row.operators.initiator.type,row.operators.selector.type,row.operators.crosser.type,row.operators.crosser.crossover_rate,row.operators.mutator.type,row.operators.mutator.edit_rate,row.operators.mutator.p_delete,row.operators.mutator.p_insert,row.operators.mutator.p_change,row.operators.mutator.p_transp,row.operators.recombiner.type,row.operators.recombiner.recombination_rate,row.avg_outcome
1,51.05875253677368,ES_EGW_CBI_RWS_OPC_SBM_FSR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_RouletteWheelSelector_OnePointCrosser_SamplingBasedMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,0.4291617933723197,0.4291617933723197,0.588635049161365,0.6753714639941873,0.004495175596676005,0.5755268123902773,1.8440285011425055,0.39010989010989006,0.548535450613872,5.99520433297586e-15,0.28462478518486023,1.46068244656479,0.6978021978021978,0.7804792962678517,0.25465870594088347,0.7684879302978516,2.189499922251684,0.5989010989010989,0.68709809235538,1.4631716040130302e-13,0.547815203666687,1.8299848700909758,0.28,0.0,1,1,1,250,100,200,200,475,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.0,26,100,1000,CaseBasedInitiator,RouletteWheelSelector,OnePointCrosser,,SamplingBasedMutator,,0.01,0.01,0.01,0.01,FittestSurvivorRecombiner,,0.3
1,51.05875253677368,ES_EGW_CBI_RWS_OPC_SBM_FSR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_RouletteWheelSelector_OnePointCrosser_SamplingBasedMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,0.4072705710636745,0.40727057106367454,0.5853576841877335,0.6698954684442046,0.005374258907723603,0.6175767317634498,1.8782041433031116,0.39010989010989006,0.548535450613872,5.99520433297586e-15,0.28462478518486023,1.46068244656479,0.6978021978021978,0.7804792962678517,0.25465870594088347,0.7684879302978516,2.189499922251684,0.5934065934065934,0.6776164415177673,1.4631716040130302e-13,0.6022252440452576,1.8741993779405632,0.25738916256157635,0.0,2,1,2,475,100,200,200,812,0.35714285714285715,0.42857142857142855,0.21428571428571427,0.0,26,100,1000,CaseBasedInitiator,RouletteWheelSelector,OnePointCrosser,,SamplingBasedMutator,,0.01,0.01,0.01,0.01,FittestSurvivorRecombiner,,0.2
1,51.05875253677368,ES_EGW_CBI_RWS_OPC_SBM_FSR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_RouletteWheelSelector_OnePointCrosser_SamplingBasedMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,0.3541111111111111,0.3541111111111111,0.5863846153846154,0.6665090957269723,0.0063954919946312225,0.6914359023571014,1.9507251054633206,0.47527472527472525,0.5512616727485974,5.99520433297586e-15,0.45235249400138855,1.8524169318534704,0.706043956043956,0.7804792962678517,0.25465870594088347,0.7684879302978516,2.189499922251684,0.5934065934065934,0.6544633193551131,1.3223151077797442e-13,0.7676241993904114,1.928844520242307,0.225,0.0,3,1,3,812,100,200,200,1000,0.4222222222222222,0.3,0.2777777777777778,0.0,26,100,1000,CaseBasedInitiator,RouletteWheelSelector,OnePointCrosser,,SamplingBasedMutator,,0.01,0.01,0.01,0.01,FittestSurvivorRecombiner,,0.27
1,51.05875253677368,ES_EGW_CBI_RWS_OPC_SBM_FSR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_RouletteWheelSelector_OnePointCrosser_SamplingBasedMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,0.3264444444444445,0.3264444444444444,0.5959890109890109,0.6673425956648669,0.007203165586607877,0.7466958910822868,2.0172306633227723,0.49725274725274726,0.5706467498305912,5.99520433297586e-15,0.48641693592071533,1.9361562112320492,0.7142857142857143,0.7804792962678517,0.1172389007745321,0.7684876322746277,2.189499922251684,0.5906593406593407,0.6575151527939622,3.569982646755652e-14,0.7676243185997009,1.994673434518626,0.075,0.0,4,1,4,1000,100,200,200,1000,0.5161290322580645,0.3225806451612903,0.16129032258064516,0.0,26,100,1000,CaseBasedInitiator,RouletteWheelSelector,OnePointCrosser,,SamplingBasedMutator,,0.01,0.01,0.01,0.01,FittestSurvivorRecombiner,,0.23
1,51.05875253677368,ES_EGW_CBI_RWS_OPC_SBM_FSR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_RouletteWheelSelector_OnePointCrosser_SamplingBasedMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,0.3235925925925926,0.3235925925925926,0.6123406593406594,0.6952834902297504,0.010130814051344519,0.7527856355905533,2.070540599212308,0.5054945054945055,0.6083383478263347,5.99520433297586e-15,0.547815203666687,1.9992858010504808,0.7142857142857143,0.7804792962678517,0.1172389007745321,0.7684876322746277,2.189499922251684,0.6263736263736264,0.6970060591836946,4.673158661997154e-14,0.7676243185997009,2.0524195743087175,0.053,0.0,5,1,5,1000,100,200,200,1000,0.3684210526315789,0.3263157894736842,0.30526315789473685,0.0,26,100,1000,CaseBasedInitiator,RouletteWheelSelector,OnePointCrosser,,SamplingBasedMutator,,0.01,0.01,0.01,0.01,FittestSurvivorRecombiner,,0.07
1,51.05875253677368,ES_EGW_CBI_RWS_OPC_SBM_FSR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_RouletteWheelSelector_OnePointCrosser_SamplingBasedMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,0.3247407407407408,0.3247407407407407,0.6428104395604396,0.7078239980079432,0.0006845586658422669,0.7663058697581291,2.117624865992354,0.6043956043956045,0.6691318006607617,5.99520433297586e-15,0.6228243708610535,2.063791450658149,0.6868131868131868,0.7598963953712061,0.00385501555126927,0.7684386372566223,2.189499922251684,0.6373626373626373,0.7034322273810578,2.8357931165214344e-14,0.7676243185997009,2.1193590095039685,0.0,0.0,6,1,6,1000,100,200,200,1000,0.5,0.375,0.125,0.0,26,100,1000,CaseBasedInitiator,RouletteWheelSelector,OnePointCrosser,,SamplingBasedMutator,,0.01,0.01,0.01,0.01,FittestSurvivorRecombiner,,0.06
1,51.05875253677368,ES_EGW_CBI_RWS_OPC_SBM_FSR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_RouletteWheelSelector_OnePointCrosser_SamplingBasedMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,0.2934444444444444,0.29344444444444445,0.6517115384615386,0.7232382926121436,0.0007981232076839411,0.7666626790165901,2.1424106332979553,0.6346153846153846,0.7002712682292744,5.99520433297586e-15,0.7593507170677185,2.1193590095039685,0.6895604395604396,0.7600588814480406,0.0028776186704030826,0.7676243185997009,2.2172436396374104,0.6538461538461539,0.7142416876184801,2.8357931165214344e-14,0.7676243185997009,2.124902699826941,0.0,0.0,7,1,7,1000,100,200,200,1000,0.4044943820224719,0.4606741573033708,0.1348314606741573,0.0,26,100,1000,CaseBasedInitiator,RouletteWheelSelector,OnePointCrosser,,SamplingBasedMutator,,0.01,0.01,0.01,0.01,FittestSurvivorRecombiner,,0.0
1,51.05875253677368,ES_EGW_CBI_RWS_OPC_SBM_FSR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_RouletteWheelSelector_OnePointCrosser_SamplingBasedMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,0.22596296296296292,0.22596296296296298,0.6606565934065934,0.7379957602029692,4.336336409728185e-06,0.7656336300373078,2.1642903199832797,0.6428571428571428,0.687065587907381,5.99520433297586e-15,0.7593507170677185,2.124902699826941,0.6895604395604396,0.7600588814480406,0.002700054261994049,0.7676243185997009,2.2172436396374104,0.6648351648351649,0.7598963953712061,2.4823552786173246e-14,0.7647683620452881,2.189499922251684,0.0,0.0,8,1,8,1000,100,200,200,1000,0.47674418604651164,0.4069767441860465,0.11627906976744186,0.0,26,100,1000,CaseBasedInitiator,RouletteWheelSelector,OnePointCrosser,,SamplingBasedMutator,,0.01,0.01,0.01,0.01,FittestSurvivorRecombiner,,0.0
1,51.05875253677368,ES_EGW_CBI_RWS_OPC_SBM_FSR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_RouletteWheelSelector_OnePointCrosser_SamplingBasedMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,0.18559259259259256,0.1855925925925926,0.6653131868131871,0.7597456993559368,2.0014385008824978e-13,0.7648023222088813,2.1898612083782054,0.6648351648351649,0.745482068057499,2.2942817003969156e-14,0.7593507766723633,2.189499922251684,0.7115384615384616,0.7735731616243108,2.9229242601922227e-11,0.7676243185997009,2.2444623998351583,0.6648351648351649,0.7598963953712061,2.4823552786173246e-14,0.7647683620452881,2.189499922251684,0.0,0.0,9,1,9,1000,100,200,200,1000,0.47126436781609193,0.4367816091954023,0.09195402298850575,0.0,26,100,1000,CaseBasedInitiator,RouletteWheelSelector,OnePointCrosser,,SamplingBasedMutator,,0.01,0.01,0.01,0.01,FittestSurvivorRecombiner,,0.0
1,51.05875253677368,ES_EGW_CBI_RWS_OPC_SBM_FSR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_RouletteWheelSelector_OnePointCrosser_SamplingBasedMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,0.18633333333333332,0.18633333333333332,0.6659697802197805,0.7595283924245254,3.7546414739032627e-13,0.7648345508575439,2.1903327235022254,0.6648351648351649,0.745482068057499,2.2942817003969156e-14,0.7593507766723633,2.189499922251684,0.7115384615384616,0.7735731616243108,2.9229242601922227e-11,0.7676243185997009,2.2444623998351583,0.6648351648351649,0.7598963953712061,2.4823552786173246e-14,0.7647683620452881,2.189499922251684,0.0,0.0,10,1,10,1000,100,200,200,1000,0.42391304347826086,0.5108695652173914,0.06521739130434782,0.0,26,100,1000,CaseBasedInitiator,RouletteWheelSelector,OnePointCrosser,,SamplingBasedMutator,,0.01,0.01,0.01,0.01,FittestSurvivorRecombiner,,0.0
1,51.05875253677368,ES_EGW_CBI_RWS_OPC_SBM_FSR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_RouletteWheelSelector_OnePointCrosser_SamplingBasedMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,0.18792592592592586,0.1879259259259259,0.6673516483516485,0.7590860864513015,7.554470351408525e-13,0.7649054715633392,2.191343206367044,0.6648351648351649,0.745482068057499,2.2942817003969156e-14,0.7593507766723633,2.189499922251684,0.7115384615384616,0.7735731616243108,2.9229242601922227e-11,0.76837557554245,2.2444623998351583,0.6648351648351649,0.7598963953712061,2.4823552786173246e-14,0.7647683620452881,2.189499922251684,0.0,0.0,11,1,11,1000,100,200,200,1000,0.47474747474747475,0.41414141414141414,0.1111111111111111,0.0,26,100,1000,CaseBasedInitiator,RouletteWheelSelector,OnePointCrosser,,SamplingBasedMutator,,0.01,0.01,0.01,0.01,FittestSurvivorRecombiner,,0.0
1,51.05875253677368,ES_EGW_CBI_RWS_OPC_SBM_FSR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_RouletteWheelSelector_OnePointCrosser_SamplingBasedMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,0.19099999999999998,0.191,0.6700989010989012,0.7582144438052021,1.525124717955342e-12,0.7650427815914154,2.193356126497044,0.6648351648351649,0.745482068057499,2.2942817003969156e-14,0.7593507766723633,2.189499922251684,0.7115384615384616,0.7735731616243108,2.9229242601922227e-11,0.76837557554245,2.2444623998351583,0.6648351648351649,0.7598963953712061,2.4823552786173246e-14,0.7647683620452881,2.189499922251684,0.0,0.0,12,1,12,1000,100,200,200,1000,0.3883495145631068,0.4563106796116505,0.1553398058252427,0.0,26,100,1000,CaseBasedInitiator,RouletteWheelSelector,OnePointCrosser,,SamplingBasedMutator,,0.01,0.01,0.01,0.01,FittestSurvivorRecombiner,,0.0
1,51.05875253677368,ES_EGW_CBI_RWS_OPC_SBM_FSR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_RouletteWheelSelector_OnePointCrosser_SamplingBasedMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,0.1977037037037037,0.19770370370370371,0.6762609890109891,0.7562720732763293,3.166031563672522e-12,0.765343820154667,2.197876882445151,0.6648351648351649,0.7433977111412995,5.995204332975903e-15,0.7593507766723633,2.189499922251684,0.7115384615384616,0.7745104002852408,2.9229242601922227e-11,0.76837557554245,2.2536731804526324,0.6785714285714286,0.7598963953712061,2.4823552786173246e-14,0.7647683620452881,2.1913573032351836,0.0,0.0,13,1,13,1000,100,200,200,1000,0.4411764705882353,0.43137254901960786,0.12745098039215685,0.0,26,100,1000,CaseBasedInitiator,RouletteWheelSelector,OnePointCrosser,,SamplingBasedMutator,,0.01,0.01,0.01,0.01,FittestSurvivorRecombiner,,0.0
1,51.05875253677368,ES_EGW_CBI_RWS_OPC_SBM_FSR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_RouletteWheelSelector_OnePointCrosser_SamplingBasedMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,0.20648148148148146,0.2064814814814815,0.687423076923077,0.7540541389564015,6.98680835081052e-12,0.7660124916434288,2.207489707529894,0.6785714285714286,0.745479047521837,5.995204332975903e-15,0.7593507766723633,2.19136059117578,0.7170329670329669,0.7754452564149262,2.9229242601922227e-11,0.76837557554245,2.2567606288243525,0.6840659340659341,0.7523183165153126,2.4823552786173246e-14,0.7676243185997009,2.2011523742079806,0.0,0.0,14,1,14,1000,100,200,200,1000,0.3522727272727273,0.5,0.14772727272727273,0.0,26,100,1000,CaseBasedInitiator,RouletteWheelSelector,OnePointCrosser,,SamplingBasedMutator,,0.01,0.01,0.01,0.01,FittestSurvivorRecombiner,,0.0
1,51.05875253677368,ES_EGW_CBI_RWS_OPC_SBM_FSR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_RouletteWheelSelector_OnePointCrosser_SamplingBasedMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,0.20792592592592588,0.20792592592592593,0.6918516483516484,0.7603230532251869,2.3292239326766588e-08,0.7662914108633995,2.218466135732474,0.6813186813186813,0.7501766103497537,2.2942817003969156e-14,0.7593507170677185,2.2011523742079806,0.7225274725274725,0.7843318939431373,2.3277660757926992e-05,0.7683789134025574,2.271141771847069,0.6895604395604396,0.7600588814480406,9.765776069942682e-12,0.7676243185997009,2.2172436396374104,0.0,0.0,15,1,15,1000,100,200,200,1000,0.4090909090909091,0.48863636363636365,0.10227272727272728,0.0,26,100,1000,CaseBasedInitiator,RouletteWheelSelector,OnePointCrosser,,SamplingBasedMutator,,0.01,0.01,0.01,0.01,FittestSurvivorRecombiner,,0.0
1,51.05875253677368,ES_EGW_CBI_RWS_OPC_SBM_FSR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_RouletteWheelSelector_OnePointCrosser_SamplingBasedMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,0.20285185185185184,0.20285185185185184,0.6965137362637361,0.7638728919921682,1.3162795160033165e-11,0.7653044453263282,2.2256910735953954,0.6895604395604396,0.7558431263172483,2.2942817003969156e-14,0.7593507170677185,2.2172436396374104,0.7252747252747253,0.7893597394672665,2.9229242601922227e-11,0.76837557554245,2.2799831821573937,0.6923076923076923,0.7602661499511032,2.4673413916039394e-13,0.7676243185997009,2.217342204304108,0.0,0.0,16,1,16,1000,100,200,200,1000,0.38095238095238093,0.5119047619047619,0.10714285714285714,0.0,26,100,1000,CaseBasedInitiator,RouletteWheelSelector,OnePointCrosser,,SamplingBasedMutator,,0.01,0.01,0.01,0.01,FittestSurvivorRecombiner,,0.0
1,51.05875253677368,ES_EGW_CBI_RWS_OPC_SBM_FSR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_RouletteWheelSelector_OnePointCrosser_SamplingBasedMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,0.2225185185185185,0.22251851851851853,0.7037142857142857,0.7682255027945007,5.411190246600702e-12,0.7635778822302818,2.2355176707444793,0.6895604395604396,0.7558431263172483,2.2942817003969156e-14,0.7593507170677185,2.2183840006921973,0.7307692307692307,0.7919130483500483,2.9229242601922227e-11,0.76837557554245,2.2888785300350527,0.7032967032967032,0.7693079393856335,2.4823552786173246e-14,0.7639065980911255,2.2388055590669653,0.0,0.0,17,1,17,1000,100,200,200,1000,0.4019607843137255,0.5,0.09803921568627451,0.0,26,100,1000,CaseBasedInitiator,RouletteWheelSelector,OnePointCrosser,,SamplingBasedMutator,,0.01,0.01,0.01,0.01,FittestSurvivorRecombiner,,0.0
1,51.05875253677368,ES_EGW_CBI_RWS_OPC_SBM_FSR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_RouletteWheelSelector_OnePointCrosser_SamplingBasedMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,0.22140740740740744,0.22140740740740741,0.7111703296703297,0.7741221608279079,4.604778384419408e-12,0.7615334694981575,2.246825960001,0.7032967032967032,0.7672961654137715,2.1642416565502352e-14,0.7593507170677185,2.2390467728979937,0.7307692307692307,0.7919130483500483,2.9229242601922227e-11,0.7680959701538086,2.2888785300350527,0.7115384615384616,0.7735731616243108,2.2942817003969156e-14,0.7593507766723633,2.2444623998351583,0.0,0.0,18,1,18,1000,100,200,200,1000,0.41836734693877553,0.4897959183673469,0.09183673469387756,0.0,26,100,1000,CaseBasedInitiator,RouletteWheelSelector,OnePointCrosser,,SamplingBasedMutator,,0.01,0.01,0.01,0.01,FittestSurvivorRecombiner,,0.0
1,51.05875253677368,ES_EGW_CBI_RWS_OPC_SBM_FSR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_RouletteWheelSelector_OnePointCrosser_SamplingBasedMutator_FittestSurvivorRecombiner_ImprovementMeasure,1,0.22311111111111115,0.22311111111111112,0.7135054945054944,0.775744559820136,4.185369133465205e-12,0.7615495815277099,2.2507996358575255,0.7115384615384616,0.7726820273150372,5.995204332975903e-15,0.7593507170677185,2.2444623998351583,0.7307692307692307,0.7919186781631292,2.9229242601922227e-11,0.7680959701538086,2.288884159848134,0.7115384615384616,0.7735739122033418,2.2942817003969156e-14,0.7593507766723633,2.244463150414189,0.0,0.0,19,1,19,1000,100,200,200,1000,0.41509433962264153,0.4811320754716981,0.10377358490566038,0.0,26,100,1000,CaseBasedInitiator,RouletteWheelSelector,OnePointCrosser,,SamplingBasedMutator,,0.01,0.01,0.01,0.01,FittestSurvivorRecombiner,,0.0
