run,instance.duration,instance.duration_s,instance.no,iteration.mean_num_zeros,iteration.mean_num_zeros_not_adjusted,iteration.mean_sparcity,iteration.mean_similarity,iteration.mean_feasibility,iteration.mean_delta,iteration.mean_viability,iteration.min_sparcity,iteration.min_similarity,iteration.min_feasibility,iteration.min_delta,iteration.min_viability,iteration.max_sparcity,iteration.max_similarity,iteration.max_feasibility,iteration.max_delta,iteration.max_viability,iteration.median_sparcity,iteration.median_similarity,iteration.median_feasibility,iteration.median_delta,iteration.median_viability,iteration.no,row.no,row.num_cycle,row.n_population,row.n_selection,row.n_offspring,row.n_mutated,row.n_survivors,row.mutsum.DELETE,row.mutsum.INSERT,row.mutsum.CHANGE,row.mutsum.TRANSP,row.mutsum.NONE,row.operators.vocab_len,row.operators.sample_size,row.operators.evo.num_survivors,row.operators.initiator.type,row.operators.selector.type,row.operators.crosser.type,row.operators.crosser.crossover_rate,row.operators.mutator.type,row.operators.mutator.edit_rate,row.operators.mutator.p_delete,row.operators.mutator.p_insert,row.operators.mutator.p_change,row.operators.mutator.p_transp,row.operators.mutator.p_none,row.operators.recombiner.type,row.operators.recombiner.recombination_rate
1,0:02:05.410544,125.41054439544678,1,0.5185925925925924,0.5185925925925926,0.5088388278388278,0.6700980004466256,0.11585698974368296,0.9906196628808975,2.2854134809100346,0.5073260073260073,0.6680533609822691,0.0,0.9904665946960449,2.2841974316970717,0.5769230769230769,0.7204072030946373,0.12442109992456868,0.9956933856010437,2.299951943263217,0.5073260073260073,0.6680533609822691,0.11835146869275076,0.9904665946960449,2.2841974316970717,11,1,11,1000,200,400,400,1000,0.0015972222222222223,0.0019212962962962964,0.0019675925925925924,0.0021759259259259258,0.992337962962963,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5186666666666665,0.5186666666666667,0.5103516483516483,0.6721426399109821,0.11336251079461519,0.9907727310657501,2.2866295301229966,0.5073260073260073,0.6680533609822691,0.0,0.9904665946960449,2.2841974316970717,0.5769230769230769,0.7204072030946373,0.12442109992456868,0.9956933856010437,2.299951943263217,0.5073260073260073,0.671529183601079,0.11835146869275076,0.9904665946960449,2.287673254315882,12,1,12,1000,200,400,400,1000,0.0022685185185185187,0.0014583333333333334,0.002199074074074074,0.002199074074074074,0.991875,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5164444444444444,0.5164444444444445,0.5089230769230769,0.6725640862788587,0.11594804689281571,0.9908208565711976,2.2882560666659497,0.5073260073260073,0.6692998434168498,0.0,0.9904665946960449,2.287673254315882,0.5769230769230769,0.7204072030946373,0.12442109992456868,0.9956933856010437,2.299951943263217,0.5073260073260073,0.671529183601079,0.11835146869275076,0.9904665946960449,2.287673254315882,13,1,13,1000,200,400,400,1000,0.0010185185185185184,0.0016435185185185185,0.001388888888888889,0.0030787037037037037,0.9928703703703704,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5143703703703703,0.5143703703703704,0.5105201465201464,0.6735989889566383,0.11354462509288069,0.9911751184463501,2.2888388790160166,0.5073260073260073,0.6692998434168498,0.0,0.9904665946960449,2.287673254315882,0.5769230769230769,0.7204072030946373,0.12442109992456868,0.9956933856010437,2.299951943263217,0.5073260073260073,0.671529183601079,0.11835146869275076,0.9904665946960449,2.287673254315882,14,1,14,1000,200,400,400,1000,0.002037037037037037,0.0017824074074074075,0.001851851851851852,0.003287037037037037,0.9910416666666667,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.510222222222222,0.5102222222222222,0.5137142857142857,0.6756687943121976,0.10873778149301062,0.9918836421966553,2.29000450371615,0.5073260073260073,0.6692998434168498,0.0,0.9904665946960449,2.287673254315882,0.5769230769230769,0.7204072030946373,0.12442109992456868,0.9956933856010437,2.299951943263217,0.5073260073260073,0.671529183601079,0.11835146869275076,0.9904665946960449,2.287673254315882,15,1,15,1000,200,400,400,1000,0.0014583333333333334,0.0013425925925925925,0.0010648148148148149,0.003310185185185185,0.992824074074074,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5019259259259258,0.5019259259259259,0.520102564102564,0.6792807360810129,0.09953682921703416,0.9935258283615113,2.292445957762123,0.5073260073260073,0.6637693462142669,0.0,0.9904665946960449,2.287673254315882,0.5769230769230769,0.7204072030946373,0.12442109992456868,0.9956933856010437,2.299951943263217,0.5073260073260073,0.6692998434168498,0.12442109992456868,0.9937774538993835,2.2948244045668096,16,1,16,1000,200,400,400,1000,0.0016203703703703703,0.001574074074074074,0.001851851851851852,0.0033333333333333335,0.9916203703703703,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5185185185185184,0.5185185185185185,0.5073260073260073,0.6699561683699898,0.12442109992456872,0.9937774538993835,2.2954807295199497,0.5073260073260073,0.6692998434168498,0.12442109992456868,0.9937774538993835,2.2948244045668096,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,0.5073260073260073,0.6692998434168498,0.12442109992456868,0.9937774538993835,2.2948244045668096,17,1,17,1000,200,400,400,1000,0.001875,0.0021759259259259258,0.0022685185185185187,0.002916666666666667,0.9907638888888889,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5185185185185184,0.5185185185185185,0.5073260073260073,0.6706124933231301,0.12442109992456872,0.9937774538993835,2.29613705447309,0.5073260073260073,0.6692998434168498,0.12442109992456868,0.9937774538993835,2.2948244045668096,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,0.5073260073260073,0.6692998434168498,0.12442109992456868,0.9937774538993835,2.2948244045668096,18,1,18,1000,200,400,400,1000,0.001875,0.0016435185185185185,0.002037037037037037,0.0038657407407407408,0.9905787037037037,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5185185185185184,0.5185185185185185,0.5073260073260073,0.6719251432294105,0.12442109992456872,0.9937774538993835,2.2974497043793707,0.5073260073260073,0.6692998434168498,0.12442109992456868,0.9937774538993835,2.2948244045668096,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,19,1,19,1000,200,400,400,1000,0.0016435185185185185,0.002013888888888889,0.0016666666666666668,0.003148148148148148,0.9915277777777778,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5185185185185184,0.5185185185185185,0.5073260073260073,0.6744273821132574,0.12442109992456872,0.9937774538993835,2.299951943263217,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,20,1,20,1000,200,400,400,1000,0.0015046296296296296,0.0027314814814814814,0.0015972222222222223,0.0028703703703703703,0.9912962962962963,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5185185185185184,0.5185185185185185,0.5073260073260073,0.6744273821132574,0.12442109992456872,0.9937774538993835,2.299951943263217,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,21,1,21,1000,200,400,400,1000,0.0023148148148148147,0.0018055555555555555,0.0026157407407407405,0.0021527777777777778,0.9911111111111112,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5185185185185184,0.5185185185185185,0.5073260073260073,0.6744273821132574,0.12442109992456872,0.9937774538993835,2.299951943263217,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,22,1,22,1000,200,400,400,1000,0.002037037037037037,0.001990740740740741,0.0018055555555555555,0.0038425925925925928,0.9903240740740741,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5185185185185184,0.5185185185185185,0.5073260073260073,0.6744273821132574,0.12442109992456872,0.9937774538993835,2.299951943263217,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,23,1,23,1000,200,400,400,1000,0.0013425925925925925,0.0019675925925925924,0.0022453703703703702,0.0034027777777777776,0.9910416666666667,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5185185185185184,0.5185185185185185,0.5073287545787546,0.6744174205046277,0.12444684052093212,0.9937801661491394,2.299973181753454,0.5073260073260073,0.6644657734835385,0.12442109992456868,0.9937774538993835,2.299951943263217,0.51007326007326,0.6744273821132573,0.15016169628796205,0.9964897036552429,2.3211904335000035,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,24,1,24,1000,200,400,400,1000,0.0024074074074074076,0.0024074074074074076,0.0022685185185185187,0.0030324074074074073,0.9898842592592593,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5185185185185184,0.5185185185185185,0.5073315018315018,0.674407458895998,0.1244725811172955,0.9937828783988952,2.299994420243691,0.5073260073260073,0.6644657734835385,0.12442109992456868,0.9937774538993835,2.299951943263217,0.51007326007326,0.6744273821132573,0.15016169628796205,0.9964897036552429,2.3211904335000035,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,25,1,25,1000,200,400,400,1000,0.0019212962962962964,0.002199074074074074,0.0016898148148148148,0.0029861111111111113,0.9912037037037037,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5185185185185184,0.5185185185185185,0.5073369963369964,0.6743875356787387,0.1245240623100223,0.993788302898407,2.300036897224164,0.5073260073260073,0.6644657734835385,0.12442109992456868,0.9937774538993835,2.299951943263217,0.51007326007326,0.6744273821132573,0.15016169628796205,0.9964897036552429,2.3211904335000035,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,26,1,26,1000,200,400,400,1000,0.0018287037037037037,0.001574074074074074,0.0015509259259259259,0.003935185185185185,0.9911111111111112,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5185185185185184,0.5185185185185185,0.5073479853479853,0.6743476892442197,0.12462702469547589,0.9937991518974304,2.300121851185111,0.5073260073260073,0.6644657734835385,0.12442109992456868,0.9937774538993835,2.299951943263217,0.51007326007326,0.6744273821132573,0.15016169628796205,0.9964897036552429,2.3211904335000035,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,27,1,27,1000,200,400,400,1000,0.001875,0.0019444444444444444,0.001736111111111111,0.002824074074074074,0.9916203703703703,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5185185185185184,0.5185185185185185,0.5073699633699633,0.674267996375182,0.12483294946638301,0.9938208498954773,2.300291759107006,0.5073260073260073,0.6644657734835385,0.12442109992456868,0.9937774538993835,2.299951943263217,0.51007326007326,0.6744273821132573,0.15016169628796205,0.9964897036552429,2.3211904335000035,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,28,1,28,1000,200,400,400,1000,0.0016203703703703703,0.001875,0.0016898148148148148,0.003287037037037037,0.9915277777777778,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5185185185185184,0.5185185185185185,0.5074258241758242,0.6740377042860494,0.1253723044499269,0.9938696735501289,2.3007055064619295,0.5073260073260073,0.6547777399958954,0.12442109992456868,0.9937744140625,2.299951943263217,0.510989010989011,0.6744273821132573,0.16390666888218997,0.9964897036552429,2.3269130769697064,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,29,1,29,1000,200,400,400,1000,0.001574074074074074,0.001574074074074074,0.0024074074074074076,0.0034953703703703705,0.9909490740740741,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5185185185185184,0.5185185185185185,0.5075494505494506,0.6735569467123598,0.12658250988299366,0.9939407821297646,2.3016296892745687,0.5073260073260073,0.6547777399958954,0.12442109992456868,0.970849335193634,2.299951943263217,0.510989010989011,0.6744273821132573,0.16390666888218997,0.9977200031280518,2.3269130769697064,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,30,1,30,1000,200,400,400,1000,0.001990740740740741,0.0015509259259259259,0.0018287037037037037,0.0030324074074074073,0.9915972222222222,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5185185185185184,0.5185185185185185,0.5078021978021978,0.6723690920825705,0.12911664144750024,0.994111294567585,2.3033992258998532,0.5073260073260073,0.6390736621455771,0.12442109992456868,0.970849335193634,2.299951943263217,0.510989010989011,0.6744273821132573,0.16542966062456613,0.9978100657463074,2.3269130769697064,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,31,1,31,1000,200,400,400,1000,0.0014814814814814814,0.001736111111111111,0.0019444444444444444,0.0033796296296296296,0.9914583333333333,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5185185185185184,0.5185185185185185,0.5083150183150182,0.6699137223230298,0.13434510611133668,0.994465570628643,2.3070394173780278,0.5073260073260073,0.6390736621455771,0.12442109992456868,0.970849335193634,2.299951943263217,0.510989010989011,0.6744273821132573,0.17468872131761587,0.9978100657463074,2.3269130769697064,0.5073260073260073,0.6744273821132573,0.12442109992456868,0.9937774538993835,2.299951943263217,32,1,32,1000,200,400,400,1000,0.0015046296296296296,0.0015046296296296296,0.0016898148148148148,0.003912037037037037,0.9913888888888889,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5185185185185184,0.5185185185185185,0.5095009157509157,0.664325422443912,0.14649353999220385,0.995275862455368,2.3155957406423995,0.5073260073260073,0.6390736621455771,0.12442109992456868,0.970849335193634,2.299951943263217,0.510989010989011,0.6744273821132573,0.17468872131761587,0.9978100657463074,2.3322428574103116,0.51007326007326,0.6644657734835385,0.15016169628796205,0.9964897036552429,2.3211904335000035,33,1,33,1000,200,400,400,1000,0.0017592592592592592,0.0016898148148148148,0.0020833333333333333,0.004976851851851852,0.9894907407407407,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5185185185185184,0.5185185185185185,0.5101126373626373,0.6639419439525718,0.1519760717827084,0.9961321776509285,2.322162830748846,0.5082417582417582,0.6422161615134525,0.15016169628796205,0.9937744140625,2.3211904335000035,0.510989010989011,0.6686211041592899,0.17468872131761587,0.9977219104766846,2.3322428574103116,0.51007326007326,0.6644657734835385,0.15016169628796205,0.9964897036552429,2.3211904335000035,34,1,34,1000,200,400,400,1000,0.001875,0.0014583333333333334,0.0019212962962962964,0.004097222222222223,0.9906481481481482,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
