run,instance.duration,instance.duration_s,instance.no,iteration.mean_num_zeros,iteration.mean_num_zeros_not_adjusted,iteration.mean_sparcity,iteration.mean_similarity,iteration.mean_feasibility,iteration.mean_delta,iteration.mean_viability,iteration.min_sparcity,iteration.min_similarity,iteration.min_feasibility,iteration.min_delta,iteration.min_viability,iteration.max_sparcity,iteration.max_similarity,iteration.max_feasibility,iteration.max_delta,iteration.max_viability,iteration.median_sparcity,iteration.median_similarity,iteration.median_feasibility,iteration.median_delta,iteration.median_viability,iteration.no,row.no,row.num_cycle,row.n_population,row.n_selection,row.n_offspring,row.n_mutated,row.n_survivors,row.mutsum.DELETE,row.mutsum.INSERT,row.mutsum.CHANGE,row.mutsum.TRANSP,row.mutsum.NONE,row.operators.vocab_len,row.operators.sample_size,row.operators.evo.num_survivors,row.operators.initiator.type,row.operators.selector.type,row.operators.crosser.type,row.operators.crosser.crossover_rate,row.operators.mutator.type,row.operators.mutator.edit_rate,row.operators.mutator.p_delete,row.operators.mutator.p_insert,row.operators.mutator.p_change,row.operators.mutator.p_transp,row.operators.mutator.p_none,row.operators.recombiner.type,row.operators.recombiner.recombination_rate
1,0:02:05.410544,125.41054439544678,1,0.2970378175857628,0.2970378175857628,0.5072951284753181,0.6687391367680878,0.03789125398298277,0.5957030550320608,1.8096285742584495,0.27564102564102577,0.5232169130810078,0.0,0.33333030343055725,1.2444257562385856,0.6098901098901099,0.7387821391793292,0.2840451995656819,0.998842179775238,2.2841974316970717,0.532051282051282,0.6826993226191381,0.0,0.3334319293498993,1.7323149417881334,1,1,1,500,200,400,400,949,0.0018981481481481482,0.0034027777777777776,0.000787037037037037,0.0032407407407407406,0.9906712962962962,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.246,0.246,0.45295879120879123,0.6354283311185955,0.022745798713559452,0.9399620614051819,2.051094982446128,0.27564102564102577,0.5232169130810078,0.0,0.33333107829093933,1.7772440006097538,0.576007326007326,0.7267925704354916,0.2840451995656819,0.998842179775238,2.2841974316970717,0.45009157509157505,0.6363590765430215,0.0,0.9987726211547852,2.0588355506416116,2,1,2,949,200,400,400,1000,0.0029861111111111113,0.0024074074074074076,0.0009490740740740741,0.003287037037037037,0.9903703703703703,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.27055555555555555,0.27055555555555555,0.4873827838827839,0.6574655274845341,0.012294578695594634,0.9939378417134285,2.151080731776341,0.4340659340659341,0.6191345469835312,0.0,0.9081642031669617,2.0803098759549163,0.5741758241758241,0.7174243243914247,0.11835146869275076,0.9988420605659485,2.2841974316970717,0.48351648351648346,0.6537954053596065,0.0,0.9987323880195618,2.136504891141632,3,1,3,1000,200,400,400,1000,0.0019444444444444444,0.002337962962962963,0.0008333333333333334,0.003148148148148148,0.9917361111111112,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.3227407407407407,0.3227407407407407,0.5112811355311355,0.6734859291574018,0.0188346580839642,0.9933269492387772,2.196928672011279,0.4551282051282052,0.6347133360564716,0.0,0.951943576335907,2.1429765343595237,0.5741758241758241,0.7174243243914247,0.11835146869275076,0.9988420605659485,2.2841974316970717,0.5064102564102564,0.6725556486221418,0.0,0.9980965256690979,2.193306314962852,4,1,4,1000,200,400,400,1000,0.0028472222222222223,0.0019444444444444444,0.0009490740740740741,0.004027777777777778,0.9902314814814814,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.3814074074074074,0.3814074074074074,0.5259807692307693,0.6820194114830868,0.031272660569682253,0.9923322418928147,2.231605083176353,0.4706959706959707,0.6343235396822351,0.0,0.968174934387207,2.193788609285529,0.5741758241758241,0.7174243243914247,0.11835146869275076,0.9988408088684082,2.2841974316970717,0.5338827838827838,0.6814576404592964,0.0,0.9973254203796387,2.2283443101797995,5,1,5,1000,200,400,400,1000,0.001875,0.0020833333333333333,0.0016203703703703703,0.0042824074074074075,0.9901388888888889,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.4142962962962963,0.4142962962962963,0.5283782051282051,0.6844589351421777,0.04804320661075345,0.9915713201165199,2.2524516669976564,0.4734432234432234,0.6281176470048002,0.0,0.9673811793327332,2.2294079041583723,0.575091575091575,0.7174243243914247,0.1296980306253374,0.9988225102424622,2.2841974316970717,0.5206043956043955,0.6737221223792788,0.0416550999644549,0.9973254203796387,2.258157730760507,6,1,6,1000,200,400,400,1000,0.0019212962962962964,0.0023148148148148147,0.0011805555555555556,0.0029861111111111113,0.9915972222222222,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.48214814814814805,0.48214814814814816,0.5258333333333333,0.6842040757943327,0.0691602503668162,0.988758698284626,2.267956357779109,0.49725274725274726,0.6505049079813857,0.0,0.9673811793327332,2.258157730760507,0.5769230769230769,0.7174243243914247,0.12442109992456868,0.9980754852294922,2.2948244045668096,0.5073260073260073,0.6695485298438889,0.09536149147522009,0.9904665946960449,2.2603835083319685,7,1,7,1000,200,400,400,1000,0.0024074074074074076,0.0022453703703703702,0.001712962962962963,0.0032407407407407406,0.9903935185185185,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.4968888888888888,0.4968888888888889,0.519540293040293,0.6797751436871841,0.08783356210472044,0.9897903054952621,2.27693930432746,0.49725274725274726,0.6505049079813857,0.0,0.9673811793327332,2.2603835083319685,0.5769230769230769,0.7174243243914247,0.12442109992456868,0.9973254203796387,2.2948244045668096,0.5073260073260073,0.6680533609822691,0.11835146869275076,0.9904665946960449,2.2841974316970717,8,1,8,1000,200,400,400,1000,0.0021296296296296298,0.0028703703703703703,0.0015046296296296296,0.0037731481481481483,0.9897222222222222,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5185185185185184,0.5185185185185185,0.5076694139194139,0.6682930166838182,0.11778398987421425,0.9905011906027794,2.284247611080226,0.5073260073260073,0.6680533609822691,0.0,0.9904665946960449,2.2841974316970717,0.5769230769230769,0.7204072030946373,0.12442109992456868,0.9956933856010437,2.2948244045668096,0.5073260073260073,0.6680533609822691,0.11835146869275076,0.9904665946960449,2.2841974316970717,9,1,9,1000,200,400,400,1000,0.0020833333333333333,0.0017824074074074075,0.0023148148148148147,0.003587962962962963,0.9902314814814814,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
1,0:02:05.410544,125.41054439544678,1,0.5185185185185184,0.5185185185185185,0.5080128205128205,0.6685326723853673,0.11721651105567775,0.9905357865095139,2.28429779046338,0.5073260073260073,0.6680533609822691,0.0,0.9904665946960449,2.2841974316970717,0.5769230769230769,0.7204072030946373,0.12442109992456868,0.9956933856010437,2.2948244045668096,0.5073260073260073,0.6680533609822691,0.11835146869275076,0.9904665946960449,2.2841974316970717,10,1,10,1000,200,400,400,1000,0.001736111111111111,0.001712962962962963,0.002013888888888889,0.0037962962962962963,0.9907407407407407,35,200,1000,DistributionBasedInitiator,RouletteWheelSelector,TwoPointCrosser,,DataDistributionMutator,0.1,0.1,0.1,0.1,0.1,0.6,FittestSurvivorRecombiner,
