run,instance.duration_sec,instance.short_name,instance.full_name,instance.no,iteration.mean_num_zeros,iteration.mean_num_zeros_not_adjusted,iteration.mean_sparcity,iteration.mean_similarity,iteration.mean_feasibility,iteration.mean_delta,iteration.mean_viability,iteration.min_sparcity,iteration.min_similarity,iteration.min_feasibility,iteration.min_delta,iteration.min_viability,iteration.max_sparcity,iteration.max_similarity,iteration.max_feasibility,iteration.max_delta,iteration.max_viability,iteration.median_sparcity,iteration.median_similarity,iteration.median_feasibility,iteration.median_delta,iteration.median_viability,iteration.mean_pred_outcome,iteration.target_outcome,iteration.no,row.no,row.num_cycle,row.n_population,row.n_selection,row.n_offspring,row.n_mutated,row.n_survivors,row.mutsum.DELETE,row.mutsum.INSERT,row.mutsum.CHANGE,row.mutsum.TRANSP,row.operators.vocab_len,row.operators.sample_size,row.operators.evo.num_survivors,row.operators.initiator.type,row.operators.selector.type,row.operators.crosser.type,row.operators.crosser.crossover_rate,row.operators.mutator.type,row.operators.mutator.edit_rate,row.operators.mutator.p_delete,row.operators.mutator.p_insert,row.operators.mutator.p_change,row.operators.mutator.p_transp,row.operators.recombiner.type,row.operators.recombiner.recombination_rate,row.avg_outcome
1,71.12537884712219,ES_EGW_CBI_ES_UC3_SBM_RR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_ElitismSelector_UniformCrosser3_SamplingBasedMutator_RankedRecombiner_ImprovementMeasure,1,0.3297037037037037,0.3297037037037037,0.5252527472527472,0.6309573989634429,0.0015062180021978302,0.7068267124146224,1.8645430766330104,0.3076923076923077,0.46985364550437336,6.543359426402124e-10,0.2294553965330124,1.231657253561744,0.6620879120879122,0.7314590578822918,0.13838298109371872,0.7684964537620544,2.141413682319576,0.5219780219780219,0.6304972321227555,4.58781010084373e-08,0.7680959701538086,1.893087074543768,0.106,0.0,11,1,11,1000,100,200,200,1000,0.39325842696629215,0.4044943820224719,0.20224719101123595,0.0,26,100,1000,CaseBasedInitiator,ElitismSelector,UniformCrosser3,0.3,SamplingBasedMutator,,0.01,0.01,0.01,0.01,RankedRecombiner,,0.0
1,71.12537884712219,ES_EGW_CBI_ES_UC3_SBM_RR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_ElitismSelector_UniformCrosser3_SamplingBasedMutator_RankedRecombiner_ImprovementMeasure,1,0.31925925925925924,0.31925925925925924,0.5292032967032967,0.6329910338796263,0.0015262478142415018,0.7108156593590975,1.8745362377562622,0.3076923076923077,0.46985364550437336,1.877698298442863e-09,0.2294553965330124,1.231657253561744,0.6620879120879122,0.7314590578822918,0.13838298109371872,0.7684963345527649,2.141413682319576,0.5274725274725275,0.6328943080913491,1.0608486904795126e-07,0.7681549787521362,1.9033702006056026,0.104,0.0,12,1,12,1000,100,200,200,1000,0.49523809523809526,0.3619047619047619,0.14285714285714285,0.0,26,100,1000,CaseBasedInitiator,ElitismSelector,UniformCrosser3,0.3,SamplingBasedMutator,,0.01,0.01,0.01,0.01,RankedRecombiner,,0.0
1,71.12537884712219,ES_EGW_CBI_ES_UC3_SBM_RR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_ElitismSelector_UniformCrosser3_SamplingBasedMutator_RankedRecombiner_ImprovementMeasure,1,0.31111111111111106,0.3111111111111111,0.5361675824175824,0.6377066240585263,0.001564108635258641,0.7136594356447459,1.889097750756113,0.33791208791208793,0.5077725835615556,4.726040578159358e-09,0.2294553965330124,1.231657253561744,0.6648351648351649,0.7314590578822918,0.13838298109371872,0.768498420715332,2.141413682319576,0.5343406593406593,0.6391202731011667,2.0449367181493548e-07,0.7682136595249176,1.9174842237714051,0.097,0.0,13,1,13,1000,100,200,200,1000,0.3978494623655914,0.3870967741935484,0.21505376344086022,0.0,26,100,1000,CaseBasedInitiator,ElitismSelector,UniformCrosser3,0.3,SamplingBasedMutator,,0.01,0.01,0.01,0.01,RankedRecombiner,,0.0
1,71.12537884712219,ES_EGW_CBI_ES_UC3_SBM_RR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_ElitismSelector_UniformCrosser3_SamplingBasedMutator_RankedRecombiner_ImprovementMeasure,1,0.3035185185185185,0.3035185185185185,0.5435851648351648,0.6421084606170111,0.001694791547850141,0.7181334558278322,1.9055218728278582,0.33791208791208793,0.5077725835615556,1.1802106400504555e-08,0.2294553965330124,1.3300904950224415,0.6758241758241759,0.7314590578822918,0.13838298109371872,0.768498420715332,2.1531253264740196,0.5412087912087913,0.6442244072827725,3.465827577086749e-07,0.7683154940605164,1.9353523534713046,0.089,0.0,14,1,14,1000,100,200,200,1000,0.4752475247524752,0.4158415841584158,0.10891089108910891,0.0,26,100,1000,CaseBasedInitiator,ElitismSelector,UniformCrosser3,0.3,SamplingBasedMutator,,0.01,0.01,0.01,0.01,RankedRecombiner,,0.0
1,71.12537884712219,ES_EGW_CBI_ES_UC3_SBM_RR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_ElitismSelector_UniformCrosser3_SamplingBasedMutator_RankedRecombiner_ImprovementMeasure,1,0.2935925925925926,0.29359259259259257,0.5497884615384614,0.6462776316036074,0.001699062153909918,0.7204856649041176,1.9182508202000967,0.33791208791208793,0.5077725835615556,2.512667956719908e-08,0.2294553965330124,1.3300904950224415,0.6813186813186813,0.7325484712423362,0.13838298109371872,0.768498420715332,2.1764686633941572,0.5494505494505495,0.6490219572739624,5.926989303268838e-07,0.7683830261230469,1.9476319494502623,0.094,0.0,15,1,15,1000,100,200,200,1000,0.3793103448275862,0.47126436781609193,0.14942528735632185,0.0,26,100,1000,CaseBasedInitiator,ElitismSelector,UniformCrosser3,0.3,SamplingBasedMutator,,0.01,0.01,0.01,0.01,RankedRecombiner,,0.0
1,71.12537884712219,ES_EGW_CBI_ES_UC3_SBM_RR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_ElitismSelector_UniformCrosser3_SamplingBasedMutator_RankedRecombiner_ImprovementMeasure,1,0.28844444444444445,0.28844444444444445,0.5575082417582417,0.6507796471718993,0.0017015334261331794,0.72284358073771,1.9328330030939844,0.33791208791208793,0.5077725835615556,4.504619521351939e-08,0.2294553965330124,1.3643119471841247,0.6758241758241759,0.7325484712423362,0.13838298109371872,0.768498420715332,2.1764686633941572,0.5590659340659341,0.6548946850294208,1.0417310235131911e-06,0.7684185802936554,1.9632406965028562,0.088,0.0,16,1,16,1000,100,200,200,1000,0.47191011235955055,0.3707865168539326,0.15730337078651685,0.0,26,100,1000,CaseBasedInitiator,ElitismSelector,UniformCrosser3,0.3,SamplingBasedMutator,,0.01,0.01,0.01,0.01,RankedRecombiner,,0.0
1,71.12537884712219,ES_EGW_CBI_ES_UC3_SBM_RR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_ElitismSelector_UniformCrosser3_SamplingBasedMutator_RankedRecombiner_ImprovementMeasure,1,0.28151851851851856,0.2815185185185185,0.5654395604395605,0.6561049076340209,0.0017063694956650421,0.7260651634335518,1.9493160010027981,0.33791208791208793,0.5077725835615556,9.180300967931075e-08,0.2294553965330124,1.3643119471841247,0.6895604395604396,0.7444274958962176,0.13838298109371872,0.768498420715332,2.2016123841531603,0.5686813186813187,0.6613170987398165,1.7492357527999921e-06,0.7684227824211121,1.9860437998477427,0.082,0.0,17,1,17,1000,100,200,200,1000,0.4666666666666667,0.3904761904761905,0.14285714285714285,0.0,26,100,1000,CaseBasedInitiator,ElitismSelector,UniformCrosser3,0.3,SamplingBasedMutator,,0.01,0.01,0.01,0.01,RankedRecombiner,,0.0
1,71.12537884712219,ES_EGW_CBI_ES_UC3_SBM_RR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_ElitismSelector_UniformCrosser3_SamplingBasedMutator_RankedRecombiner_ImprovementMeasure,1,0.27825925925925926,0.27825925925925926,0.5713269230769231,0.660368136642429,0.001708137977293662,0.7254578067064286,1.9588610044030743,0.33791208791208793,0.5077725835615556,1.659922806247925e-07,0.2294553965330124,1.3643119471841247,0.6978021978021978,0.7545672351240555,0.13838298109371872,0.768498420715332,2.219995026506507,0.5741758241758241,0.6641757186164566,2.5246944914892502e-06,0.7684227824211121,1.995888373432067,0.085,0.0,18,1,18,1000,100,200,200,1000,0.4230769230769231,0.41346153846153844,0.16346153846153846,0.0,26,100,1000,CaseBasedInitiator,ElitismSelector,UniformCrosser3,0.3,SamplingBasedMutator,,0.01,0.01,0.01,0.01,RankedRecombiner,,0.0
1,71.12537884712219,ES_EGW_CBI_ES_UC3_SBM_RR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_ElitismSelector_UniformCrosser3_SamplingBasedMutator_RankedRecombiner_ImprovementMeasure,1,0.2754074074074074,0.27540740740740743,0.5788269230769231,0.6653355677813877,0.0017105295700400212,0.7262404285669327,1.9721134489952834,0.33791208791208793,0.5077725835615556,2.975656073483154e-07,0.2294553965330124,1.3643119471841247,0.6978021978021978,0.7545672351240555,0.13838298109371872,0.768498420715332,2.219995026506507,0.5824175824175823,0.6701726939217878,3.591534231716512e-06,0.7683987617492676,2.0064445124039607,0.082,0.0,19,1,19,1000,100,200,200,1000,0.44954128440366975,0.41284403669724773,0.13761467889908258,0.0,26,100,1000,CaseBasedInitiator,ElitismSelector,UniformCrosser3,0.3,SamplingBasedMutator,,0.01,0.01,0.01,0.01,RankedRecombiner,,0.0
1,71.12537884712219,ES_EGW_CBI_ES_UC3_SBM_RR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_ElitismSelector_UniformCrosser3_SamplingBasedMutator_RankedRecombiner_ImprovementMeasure,1,0.2715925925925926,0.2715925925925926,0.5857472527472528,0.6698518572370363,0.0017243434802267697,0.7275048360228539,1.9848282894873697,0.33791208791208793,0.5077725835615556,5.328973706796508e-07,0.2294553965330124,1.3643119471841247,0.6978021978021978,0.7545672351240555,0.13838298109371872,0.768498420715332,2.219995026506507,0.5906593406593407,0.6764137907046464,5.057028049241922e-06,0.7683306336402893,2.019848271686894,0.082,0.0,20,1,20,1000,100,200,200,1000,0.4158415841584158,0.4752475247524752,0.10891089108910891,0.0,26,100,1000,CaseBasedInitiator,ElitismSelector,UniformCrosser3,0.3,SamplingBasedMutator,,0.01,0.01,0.01,0.01,RankedRecombiner,,0.0
1,71.12537884712219,ES_EGW_CBI_ES_UC3_SBM_RR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_ElitismSelector_UniformCrosser3_SamplingBasedMutator_RankedRecombiner_ImprovementMeasure,1,0.2684814814814815,0.2684814814814815,0.5909697802197802,0.6737521662512316,0.0017301690772917062,0.7296754717230797,1.996127587271383,0.33791208791208793,0.5077725835615556,9.204298618636372e-07,0.2294553965330124,1.3643119471841247,0.7115384615384616,0.7657132093232368,0.13838298109371872,0.7684979438781738,2.2448818246465723,0.5961538461538461,0.6800851573912041,7.0605612488016394e-06,0.7681951820850372,2.030715700446426,0.077,0.0,21,1,21,1000,100,200,200,1000,0.2828282828282828,0.5656565656565656,0.15151515151515152,0.0,26,100,1000,CaseBasedInitiator,ElitismSelector,UniformCrosser3,0.3,SamplingBasedMutator,,0.01,0.01,0.01,0.01,RankedRecombiner,,0.0
1,71.12537884712219,ES_EGW_CBI_ES_UC3_SBM_RR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_ElitismSelector_UniformCrosser3_SamplingBasedMutator_RankedRecombiner_ImprovementMeasure,1,0.26418518518518525,0.2641851851851852,0.5980467032967033,0.6786814995399156,0.0017368126531137375,0.7340331799834967,2.0124981954732295,0.33791208791208793,0.5077725835615556,1.613771184352728e-06,0.2294553965330124,1.3643119471841247,0.7115384615384616,0.7657132093232368,0.13838298109371872,0.7684979438781738,2.2448818246465723,0.6043956043956045,0.6847938188133688,1.0954382442411075e-05,0.7680959701538086,2.045837207107682,0.072,0.0,22,1,22,1000,100,200,200,1000,0.37333333333333335,0.4666666666666667,0.16,0.0,26,100,1000,CaseBasedInitiator,ElitismSelector,UniformCrosser3,0.3,SamplingBasedMutator,,0.01,0.01,0.01,0.01,RankedRecombiner,,0.0
1,71.12537884712219,ES_EGW_CBI_ES_UC3_SBM_RR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_ElitismSelector_UniformCrosser3_SamplingBasedMutator_RankedRecombiner_ImprovementMeasure,1,0.2612962962962963,0.2612962962962963,0.6040961538461538,0.6832479277323935,0.0017497849916437833,0.7374332375526428,2.0265271041228337,0.33791208791208793,0.5077725835615556,2.5299282920880595e-06,0.2294553965330124,1.3643119471841247,0.7197802197802198,0.7657132093232368,0.13838298109371872,0.7684975266456604,2.2472702781103546,0.6098901098901099,0.6906837160012067,1.587160518810772e-05,0.7680959701538086,2.0617994349369635,0.062,0.0,23,1,23,1000,100,200,200,1000,0.3333333333333333,0.5428571428571428,0.12380952380952381,0.0,26,100,1000,CaseBasedInitiator,ElitismSelector,UniformCrosser3,0.3,SamplingBasedMutator,,0.01,0.01,0.01,0.01,RankedRecombiner,,0.0
1,71.12537884712219,ES_EGW_CBI_ES_UC3_SBM_RR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_ElitismSelector_UniformCrosser3_SamplingBasedMutator_RankedRecombiner_ImprovementMeasure,1,0.257,0.257,0.6113076923076923,0.6885408331622322,0.001758357930453879,0.7399644612669944,2.0415713446673727,0.42307692307692313,0.5491346513419864,4.027946354313599e-06,0.2294553965330124,1.3643119471841247,0.7280219780219781,0.7696825923771499,0.13838298109371872,0.7684975266456604,2.2592439441047585,0.6195054945054945,0.6962872758588929,2.21006647592574e-05,0.7680959701538086,2.0758786264047377,0.059,0.0,24,1,24,1000,100,200,200,1000,0.42105263157894735,0.4342105263157895,0.14473684210526316,0.0,26,100,1000,CaseBasedInitiator,ElitismSelector,UniformCrosser3,0.3,SamplingBasedMutator,,0.01,0.01,0.01,0.01,RankedRecombiner,,0.0
1,71.12537884712219,ES_EGW_CBI_ES_UC3_SBM_RR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_ElitismSelector_UniformCrosser3_SamplingBasedMutator_RankedRecombiner_ImprovementMeasure,1,0.25533333333333336,0.25533333333333336,0.615934065934066,0.6922828175489613,0.0017657370163153194,0.7406560754925012,2.0506386959918435,0.42307692307692313,0.5491346513419864,5.697817338646753e-06,0.2294553965330124,1.3643119471841247,0.7280219780219781,0.7665348067380747,0.13838298109371872,0.7684975266456604,2.258867694101151,0.6236263736263736,0.6986096336412151,2.833359752899097e-05,0.7680959701538086,2.082899944689114,0.056,0.0,25,1,25,1000,100,200,200,1000,0.43820224719101125,0.449438202247191,0.11235955056179775,0.0,26,100,1000,CaseBasedInitiator,ElitismSelector,UniformCrosser3,0.3,SamplingBasedMutator,,0.01,0.01,0.01,0.01,RankedRecombiner,,0.0
1,71.12537884712219,ES_EGW_CBI_ES_UC3_SBM_RR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_ElitismSelector_UniformCrosser3_SamplingBasedMutator_RankedRecombiner_ImprovementMeasure,1,0.2534074074074074,0.2534074074074074,0.6213983516483517,0.6963816608383451,0.0017738074702326803,0.7413479793518781,2.060901799308808,0.42307692307692313,0.5491346513419864,7.501618719898889e-06,0.2294553965330124,1.3643119471841247,0.7280219780219781,0.7674020945181937,0.13838298109371872,0.7684975266456604,2.258867694101151,0.6291208791208791,0.7032353404778777,3.403068265550351e-05,0.7680959701538086,2.0947596378732367,0.054,0.0,26,1,26,1000,100,200,200,1000,0.3564356435643564,0.48514851485148514,0.15841584158415842,0.0,26,100,1000,CaseBasedInitiator,ElitismSelector,UniformCrosser3,0.3,SamplingBasedMutator,,0.01,0.01,0.01,0.01,RankedRecombiner,,0.0
1,71.12537884712219,ES_EGW_CBI_ES_UC3_SBM_RR_IM,EvolutionaryStrategy_EvoGeneratorWrapper_CaseBasedInitiator_ElitismSelector_UniformCrosser3_SamplingBasedMutator_RankedRecombiner_ImprovementMeasure,1,0.25288888888888883,0.2528888888888889,0.627598901098901,0.7010108029531841,0.0017857050219417827,0.74133404122293,2.071729450296957,0.42307692307692313,0.5491346513419864,1.0311666415387309e-05,0.2294553965330124,1.3643119471841247,0.7417582417582418,0.776305122775339,0.13838298109371872,0.7684975266456604,2.2768816514648504,0.6373626373626373,0.7087532401092559,4.141241415389373e-05,0.7680959701538086,2.104273488125884,0.05,0.0,27,1,27,1000,100,200,200,1000,0.45121951219512196,0.4024390243902439,0.14634146341463414,0.0,26,100,1000,CaseBasedInitiator,ElitismSelector,UniformCrosser3,0.3,SamplingBasedMutator,,0.01,0.01,0.01,0.01,RankedRecombiner,,0.0
