run,instance.duration,instance.duration_s,instance.no,iteration.mean_num_zeros,iteration.mean_num_zeros_not_adjusted,iteration.mean_sparcity,iteration.mean_similarity,iteration.mean_feasibility,iteration.mean_delta,iteration.mean_viability,iteration.min_sparcity,iteration.min_similarity,iteration.min_feasibility,iteration.min_delta,iteration.min_viability,iteration.max_sparcity,iteration.max_similarity,iteration.max_feasibility,iteration.max_delta,iteration.max_viability,iteration.median_sparcity,iteration.median_similarity,iteration.median_feasibility,iteration.median_delta,iteration.median_viability,iteration.mean_pred_outcome,iteration.target_outcome,iteration.no,row.no,row.num_cycle,row.n_population,row.n_selection,row.n_offspring,row.n_mutated,row.n_survivors,row.mutsum.DELETE,row.mutsum.INSERT,row.mutsum.CHANGE,row.operators.vocab_len,row.operators.sample_size,row.operators.evo.num_survivors,row.operators.initiator.type,row.operators.selector.type,row.operators.crosser.type,row.operators.crosser.crossover_rate,row.operators.mutator.type,row.operators.mutator.edit_rate,row.operators.mutator.p_delete,row.operators.mutator.p_insert,row.operators.mutator.p_change,row.operators.recombiner.type,row.operators.recombiner.recombination_rate,row.avg_outcome
1,0:01:14.142048,74.1420476436615,1,0.34303703703703703,0.34303703703703703,0.4503150183150184,0.5979515488718051,0.008585908013748932,0.9166685187290423,1.9735209939296146,0.28296703296703296,0.4568096389784496,0.0,0.006181637290865183,0.991656330378266,0.5998168498168498,0.7133610031299211,0.2914950420269649,0.9988430142402649,2.5389780088148823,0.44780219780219777,0.5968164976043965,0.0,0.9988002181053162,2.0185812737198825,0.113,0.0,1,1,1,600,200,400,400,1000,0.3108487914558741,0.42945474985947163,0.2596964586846543,35,200,1000,SamplingBasedInitiator,ElitismSelector,OnePointCrosser,,SamplingBasedMutator,0.1,0.14,0.21,0.23,RankedRecombiner,,0.0
1,0:01:14.142048,74.1420476436615,1,0.3741111111111111,0.3741111111111111,0.4518681318681319,0.5977182235710233,0.008585908013748932,0.987388182669878,2.0455604461227823,0.28846153846153844,0.4568096389784496,0.0,0.25317251682281494,1.3727143776420772,0.5998168498168498,0.7133610031299211,0.2914950420269649,0.9988434910774231,2.5389780088148823,0.45238095238095233,0.5969602895130461,0.0,0.9988310635089874,2.0462678306400868,0.017,0.0,2,1,2,1000,200,400,400,1000,0.2996780801872988,0.4240561896400351,0.2762657301726661,35,200,1000,SamplingBasedInitiator,ElitismSelector,OnePointCrosser,,SamplingBasedMutator,0.1,0.14,0.21,0.23,RankedRecombiner,,0.0
1,0:01:14.142048,74.1420476436615,1,0.3834444444444444,0.3834444444444444,0.4514166666666667,0.5987735168441481,0.008585908013748932,0.9874220691621304,2.0461981606866937,0.28846153846153844,0.4568096389784496,0.0,0.25317251682281494,1.3727143776420772,0.5998168498168498,0.7133610031299211,0.2914950420269649,0.9988434910774231,2.5389780088148823,0.4514652014652014,0.5990438523083779,0.0,0.998835027217865,2.0491003636870073,0.017,0.0,3,1,3,1000,200,400,400,1000,0.2930178206251826,0.41484078293894244,0.29214139643587494,35,200,1000,SamplingBasedInitiator,ElitismSelector,OnePointCrosser,,SamplingBasedMutator,0.1,0.14,0.21,0.23,RankedRecombiner,,0.0
1,0:01:14.142048,74.1420476436615,1,0.38581481481481483,0.38581481481481483,0.452651098901099,0.5971834785270508,0.008585908013748932,0.9874273310601711,2.0458478165020697,0.2921245421245422,0.4714691062959261,0.0,0.25317251682281494,1.3727143776420772,0.5998168498168498,0.7133610031299211,0.2914950420269649,0.9988434910774231,2.5389780088148823,0.45238095238095233,0.5970469081346805,0.0,0.99883633852005,2.0451605988362114,0.017,0.0,4,1,4,1000,200,400,400,1000,0.28666281755196305,0.42609699769053117,0.2872401847575058,35,200,1000,SamplingBasedInitiator,ElitismSelector,OnePointCrosser,,SamplingBasedMutator,0.1,0.14,0.21,0.23,RankedRecombiner,,0.0
1,0:01:14.142048,74.1420476436615,1,0.3841481481481481,0.3841481481481481,0.45505219780219786,0.5976333582581858,0.008585908013748932,0.9874291814863682,2.0487006455605004,0.2921245421245422,0.4714691062959261,0.0,0.25317251682281494,1.3727143776420772,0.5998168498168498,0.7133610031299211,0.2914950420269649,0.9988434910774231,2.5389780088148823,0.4551282051282052,0.5972290395782991,0.0,0.9988372921943665,2.0502580629273695,0.017,0.0,5,1,5,1000,200,400,400,1000,0.3135919455137696,0.4133846609416642,0.2730233935445662,35,200,1000,SamplingBasedInitiator,ElitismSelector,OnePointCrosser,,SamplingBasedMutator,0.1,0.14,0.21,0.23,RankedRecombiner,,0.0
1,0:01:14.142048,74.1420476436615,1,0.3867407407407408,0.3867407407407407,0.4560219780219781,0.5954561304589177,0.008585908013748932,0.987429879695177,2.0474938961898217,0.2921245421245422,0.4714691062959261,0.0,0.25317251682281494,1.3727143776420772,0.5998168498168498,0.7133610031299211,0.2914950420269649,0.9988434910774231,2.5389780088148823,0.456959706959707,0.5955411807015392,0.0,0.9988378286361694,2.049809866319027,0.017,0.0,6,1,6,1000,200,400,400,1000,0.3213633597078515,0.41357273280584295,0.26506390748630554,35,200,1000,SamplingBasedInitiator,ElitismSelector,OnePointCrosser,,SamplingBasedMutator,0.1,0.14,0.21,0.23,RankedRecombiner,,0.0
1,0:01:14.142048,74.1420476436615,1,0.38814814814814813,0.38814814814814813,0.45547161172161177,0.5971228212189923,0.008585908013748932,0.9874304161965847,2.048610757150938,0.2921245421245422,0.4714691062959261,0.0,0.25317251682281494,1.3727143776420772,0.5998168498168498,0.7133610031299211,0.2914950420269649,0.9988434910774231,2.5389780088148823,0.4551282051282052,0.5972290395782991,0.0,0.9988384246826172,2.049027345779839,0.017,0.0,7,1,7,1000,200,400,400,1000,0.30259281084266354,0.41985857395403653,0.27754861520329993,35,200,1000,SamplingBasedInitiator,ElitismSelector,OnePointCrosser,,SamplingBasedMutator,0.1,0.14,0.21,0.23,RankedRecombiner,,0.0
1,0:01:14.142048,74.1420476436615,1,0.38962962962962966,0.3896296296296296,0.454654761904762,0.5986336929968884,0.008585908013748932,0.9874307890236378,2.049305151939037,0.2921245421245422,0.4714691062959261,0.0,0.25317251682281494,1.3727143776420772,0.5998168498168498,0.7133610031299211,0.2914950420269649,0.9988434910774231,2.5389780088148823,0.4537545787545788,0.598948961115479,0.0,0.9988390803337097,2.0503050873634523,0.017,0.0,8,1,8,1000,200,400,400,1000,0.29578675838349094,0.4178847807394669,0.2863284608770421,35,200,1000,SamplingBasedInitiator,ElitismSelector,OnePointCrosser,,SamplingBasedMutator,0.1,0.14,0.21,0.23,RankedRecombiner,,0.0
1,0:01:14.142048,74.1420476436615,1,0.3912222222222222,0.39122222222222225,0.45573260073260075,0.5979115066124241,0.008585908013748932,0.9874311275184154,2.0496611428771896,0.2921245421245422,0.4714691062959261,0.0,0.25317251682281494,1.3727143776420772,0.5998168498168498,0.7133610031299211,0.2914950420269649,0.9988434910774231,2.5389780088148823,0.4551282051282052,0.59704055311141,0.0,0.9988394379615784,2.049367725334786,0.017,0.0,9,1,9,1000,200,400,400,1000,0.2861409796893668,0.42562724014336917,0.28823178016726403,35,200,1000,SamplingBasedInitiator,ElitismSelector,OnePointCrosser,,SamplingBasedMutator,0.1,0.14,0.21,0.23,RankedRecombiner,,0.0
1,0:01:14.142048,74.1420476436615,1,0.3925185185185185,0.39251851851851854,0.45550549450549455,0.5985769508208495,0.008585908013748932,0.987431385666132,2.050099739006225,0.2921245421245422,0.4714691062959261,0.0,0.25317251682281494,1.3727143776420772,0.5998168498168498,0.7133610031299211,0.2914950420269649,0.9988434910774231,2.5389780088148823,0.45558608058608063,0.5987217768797084,0.0,0.9988396763801575,2.0511186068872567,0.017,0.0,10,1,10,1000,200,400,400,1000,0.285628382441371,0.42032471437161756,0.29404690318701143,35,200,1000,SamplingBasedInitiator,ElitismSelector,OnePointCrosser,,SamplingBasedMutator,0.1,0.14,0.21,0.23,RankedRecombiner,,0.0
1,0:01:14.142048,74.1420476436615,1,0.3943703703703703,0.39437037037037037,0.454698717948718,0.600117653143572,0.008585908013748932,0.9874315927922725,2.0508338718983112,0.2921245421245422,0.4714691062959261,0.0,0.25317251682281494,1.3727143776420772,0.5998168498168498,0.7133610031299211,0.2914950420269649,0.9988434910774231,2.5389780088148823,0.45329670329670335,0.6008283457417078,0.0,0.9988400340080261,2.0514116506838844,0.017,0.0,11,1,11,1000,200,400,400,1000,0.2853380158033363,0.42581211589113255,0.28884986830553117,35,200,1000,SamplingBasedInitiator,ElitismSelector,OnePointCrosser,,SamplingBasedMutator,0.1,0.14,0.21,0.23,RankedRecombiner,,0.0
1,0:01:14.142048,74.1420476436615,1,0.39625925925925926,0.39625925925925926,0.45472344322344327,0.6004567249779984,0.008585908013748932,0.9874317885935306,2.0511978648087212,0.2921245421245422,0.4714691062959261,0.0,0.25317251682281494,1.3727143776420772,0.5998168498168498,0.7133610031299211,0.2914950420269649,0.9988434910774231,2.5389780088148823,0.45329670329670335,0.6012046392380412,0.0,0.9988401532173157,2.051781253827529,0.017,0.0,12,1,12,1000,200,400,400,1000,0.2860144057623049,0.42316926770708285,0.29081632653061223,35,200,1000,SamplingBasedInitiator,ElitismSelector,OnePointCrosser,,SamplingBasedMutator,0.1,0.14,0.21,0.23,RankedRecombiner,,0.0
